id,event,date,fighter_name,fighter_weight,fighter_height,fighter_reach,fighter_dob,fighter_kd_differential,fighter_str_differential,fighter_td_differential,fighter_sub_differential,fighter_winrate,fighter_winstreak,fighter_totalfights,fighter_totalwins,fighter_record,fighter_titlefights,opponent_name,opponent_weight,opponent_height,opponent_reach,opponent_dob,opponent_kd_differential,opponent_str_differential,opponent_td_differential,opponent_sub_differential,opponent_winrate,opponent_winstreak,opponent_totalfights,opponent_totalwins,opponent_record,opponent_titlefights,result,method,round,time
1662,PRIDE 8,"Nov. 21, 1999",Francisco Bueno,225 lbs.,"5' 9""",--,--,1,9,0,0,1.0,1,1,1,5-2-0,0,Igor Vovchanchyn,205 lbs.,"5' 8""",--,"Aug 06, 1973",0,10.75,-1.75,-0.25,0.75,0,4,3,55-10-0 (1 NC),0,loss,KO/TKO,1,1:23
1663,UFC Fight Night: Marreta vs. Anders,"Sep. 22, 2018",Mayra Bueno Silva,135 lbs.,"5' 6""","66""","Aug 22, 1991",0,1,0,1,1.0,1,1,1,11-2-1,0,Gillian Robertson,115 lbs.,"5' 5""","63""","May 17, 1995",0,0,1.5,1,1.0,2,2,2,12-8-0,0,win,SUB,1,4:55
1664,UFC Fight Night: Lee vs. Oliveira,"Mar. 14, 2020",Mayra Bueno Silva,135 lbs.,"5' 6""","66""","Aug 22, 1991",0,0.5,-0.5,1,1.0,2,2,2,11-2-1,0,Maryna Moroz,125 lbs.,"5' 7""","67""","Sep 08, 1991",-0.14285714285714285,-8.142857142857142,-1.1428571428571428,0.14285714285714285,0.5714285714285714,1,7,4,11-5-0,0,loss,U-DEC,3,5:00
1665,UFC Fight Night: Covington vs. Woodley,"Sep. 19, 2020",Mayra Bueno Silva,135 lbs.,"5' 6""","66""","Aug 22, 1991",0,-16.666666666666668,-1,0.6666666666666666,0.6666666666666666,0,3,2,11-2-1,0,Mara Romero Borella,125 lbs.,"5' 6""","69""","Jun 03, 1986",-0.3333333333333333,0,0.8333333333333334,-0.8333333333333334,0.3333333333333333,0,6,2,12-9-0 (2 NC),0,win,SUB,1,2:29
1666,UFC Fight Night: Rozenstruik vs. Gane,"Feb. 27, 2021",Mayra Bueno Silva,135 lbs.,"5' 6""","66""","Aug 22, 1991",0,-13.5,-1,0.75,0.75,1,4,3,11-2-1,0,Montana De La Rosa,125 lbs.,"5' 7""","68""","Feb 14, 1995",0.16666666666666666,-4,1,1,0.6666666666666666,0,6,4,12-8-1,0,draw,M-DEC,3,5:00
1667,UFC Fight Night: Ladd vs. Dumont,"Oct. 16, 2021",Mayra Bueno Silva,135 lbs.,"5' 6""","66""","Aug 22, 1991",0,-6.4,-1.4,0.8,0.6,0,5,3,11-2-1,0,Manon Fiorot,125 lbs.,"5' 7""","65""","Feb 17, 1990",0.5,51.5,1,0,1.0,2,2,2,10-1-0,0,loss,U-DEC,3,5:00
1668,UFC Fight Night: Luque vs. Muhammad,"Apr. 16, 2022",Mayra Bueno Silva,135 lbs.,"5' 6""","66""","Aug 22, 1991",0,-12.5,-1.5,0.6666666666666666,0.5,0,6,3,11-2-1,0,Wu Yanan,135 lbs.,"5' 8""","66""","Apr 18, 1996",0,-3.75,-0.75,0,0.25,0,4,1,13-6-0,0,win,U-DEC,3,5:00
1669,UFC Fight Night: Santos vs. Hill,"Aug. 06, 2022",Mayra Bueno Silva,135 lbs.,"5' 6""","66""","Aug 22, 1991",0,-7.142857142857143,-1.4285714285714286,0.8571428571428571,0.5714285714285714,1,7,4,11-2-1,0,Stephanie Egger,135 lbs.,"5' 6""","68""","Aug 12, 1988",0,0,0.3333333333333333,-0.3333333333333333,0.6666666666666666,2,3,2,8-4-0,0,win,SUB,1,1:17
1670,UFC Fight Night: Andrade vs. Blanchfield,"Feb. 18, 2023",Mayra Bueno Silva,135 lbs.,"5' 6""","66""","Aug 22, 1991",0,-6.75,-1.375,0.875,0.625,2,8,5,11-2-1,0,Lina Lansberg,135 lbs.,"5' 7""","65""","Mar 13, 1982",0.2,-15.6,-1.3,-0.1,0.4,0,10,4,10-8-0,0,win,SUB,2,4:45
1671,UFC Fight Night: Holm vs. Bueno Silva,"Jul. 15, 2023",Mayra Bueno Silva,135 lbs.,"5' 6""","66""","Aug 22, 1991",0,-4.444444444444445,-1,0.8888888888888888,0.6666666666666666,3,9,6,11-2-1,0,Holly Holm,135 lbs.,"5' 8""","69""","Oct 17, 1981",0.07142857142857142,6.928571428571429,0.5714285714285714,-0.14285714285714285,0.5714285714285714,1,14,8,15-7-0,5,win,SUB,2,0:38
1672,UFC 53: Heavy Hitters,"Jun. 04, 2005",Paul Buentello,245 lbs.,"6' 2""","77""","Jan 16, 1974",1,15,0,0,1.0,1,1,1,35-17-0,0,Kevin Jordan,,,,,,,,,,,,,,,win,SUB,1,4:00
1673,UFC 57: Liddell vs Couture 3,"Feb. 04, 2006",Paul Buentello,245 lbs.,"6' 2""","77""","Jan 16, 1974",0.3333333333333333,5.333333333333333,0,0.3333333333333333,0.6666666666666666,0,3,2,35-17-0,1,Gilbert Aldana,,,,,,,,,,,,,,,win,KO/TKO,2,2:27
1674,Strikeforce - Triple Threat,"Dec. 08, 2006",Paul Buentello,245 lbs.,"6' 2""","77""","Jan 16, 1974",0.4,8.4,0.2,0.4,0.8,2,5,4,35-17-0,1,Ruben Villareal,265 lbs.,"6' 4""",--,"May 01, 1970",-1,-12,0,0,0.0,0,1,0,22-28-3,0,win,KO/TKO,2,3:57
1675,Strikeforce - Shamrock vs. Baroni,"Jun. 22, 2007",Paul Buentello,245 lbs.,"6' 2""","77""","Jan 16, 1974",0.3333333333333333,4.333333333333333,0.16666666666666666,0.3333333333333333,0.8333333333333334,3,6,5,35-17-0,1,Carter Williams,,,,,,,,,,,,,,,win,KO/TKO,2,0:10
1676,"Strikeforce - Four Men Enter, One Man Survives","Nov. 16, 2007",Paul Buentello,245 lbs.,"6' 2""","77""","Jan 16, 1974",0.2857142857142857,4.285714285714286,0,0.2857142857142857,0.8571428571428571,4,7,6,35-17-0,1,Alistair Overeem,265 lbs.,"6' 4""","80""","May 17, 1980",0.05555555555555555,10.11111111111111,0.3333333333333333,0.2222222222222222,0.5555555555555556,0,18,10,47-19-0 (1 NC),0,loss,KO/TKO,2,3:42
1677,Affliction - Day of Reckoning,"Jan. 24, 2009",Paul Buentello,245 lbs.,"6' 2""","77""","Jan 16, 1974",0.125,0.125,-0.375,-0.125,0.75,0,8,6,35-17-0,1,Kiril Sidelnikov,,,,,,,,,,,,,,,win,KO/TKO,3,4:18
1678,UFC 107: Penn vs Sanchez,"Dec. 12, 2009",Paul Buentello,245 lbs.,"6' 2""","77""","Jan 16, 1974",0.1111111111111111,2.6666666666666665,-0.3333333333333333,-0.1111111111111111,0.7777777777777778,1,9,7,35-17-0,1,Stefan Struve,265 lbs.,"6' 11""","84""","Feb 18, 1988",-0.6666666666666666,-6.666666666666667,0,3,0.6666666666666666,2,3,2,33-13-0,0,loss,M-DEC,3,5:00
1679,UFC Live: Vera vs Jones,"Mar. 21, 2010",Paul Buentello,245 lbs.,"6' 2""","77""","Jan 16, 1974",0.2,0.7,-0.4,-0.3,0.7,0,10,7,35-17-0,1,Cheick Kongo,240 lbs.,"6' 4""","82""","May 17, 1975",0.09090909090909091,19,-1.1818181818181819,-0.2727272727272727,0.6363636363636364,0,11,7,27-10-2,0,loss,KO/TKO,3,1:16
1680,UFC Fight Night: Ortega vs. The Korean Zombie,"Oct. 17, 2020",Modestas Bukauskas,205 lbs.,"6' 3""","78""","Feb 10, 1994",0,-5,0,0,1.0,1,1,1,15-5-0,0,Jimmy Crute,205 lbs.,"6' 2""","74""","Mar 04, 1996",0.2,10.8,1,0.8,0.8,1,5,4,12-4-1,0,loss,KO/TKO,1,2:01
1681,UFC 260: Miocic vs. Ngannou,"Mar. 27, 2021",Modestas Bukauskas,205 lbs.,"6' 3""","78""","Feb 10, 1994",-1,-7.5,0,0,0.5,0,2,1,15-5-0,0,Michal Oleksiejczuk,185 lbs.,"6' 0""","74""","Feb 22, 1995",0.8,11,-1.4,-0.6,0.4,0,5,2,19-6-0 (1 NC),0,loss,S-DEC,3,5:00
1682,UFC Fight Night: Brunson vs. Till,"Sep. 04, 2021",Modestas Bukauskas,205 lbs.,"6' 3""","78""","Feb 10, 1994",-0.6666666666666666,-4.333333333333333,0,0,0.3333333333333333,0,3,1,15-5-0,0,Khalil Rountree Jr.,205 lbs.,"6' 1""","76""","Feb 26, 1990",0.7,-4.3,-1.4,0,0.4,0,10,4,13-5-0 (1 NC),1,loss,KO/TKO,2,2:30
1683,UFC 284: Makhachev vs. Volkanovski,"Feb. 11, 2023",Modestas Bukauskas,205 lbs.,"6' 3""","78""","Feb 10, 1994",-0.75,-7,0,0,0.25,0,4,1,15-5-0,0,Tyson Pedro,205 lbs.,"6' 3""","79""","Sep 17, 1991",0.25,3.5,-0.875,0.375,0.625,2,8,5,9-4-0,0,win,U-DEC,3,5:00
1684,UFC Fight Night: Vettori vs. Cannonier,"Jun. 17, 2023",Modestas Bukauskas,205 lbs.,"6' 3""","78""","Feb 10, 1994",-0.6,-5.8,-0.4,0,0.4,1,5,2,15-5-0,0,Zac Pauga,205 lbs.,"6' 2""","76""","Feb 25, 1988",-0.5,25,0,0,0.5,1,2,1,7-2-0,0,win,U-DEC,3,5:00
1685,UFC 210: Cormier vs. Johnson 2,"Apr. 08, 2017",Shane Burgos,145 lbs.,"5' 11""","75""","Mar 19, 1991",1,17,0,0,1.0,1,1,1,15-3-0,0,Charles Rosa,145 lbs.,"5' 9""","69""","Aug 24, 1986",-0.25,-5,1.25,0.5,0.5,1,4,2,14-8-0,0,win,KO/TKO,3,1:59
1686,UFC Fight Night: Weidman vs. Gastelum,"Jul. 22, 2017",Shane Burgos,145 lbs.,"5' 11""","75""","Mar 19, 1991",1,4,-0.5,0,1.0,2,2,2,15-3-0,0,Godofredo Pepey,145 lbs.,"5' 7""","73""","Jul 02, 1987",0.1111111111111111,-1.7777777777777777,-1.1111111111111112,0.8888888888888888,0.5555555555555556,1,9,5,13-6-0,1,win,U-DEC,3,5:00
1687,UFC 220: Miocic vs. Ngannou,"Jan. 20, 2018",Shane Burgos,145 lbs.,"5' 11""","75""","Mar 19, 1991",1.6666666666666667,19.666666666666668,0,0,1.0,3,3,3,15-3-0,0,Calvin Kattar,145 lbs.,"5' 11""","72""","Mar 26, 1988",0,2,2,0,1.0,1,1,1,23-7-0,0,loss,KO/TKO,3,0:32
1688,UFC 230: Cormier vs. Lewis,"Nov. 03, 2018",Shane Burgos,145 lbs.,"5' 11""","75""","Mar 19, 1991",1,15.75,0,0,0.75,0,4,3,15-3-0,0,Kurt Holobaugh,155 lbs.,"5' 11""","70""","Sep 08, 1986",0,9.25,-1.25,-0.75,0.0,0,4,0,21-7-0 (1 NC),0,win,SUB,1,2:11
1689,UFC Fight Night: Iaquinta vs. Cowboy,"May. 04, 2019",Shane Burgos,145 lbs.,"5' 11""","75""","Mar 19, 1991",0.6,11.8,0,0.2,0.8,1,5,4,15-3-0,0,Cub Swanson,145 lbs.,"5' 8""","70""","Nov 02, 1983",0.16666666666666666,10.875,-0.9583333333333334,-0.125,0.625,0,24,15,29-13-0,0,win,S-DEC,3,5:00
1690,UFC Fight Night: Blaydes vs. Volkov,"Jun. 20, 2020",Shane Burgos,145 lbs.,"5' 11""","75""","Mar 19, 1991",0.5714285714285714,21,-0.42857142857142855,0,0.8571428571428571,3,7,6,15-3-0,0,Josh Emmett,145 lbs.,"5' 6""","70""","Mar 04, 1985",0.875,4.125,0.625,0.125,0.75,2,8,6,18-4-0,0,loss,U-DEC,3,5:00
1691,UFC 268: Usman vs. Covington 2,"Nov. 06, 2021",Shane Burgos,145 lbs.,"5' 11""","75""","Mar 19, 1991",0.1111111111111111,14.444444444444445,-0.4444444444444444,0,0.6666666666666666,0,9,6,15-3-0,0,Billy Quarantillo,145 lbs.,"5' 10""","70""","Dec 08, 1988",0.16666666666666666,33.166666666666664,-0.6666666666666666,1.1666666666666667,0.8333333333333334,1,6,5,18-5-0,0,win,U-DEC,3,5:00
1692,UFC Fight Night: Ortega vs. Rodriguez,"Jul. 16, 2022",Shane Burgos,145 lbs.,"5' 11""","75""","Mar 19, 1991",0.1,15.9,-0.4,0,0.7,1,10,7,15-3-0,0,Charles Jourdain,145 lbs.,"5' 9""","69""","Nov 27, 1995",0.5,13.25,-1.75,0.375,0.5,2,8,4,14-6-1,0,win,M-DEC,3,5:00
1693,UFC Fight Night 3,"Jan. 16, 2006",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,3,1,0,1.0,1,1,1,28-16-0 (1 NC),0,Drew Fickett,155 lbs.,"5' 10""","70""","Dec 14, 1979",0.3333333333333333,-4,-1.3333333333333333,1.6666666666666667,0.6666666666666666,2,3,2,42-21-0,0,win,SUB,1,1:07
1694,UFC Fight Night 4,"Apr. 06, 2006",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,4,0.5,0.5,1.0,2,2,2,28-16-0 (1 NC),0,Jon Fitch,170 lbs.,"6' 0""","74""","Feb 24, 1978",0.5,-1.5,3,-0.5,1.0,2,2,2,30-7-1 (1 NC),0,loss,SUB,2,4:57
1695,UFC 61: Bitter Rivals,"Jul. 08, 2006",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",-0.3333333333333333,1,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0,3,2,28-16-0 (1 NC),0,Josh Neer,170 lbs.,"5' 11""","72""","Mar 24, 1983",0.3333333333333333,2,-1.6666666666666667,-0.6666666666666666,0.6666666666666666,2,3,2,36-16-1,0,win,U-DEC,3,5:00
1696,UFC Fight Night: Evans vs Salmon,"Jan. 25, 2007",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,4.75,0.5,0,0.75,1,4,3,28-16-0 (1 NC),0,Chad Reiner,,,,,,,,,,,,,,,win,U-DEC,3,5:00
1697,UFC 71: Liddell vs Jackson,"May. 26, 2007",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,8,2,-0.4,0.8,2,5,4,28-16-0 (1 NC),0,Karo Parisyan,170 lbs.,"5' 10""","72""","Aug 28, 1982",-0.125,0.375,3.5,0.5,0.75,1,8,6,24-11-0 (1 NC),0,loss,U-DEC,3,5:00
1698,UFC 77: Hostile Territory,"Oct. 20, 2007",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,0.3333333333333333,1.6666666666666667,-0.3333333333333333,0.6666666666666666,0,6,4,28-16-0 (1 NC),0,Forrest Petz,170 lbs.,"5' 9""","71""","Sep 22, 1975",1.25,-3.75,0.25,-0.75,0.5,1,4,2,26-10-0,0,win,S-DEC,3,5:00
1699,UFC Fight Night: Swick vs Burkman,"Jan. 23, 2008",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0.14285714285714285,-2.7142857142857144,1.8571428571428572,0,0.7142857142857143,1,7,5,28-16-0 (1 NC),0,Mike Swick,170 lbs.,"6' 1""","77""","Jun 19, 1979",0.125,4.125,-0.25,-0.125,0.75,0,8,6,15-6-0,1,loss,M-DEC,3,5:00
1700,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"Jun. 21, 2008",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0.125,-4.25,1.75,0,0.625,0,8,5,28-16-0 (1 NC),0,Dustin Hazelett,170 lbs.,"6' 1""","76""","Apr 29, 1986",-0.2,7.6,-1.2,1.2,0.6,0,5,3,12-7-0,0,loss,SUB,2,4:46
1701,UFC 90: Silva vs Cote,"Oct. 25, 2008",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0.1111111111111111,-1.4444444444444444,1.5555555555555556,-0.3333333333333333,0.5555555555555556,0,9,5,28-16-0 (1 NC),0,Pete Sell,170 lbs.,"5' 11""","75""","Aug 05, 1982",-0.6,-12,-0.8,-0.2,0.2,0,5,1,10-7-0,0,loss,U-DEC,3,5:00
1702,UFC 182: Jones vs Cormier,"Jan. 03, 2015",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0.1,-2.8,1.7,-0.4,0.5,0,10,5,28-16-0 (1 NC),0,Hector Lombard,185 lbs.,"5' 9""","71""","Feb 02, 1978",0.42857142857142855,0.14285714285714285,0.8571428571428571,-0.14285714285714285,0.42857142857142855,2,7,3,34-10-1 (2 NC),0,nc,Overturned,3,5:00
1703,UFC 187: Johnson vs Cormier,"May. 23, 2015",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0.09090909090909091,-3.5454545454545454,1.3636363636363635,-0.36363636363636365,0.45454545454545453,0,11,5,28-16-0 (1 NC),0,Dong Hyun Kim,170 lbs.,"6' 2""","76""","Nov 17, 1981",0.14285714285714285,5.357142857142857,1.7857142857142858,0.14285714285714285,0.7142857142857143,0,14,10,22-4-1 (1 NC),0,loss,SUB,3,2:13
1704,UFC Fight Night: Holloway vs Oliveira,"Aug. 23, 2015",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0.08333333333333333,-4.083333333333333,1.1666666666666667,-0.4166666666666667,0.4166666666666667,0,12,5,28-16-0 (1 NC),0,Patrick Cote,170 lbs.,"5' 11""","75""","Feb 29, 1980",0.25,-4,-0.75,-0.4,0.55,1,20,11,23-11-0,2,loss,KO/TKO,3,1:26
1705,UFC Fight Night: Hendricks vs Thompson,"Feb. 06, 2016",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,-4.923076923076923,1.1538461538461537,-0.38461538461538464,0.38461538461538464,0,13,5,28-16-0 (1 NC),0,KJ Noons,155 lbs.,"5' 10""","70""","Dec 07, 1982",0.17647058823529413,0.29411764705882354,-1.7058823529411764,-0.23529411764705882,0.5294117647058824,0,17,9,13-9-0 (1 NC),1,win,U-DEC,3,5:00
1706,UFC Fight Night: Almeida vs Garbrandt,"May. 29, 2016",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,-2.857142857142857,1.2857142857142858,-0.35714285714285715,0.42857142857142855,1,14,6,28-16-0 (1 NC),0,Paul Felder,155 lbs.,"5' 11""","70""","Apr 25, 1984",0,5.8,-1.4,0.6,0.6,1,5,3,17-6-0,0,loss,U-DEC,3,5:00
1707,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,-2.7333333333333334,1.4,-0.3333333333333333,0.4,0,15,6,28-16-0 (1 NC),0,Zak Ottow,,,,,,,,,,,,,,,loss,S-DEC,3,5:00
1708,UFC Fight Night: Belfort vs. Gastelum,"Mar. 11, 2017",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,-3.6875,1.375,-0.375,0.375,0,16,6,28-16-0 (1 NC),0,Michel Prazeres,170 lbs.,"5' 6""","67""","Jul 25, 1981",0.14285714285714285,-3,3,-0.2857142857142857,0.7142857142857143,3,7,5,26-4-0,0,loss,SUB,1,1:42
1709,UFC 214: Cormier vs. Jones 2,"Jul. 29, 2017",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,-4.823529411764706,1.1764705882352942,-0.4117647058823529,0.35294117647058826,0,17,6,28-16-0 (1 NC),0,Drew Dober,155 lbs.,"5' 8""","70""","Oct 19, 1988",0.25,-5.375,-0.125,-0.25,0.375,0,8,3,26-12-0 (1 NC),0,loss,KO/TKO,1,3:04
1710,UFC Fight Night: Cerrone vs. Medeiros,"Feb. 18, 2018",Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",-0.05555555555555555,-4.777777777777778,1.1111111111111112,-0.3888888888888889,0.3333333333333333,0,18,6,28-16-0 (1 NC),0,Alex Morono,170 lbs.,"5' 11""","72""","Aug 16, 1990",0,20.5,-0.75,0.25,0.5,0,4,2,23-8-0 (1 NC),0,loss,SUB,1,2:12
1711,UFC Fight Night: Stephens vs. Choi,"Jan. 14, 2018",Mads Burnell,145 lbs.,"5' 8""","69""","Mar 06, 1994",0,-16,-4,-1,0.0,0,1,0,9-3-0,0,Mike Santiago,145 lbs.,"5' 10""","69""","Jul 28, 1989",0.5,-5,0,-1,0.5,0,2,1,19-12-0,0,win,U-DEC,3,5:00
1712,UFC - Ultimate Brazil,"Oct. 16, 1998",Mikey Burnett,170 lbs.,"5' 6""",--,"Apr 12, 1974",0,36,1,1,1.0,1,1,1,5-2-0,0,Pat Miletich,170 lbs.,"5' 10""",--,"Mar 09, 1968",0,4.5,-1.5,0.5,1.0,2,2,2,29-7-2,0,loss,S-DEC,3,3:00
1713,UFC 18: The Road to the Heavyweight Title,"Jan. 08, 1999",Mikey Burnett,170 lbs.,"5' 6""",--,"Apr 12, 1974",0,20.5,1,1.5,0.5,0,2,1,5-2-0,1,Townsend Saunders,170 lbs.,"5' 5""",--,--,0,-5,2,-1,0.0,0,1,0,0-2-0,0,win,U-DEC,2,3:00
1714,UFC: Silva vs Irvin,"Jul. 19, 2008",Kevin Burns,170 lbs.,"5' 10""","74""","Mar 03, 1980",0,-4,-2,1,1.0,1,1,1,12-7-0,0,Anthony Johnson,205 lbs.,"6' 2""","78""","Mar 06, 1984",1,8.666666666666666,0,0.3333333333333333,0.6666666666666666,1,3,2,22-6-0,0,win,KO/TKO,3,3:35
1715,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"Dec. 13, 2008",Kevin Burns,170 lbs.,"5' 10""","74""","Mar 03, 1980",0,-9,-3.5,0.5,1.0,2,2,2,12-7-0,0,Anthony Johnson,205 lbs.,"6' 2""","78""","Mar 06, 1984",0.75,10,1.25,0.25,0.5,0,4,2,22-6-0,0,loss,KO/TKO,3,0:28
1716,The Ultimate Fighter: United States vs. United Kingdom Finale,"Jun. 20, 2009",Kevin Burns,170 lbs.,"5' 10""","74""","Mar 03, 1980",-0.3333333333333333,-12,-3.3333333333333335,1,0.6666666666666666,0,3,2,12-7-0,0,Chris Lytle,170 lbs.,"5' 11""","68""","Aug 18, 1974",0,3.875,-0.75,1.1875,0.4375,0,16,7,31-18-5,1,loss,U-DEC,3,5:00
1717,UFC 107: Penn vs Sanchez,"Dec. 12, 2009",Kevin Burns,170 lbs.,"5' 10""","74""","Mar 03, 1980",0,-17,-2.25,0.75,0.5,0,4,2,12-7-0,0,TJ Grant,155 lbs.,"5' 10""","72""","Feb 26, 1984",0,-2,-1,-0.5,0.5,0,2,1,21-5-0,0,loss,KO/TKO,1,4:57
1718,UFC 179: Aldo vs Mendes 2,"Oct. 25, 2014",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",0,3,2,0,1.0,1,1,1,22-6-0,0,Christos Giagos,,,,,,,,,,,,,,,win,SUB,1,4:57
1719,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",0,3,1.5,1,1.0,2,2,2,22-6-0,0,Alex Oliveira,,,,,,,,,,,,,,,win,SUB,3,4:14
1720,UFC Fight Night: Belfort vs Henderson 3,"Nov. 07, 2015",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",0,-2,1.6666666666666667,1.3333333333333333,1.0,3,3,3,22-6-0,0,Rashid Magomedov,155 lbs.,"5' 9""","70""","Nov 29, 1984",1,29.666666666666668,0,0,1.0,3,3,3,20-2-0,0,loss,U-DEC,3,5:00
1721,UFC Fight Night: Dos Anjos vs. Alvarez,"Jul. 07, 2016",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",-0.5,-14.5,1.25,1,0.75,0,4,3,22-6-0,0,Lukasz Sajewski,155 lbs.,"5' 8""","71""","Nov 27, 1990",0,-28,-1,0,0.0,0,1,0,13-3-0,0,win,SUB,1,4:57
1722,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",-0.4,-11.8,1.2,1,0.8,1,5,4,22-6-0,0,Michel Prazeres,170 lbs.,"5' 6""","67""","Jul 25, 1981",0.16666666666666666,-7,2.8333333333333335,-0.3333333333333333,0.6666666666666666,2,6,4,26-4-0,0,loss,U-DEC,3,5:00
1723,UFC Fight Night: Rockhold vs. Branch,"Sep. 16, 2017",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",-0.3333333333333333,-13.333333333333334,0.3333333333333333,0.8333333333333334,0.6666666666666666,0,6,4,22-6-0,0,Jason Saggo,155 lbs.,"5' 11""","71""","Nov 23, 1985",0.2,-4.2,0.2,-0.2,0.6,0,5,3,12-4-0,0,win,KO/TKO,2,4:55
1724,UFC Fight Night: Poirier vs. Gaethje,"Apr. 14, 2018",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",-0.14285714285714285,-10.428571428571429,0.42857142857142855,0.7142857142857143,0.7142857142857143,1,7,5,22-6-0,0,Dan Moret,,,,,,,,,,,,,,,win,KO/TKO,2,0:59
1725,UFC 226: Miocic vs. Cormier,"Jul. 07, 2018",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",0,-7.75,0.625,0.625,0.75,2,8,6,22-6-0,0,Dan Hooker,155 lbs.,"6' 0""","75""","Feb 13, 1990",0.3333333333333333,-4.333333333333333,-1,-0.5555555555555556,0.6666666666666666,3,9,6,23-12-0,0,loss,KO/TKO,1,2:28
1726,UFC Fight Night: Jacare vs. Hermansson,"Apr. 27, 2019",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",-0.1,-3.5,0.8,0.4,0.7,1,10,7,22-6-0,0,Mike Davis,155 lbs.,"6' 0""","72""","Oct 07, 1992",-1,-34,0,0,0.0,0,1,0,10-2-0,0,win,SUB,2,4:15
1727,UFC Fight Night: Shevchenko vs. Carmouche 2,"Aug. 10, 2019",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",-0.09090909090909091,0.09090909090909091,1,0.45454545454545453,0.7272727272727273,2,11,8,22-6-0,0,Aleksei Kunchenko,170 lbs.,"5' 8""","70""","May 02, 1984",0,25,0.5,0,1.0,2,2,2,20-2-0,0,win,U-DEC,3,5:00
1728,UFC Fight Night: Hermansson vs. Cannonier,"Sep. 28, 2019",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",-0.08333333333333333,-0.3333333333333333,1.1666666666666667,0.4166666666666667,0.75,3,12,9,22-6-0,0,Gunnar Nelson,170 lbs.,"5' 11""","72""","Jul 28, 1988",-0.16666666666666666,-16.833333333333332,0.8333333333333334,0.5833333333333334,0.6666666666666666,0,12,8,19-5-1,0,win,U-DEC,3,5:00
1729,UFC Fight Night: Lee vs. Oliveira,"Mar. 14, 2020",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",-0.07692307692307693,0.46153846153846156,1.1538461538461537,0.46153846153846156,0.7692307692307693,4,13,10,22-6-0,0,Demian Maia,170 lbs.,"6' 1""","72""","Nov 06, 1977",-0.0967741935483871,-2.3870967741935485,1.6129032258064515,0.6774193548387096,0.7096774193548387,3,31,22,28-11-0,2,win,KO/TKO,1,2:34
1730,UFC Fight Night: Woodley vs. Burns,"May. 30, 2020",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",0,1.0714285714285714,0.9285714285714286,0.42857142857142855,0.7857142857142857,5,14,11,22-6-0,0,Tyron Woodley,170 lbs.,"5' 9""","74""","Apr 07, 1982",0.5238095238095238,-1,0.7619047619047619,0.23809523809523808,0.7619047619047619,0,21,16,19-7-1,7,win,U-DEC,5,5:00
