Fighter,dob,totalfights,elo,losestreak,winstreak,titlewins,oppelo,wins,losses,avg age,KD,KD differential,Sig. str.,Sig. str. differential,Total str.,Total str. differential,Td,Td differential,Sub. att,Sub. att differential,Rev.,Rev. differential,Ctrl,Ctrl differential,Head,Head differential,Body,Body differential,Leg,Leg differential,Distance,Distance differential,Clinch,Clinch differential,Ground,Ground differential,Sig. str.%,Sig. str.% differential,Sig. str.% defense,Total str.%,Total str.% differential,Total str.% defense,Td%,Td% differential,Td% defense,Head%,Head% differential,Head% defense,Body%,Body% differential,Body% defense,Leg%,Leg% differential,Leg% defense,Distance%,Distance% differential,Distance% defense,Clinch%,Clinch% differential,Clinch% defense,Ground%,Ground% differential,Ground% defense,Ethnicity
Santiago Ponzinibbio,1986,17,1072.56462,1,0,0,17763.39543,11,6,541,121.6566014,103,9411.853468,7924,9552.514858,8581,48.66666667,508,0,0,0,-2,46.08294157,454.7,6268.964476,16254,1355.668976,-4386,1787.220016,-3944,8945.948492,7574,103.6352354,-23,362.2697406,373,108.2829873,83.55491625,1061.445162,108.7977551,85.4338881,1056.634791,13.88333333,68.45,1645.2,93.35513697,105.3937186,1252.723728,73.20510884,59.43731876,836.0073473,145.0446983,256.4449584,445.6157015,99.89013029,76.95148315,1070.251666,52.40285978,357.5404762,1411.783333,104.7396945,102.5897959,1267.489796,South American
Per Eklund,0,3,983.4130552,1,0,0,2970.014253,1,2,6025,0,-9,48.39802476,-17,90.67265689,212,4.532946227,11,5.824129631,17,0,0,3.742458953,-7.35,25.38656046,-85,17.66625971,83,5.345204596,-15,34.43292389,-12,6.849787836,49,7.115313035,-54,3.092436757,3.412233466,7.763967004,3.498813502,4.380273814,7.232437276,4.132487324,7.866666667,12,2.484481213,1.94068596,8.202923723,4.400818855,11.0996732,11.88888889,4.452946227,9,9.2,2.904781004,3.555268158,9.131025734,0.30874116,0.281818182,10.51515152,4.314747264,3.62037037,5.62037037,European
Zarrukh Adashev,1992,4,969.0108053,1,0,0,3957.19761,1,3,116,0,-26,168.1806011,281,169.9806011,146,0,0,0.6,9,0,0,0.458888889,-5.8,115.8968579,121,23.73770492,82,28.54603825,78,164.7139344,362,2.266666667,34,1.2,-115,9.487126136,2.478846132,17.71046817,9.492730121,1.866155561,17.01371782,0,0,30,7.858567595,0.838202113,18.41449445,16.22277279,18.7760181,25.5,18.31270492,15.33333333,17.83333333,9.477937248,8.179741488,23.54919685,0.777777778,11.66666667,30,0.3,-19.21428571,6.285714286,Slavic
Paddy Pimblett,1995,5,1079.258481,0,5,0,5137.751012,5,0,135,1.893081761,26,277.3518517,1163,405.7789659,1351,3.873499884,-38,5.683228068,40,0,0,18.39608793,92.41666667,180.7039153,1046,39.43583556,-334,57.21210086,451,184.7463573,371,18.03013469,47,74.57535968,745,2.664766785,-5.161899143,20.77094515,3.135409608,-5.679789398,15.7493107,2.099482417,5.25,43,2.091594642,-6.47621125,24.65221687,2.91868882,1.017779334,18.52513228,5.087216566,2.80952381,4,2.288459545,-6.68412662,22.75106773,1.825346902,-6.7,30.76666667,4.029426719,8.172619048,19.69047619,European
Ricky Glenn,1989,10,993.436551,2,0,0,10297.17589,4,5,301,159.5189189,-110,1584.15141,-2091,2227.189248,-1680,2.4,-341,6.533333333,87,0,-16,39.94570571,-413.6,1169.54944,-595,227.5846154,-1486,187.0173542,-10,747.675734,-1502,215.1189189,-175,621.3567568,-414,69.9158274,-73.49648037,168.2413235,74.68334998,-66.72160109,158.5088562,0.342857143,-34.02597403,345.8311688,62.07225855,-52.82451844,205.6106677,22.18520568,-148.4030901,108.2144291,103.2282286,-135.4579365,72.8,61.52108,-64.7062705,202.1093423,60.72593024,-51.70791375,184.3310606,54.43579778,-132.3399434,121.8582251,North American
Nursulton Ruziboev,1993,1,1016.836352,0,1,0,1018.177712,1,0,30,0,0,4.675324675,3,4.675324675,3,0.779220779,1,0,0,0,0,0.012987013,0.016666667,3.896103896,5,0,0,0.779220779,-2,2.337662338,0,0,0,2.337662338,3,0.519480519,0.066666667,0.4,0.519480519,0.066666667,0.4,0.779220779,1,1,0.487012987,0.625,1,0,0,1,0.779220779,0.25,0.25,0.467532468,0,0.4,0,0,1,0.584415584,0.75,1,Unknown
Dusko Todorovic,1994,7,981.724196,1,0,0,6920.002637,3,4,192,0,-33,554.7923974,832,968.854411,1507,14.04152842,-68,0,-77,0,0,32.9717218,-65.38333333,368.3574743,1077,127.0615765,-51,59.3733466,-194,255.8747536,-244,155.154102,598,143.7635418,478,27.13452269,4.376477716,52.39287641,30.69872417,4.357263589,40.86588157,5.052350934,-3.357142857,113,9.018610739,-12.0113639,72.78333333,31.90404311,-2.197377622,16.79621212,21.72486176,-40.83333333,40.5,22.31608328,-7.916105176,65.05253377,10.53864999,-56.04815668,15.15714286,10.80884927,31.73130699,109.7142857,Slavic
Dwight Grant,1984,8,973.1308763,3,0,0,8138.01365,3,5,290,12.76663955,-77,840.9399982,458,914.3651692,-3152,9.430630631,-191,0,-25,0,0,8.878210953,-496.9,616.1095303,1432,107.625171,-446,117.2052969,-528,676.596071,1135,27.39994577,-25,136.9439814,-652,8.774973293,-13.05417686,111.0440355,9.04943368,-22.80709222,97.2827714,9.430630631,8.219047619,101.2190476,7.555827003,-1.606300552,136.2277591,18.61740208,-8.120813174,39.11774892,17.52040023,-7.816096137,22.27749361,9.16479481,-7.781429384,117.4628357,13.39908102,82.45,121.2833333,9.843298026,-38.89437229,78.25714286,North American
Marcin Tybura,1985,18,1069.900777,1,0,0,18663.91216,11,7,617,0.679886686,-537,7164.497108,-4080,13061.21749,29269,154.9627831,1109,2.8125,27,2.8125,-220,510.4537274,4068.716667,4075.16713,-9121,2006.990903,2004,1082.339075,3037,6025.872631,-372,365.9992654,-7196,772.6252115,3488,211.7007072,-126.1091212,1055.638203,240.8537853,1.535077672,975.132729,61.73228808,538.2478355,1999.640693,138.08593,-219.1584605,1191.366098,453.9897842,-179.5357108,332.5822634,177.757596,394.9399098,1141.94228,206.7010435,-84.95895242,1164.514712,36.91732081,-620.113141,959.3797161,70.9809238,139.4990714,1244.058442,Slavic
Jeremy Kimball,1991,4,970.5165783,2,0,0,4026.332767,1,3,105,2.962962963,4,82.17057345,-143,94.0224253,-230,2.465753425,0,0,-9,0,0,2.983264133,-14.01666667,54.58011528,-148,3.371126228,-19,24.21933195,24,50.57239994,53,5.428716388,13,26.16945713,-209,5.022221767,-2.942072829,14.04380952,5.153000821,-3.084094688,13.72523594,0.616438356,-6.75,21,3.9481369,-6.278362422,13.80039216,3.371126228,-6.666666667,18.33333333,8.14113786,-1.3,8.2,5.230192904,2.02745098,19.67777778,3.453407746,10.33333333,30,4.289115248,-5.976067411,12.56239413,North American
Dan Argueta,1993,4,1003.49984,0,1,0,4065.136034,1,1,119,0,0,64.96190476,-6,118.4857143,234,7.123809524,24,10.38095238,53,4.19047619,9,15.31746032,35.26666667,42.23809524,-104,14.99047619,90,7.733333333,8,35.59047619,-235,7.6,73,21.77142857,156,4.449219959,4.026394803,16.14523827,4.50473151,2.775262212,14.06143242,4.412698413,11.5,24.16666667,4.323096605,7.483894961,21.49458874,4.874920635,14.37777778,20.11111111,1.128888889,-9.066666667,4,4.348686869,2.541017316,16.16785714,0.888888889,-0.333333333,16.33333333,4.982539683,21.68095238,25.8,North American
Alan Omer,1988,2,968.7363068,2,0,0,2000,0,2,53,0,-1,15.84954826,70,33.70128388,180,0.751402758,3,0,-4,0,0,1.382280869,1.516666667,11.44393723,41,2.378506895,13,2.027104137,16,8.580694246,20,4.547979078,42,2.720874941,8,0.21984264,1.081706106,3.386236559,0.2738817,1.206095683,2.870024255,0.193406245,0.933333333,3.6,0.202612594,0.991684435,3.520255864,0.258424473,1.111111111,2.944444444,0.319276034,3.151785714,4.214285714,0.182048633,0.872747297,3.646693657,0.259741815,2.002693603,3.787878788,0.384034712,-0.089285714,0.285714286,Middle Eastern
Michael Patt,0,2,969.9781596,2,0,0,2027.194022,0,2,4017,0,-9,7.491019096,-114,8.466628852,-115,0,0,0,0,0,0,0,-0.816666667,3.32387975,-40,0.487804878,-10,3.679334468,-64,6.51540934,-109,0.975609756,1,0,-6,0.319801205,-1.047680492,2.809462366,0.344039956,-1.043531848,2.763921569,0,0,5,0.186988961,-0.59459736,3.694633409,0.243902439,-2.5,2,0.819940758,-0.954545455,0.545454545,0.300443868,-0.967128427,2.92969697,0.325203252,-0.333333333,4,0,-0.75,4.25,North American
Marcus LeVesseur,1982,3,984.0813628,1,0,0,2985.138592,1,2,90,0,-9,25.47076778,-382,42.74335081,-529,3.463574022,23,0.324324324,-31,0,-1,7.124659585,36.95,7.635000672,-126,3.407462687,-323,14.42830442,67,6.662027699,40,17.56910044,-177,1.23963964,-245,0.912409707,-0.793692668,4.890560579,0.963859892,-1.371250241,3.770604396,0.640102576,-4.485714286,5,0.700627923,0.139050605,8.357142857,1.247462687,2.256914894,3.656914894,1.030422832,-3.296052632,1,0.710604883,4.438624339,12.12380952,1.16213527,-0.427272727,3.672727273,0.376576577,-5.125,6.125,North American
Shamar Bailey,1982,3,984.7684394,2,0,0,3033.423435,1,2,87,0,0,17.08127854,-385,52.36894977,-414,0.333333333,-22,0,-4,0,0,0.676666667,-32.05,12.01461187,-394,1.933333333,-21,3.133333333,30,10.13333333,-244,2.915981735,17,4.03196347,-158,1.464177803,0.827118851,6.919246331,1.773812506,1.534770926,6.037767972,0.037037037,-8.444444444,5,1.441966578,1.067725488,7.493021346,0.148888889,-8.433333333,3.333333333,0.2,-8.666666667,2.333333333,0.070348139,-9.185240339,3.759537572,2.175240994,12.28888889,12.4,1.879618099,2.829545455,7.375,North American
Jack Marshman,1989,8,974.9705987,2,0,0,8171.362956,3,5,231,0.774986918,-34,370.8670155,-5020,404.9778475,-6925,0,-122,0,-65,0,0,0.061281179,-252.7333333,186.7396651,-5306,116.7632479,51,67.36410256,235,364.6356183,-3976,5.07755102,-300,1.153846154,-744,2.237819791,-62.7529419,111.0489628,2.957745355,-68.94681849,100.2227376,0,-84.66666667,119.3333333,1.35875783,-61.99357182,122.5143172,8.340081433,-53.26768252,63.42946429,5.716168929,-107.9831071,10.56666667,2.201754409,-57.0586399,117.215568,1.647165533,-27.29047619,153.0428571,0.067873303,-56.83557423,146.5761905,European
Daniel Spitz,1990,4,966.0778637,2,0,0,3921.42405,1,3,111,0,-9,102.8588759,-1105,104.3922092,-1099,10.06666667,5,0,0,0,0,0.404444444,-1.516666667,74.43483584,-367,11.77417919,-329,16.64986088,-409,62.32554257,-1012,0.533333333,-28,40,-65,9.039276587,-1.617069091,16.29099969,9.04510992,-1.618055237,16.20251355,10.03333333,4.5,30,10.3295267,-0.716395173,20.60673598,0.800898399,-9.12291921,10.60304233,1.585107454,-4.918389724,5.450657895,5.704249487,-2.096785471,17.17002315,0.041025641,-9.104615385,20.28,10,-3.363636364,22.63636364,North American
Kenichi Yamamoto,1976,2,1003.195366,1,0,1,2086.331698,1,1,47,0,0,1.830596146,-78,1.830596146,-204,0,-14,0.108108108,-7,0,0,0.009569378,-26.33333333,0,-85,1.256433467,8,0.574162679,-1,1.148325359,-13,0.682270788,0,0,-65,0.273096747,-0.75,2.285714286,0.273096747,-1.608324105,1.427390181,0,-4.666666667,0.333333333,0,-2.809836066,2.190163934,0.682270788,4,4,0.28708134,-0.333333333,2.666666667,0.19138756,-1,2.666666667,0.682270788,0,0,0,-3.743169399,1.256830601,Asian
Leonardo Mafra,1989,4,972.6262528,1,0,0,4043.187344,1,3,100,0,-26,212.8000347,427,260.1724389,798,3,32,0.093603744,-3,0,0,4.13,25.11666667,94.75624892,51,29.0457965,55,88.99798925,321,189.4525568,351,12.59192234,61,10.75555556,15,4.318978372,1.716357837,15.47963106,4.513506329,2.393893656,14.55018285,0.5,4.25,26.75,3.192469281,-1.801674281,15.78801725,3.630989113,3.091338259,16.77586207,6.651472649,5.35,8.785714286,4.371675923,2.56019248,16.74724311,3.151723402,3.471794872,17.6,0.980555556,-5.394021739,14.23097826,South American
Maximo Blanco,1983,9,989.0160166,2,0,0,9069.889531,4,5,280,185.4166667,-6,1603.634862,1228,1811.449541,1837,51.8146789,217,17.88134557,-97,3.333333333,50,31.65181702,-30.96666667,1107.012691,1405,348.5860856,-303,148.0360856,126,1457.301529,1738,119.6,-325,26.73333333,-185,130.3753919,-60.72182052,122.7889145,132.381589,-59.97561491,116.394128,41.26852505,92.9029304,274.0952381,111.1458684,9.531202766,221.9857916,204.6233561,-61.42665945,61.69318182,20.38761337,-2.168541263,177.2374416,126.082139,-59.50559604,125.3440192,25.24043003,7.445160138,228.8387097,25.88,-24.24444444,187.5555556,South American
Teemu Packalen,1987,4,970.1140293,2,0,0,4014.804765,1,3,119,10,-21,116.3896714,-333,116.7896714,-352,0.2,3,10.06666667,5,0,-2,1.882222222,-6.066666667,75.38779343,-294,40.93521127,35,0.066666667,-74,53.38779343,-281,22.53521127,-48,40.46666667,-4,25.39049882,2.121319315,13.62888854,25.39129508,2.032002605,13.52762803,0.018181818,0.272727273,30,6.615873919,-7.693105923,15.60655738,21.82253521,8.166666667,14.83333333,0.066666667,-24.75,4.25,23.07818191,-0.514317566,14.62194617,3.755868545,1.696969697,18.36363636,6.709090909,-5.384469697,21.3125,European
Mike King,1983,1,984,1,0,0,1000,0,1,31,0.116959064,1,4.444444444,27,7.01754386,44,0.116959064,-2,0.233918129,1,0,0,0.274853801,0.316666667,3.859649123,26,0.350877193,0,0.233918129,1,1.988304094,8,0.584795322,4,1.871345029,15,0.068376068,0.309615385,0.725,0.068131494,0.234698185,0.652173913,0.029239766,-0.35,0.4,0.065417782,0.347200822,0.787878788,0.087719298,0.15,0.4,0.116959064,0.5,0.5,0.055230669,0.228978979,0.756756757,0.116959064,0.5,0.5,0.07797271,-0.333333333,0,North American
Kenny Florian,1976,17,1091.512011,1,0,0,17545.66669,12,5,540,23.09794989,-87,4804.515919,9713,10111.74935,41249,278.4605072,469,118.2860588,573,1,25,420.955421,-65.98333333,3337.821736,5249,859.8475335,2422,606.8466491,2042,2542.869288,5609,701.7933665,308,1559.853265,3796,70.65510167,57.34721328,1199.617192,97.27076396,170.8838804,1027.533271,80.509952,-0.84035891,1157.467766,60.02488533,17.80271612,1305.020686,118.9350651,316.3784734,931.9611111,115.5447996,412.4038375,996.3087719,48.60504644,59.64205672,1360.278407,97.61122308,230.1165838,938.109257,119.7415761,371.1461251,976.6850815,North American
Luigi Vendramini,1996,4,971.3406472,2,0,0,4049.719288,1,3,96,3.333333333,-13,154.93095,-364,186.4511751,-169,4.222641509,25,0.157894737,1,0,0,4.054984001,35.83333333,98.94154254,-252,24.73968884,-17,31.24971864,-95,128.9737173,-468,12.66792453,38,13.28930818,66,3.911751177,0.106826506,16.54647294,4.196397522,1.468704966,16.35129938,3.722641509,17.5,30,3.184474725,-0.226327211,19.64505985,7.473738001,3.1875,6.333333333,7.408606422,-3.666666667,0,3.952706585,-0.32024045,16.71407721,2.773584906,-4.15,7.25,5.289308176,21.85,29.25,South American
Chris Saunders,1986,1,984,1,0,0,1000,0,1,26,0,0,1.481481481,-6,1.481481481,-6,0.24691358,1,0,-1,0,0,0.148148148,0.6,0.24691358,-4,0,-2,1.234567901,0,1.481481481,-6,0,0,0,0,0.054869684,-0.022675737,0.755102041,0.054869684,-0.022675737,0.755102041,0.24691358,1,1,0.017636684,-0.095238095,0.833333333,0,-0.4,0.6,0.102880658,0.05952381,0.642857143,0.054869684,-0.022675737,0.755102041,0,0,1,0,0,1,North American
Rafael Cavalcante,1980,5,961.8536597,3,0,0,5166.235984,1,4,171,3.076923077,3,111.4831539,-1813,156.7920388,-3941,0,-216,0,0,0,0,0.538264758,-351.9833333,85.74122892,-1263,11.38828631,-363,14.35363867,-187,54.21979548,-404,37.35757427,-259,19.90578414,-1150,4.112540497,-3.424632304,26.16045945,4.689984204,-2.118900431,19.67429533,0,-25.58035714,29.41964286,3.812380978,-1.695563468,28.98045972,4.676819334,-12.42857143,22.07142857,5.62167683,-15.9,5.6,2.980615521,3.205610654,35.25220413,3.899685179,-21.20521978,18.39478022,6.045915325,5.977965632,17.97796563,South American
Royce Gracie,1966,4,1018.339151,1,0,2,4130.517458,2,1,125,0,0,29.90290462,-476,396.4752946,2230,0.779220779,-28,0.758693361,-4,0,0,0,-54.93333333,4.137662338,-392,6.88172043,-97,18.88352185,13,18.10430108,32,7.660941209,16,4.137662338,-524,3.193859098,-6.244805195,10.32337662,4.569251246,2.756401389,6.772924939,0.38961039,-28.5,1,1.139220779,-12.47070414,12.92929586,3.440860215,1.277777778,15.27777778,3.826604292,-8.866666667,5,2.250537634,-4,15,3.073127589,-5.333333333,13,1.379220779,-12.34887218,10.65112782,South American
Benson Henderson,1983,14,1120.959807,0,2,4,14998.40826,11,3,420,8.187540984,-1,3424.308756,15657,4908.013864,9741,84.78531486,69,27.89878437,87,6.147540984,99,208.6848471,1811.466667,1207.367398,3146,1022.174627,768,1194.766731,11743,2776.263807,12862,428.7450003,-899,219.2999487,3694,47.09538915,72.90823425,599.1743358,50.86190976,64.07263441,515.5613578,14.68349701,-16.20151515,686.7437229,25.15770309,26.62650018,743.4648113,75.94037197,22.89572871,287.2856325,92.89402679,58.43682907,270.6957239,42.24265483,64.9833408,640.2645991,36.72295083,-132.8363649,334.4479176,43.0922376,369.3627123,699.2539683,Asian
Kamuela Kirk,1994,3,984.5120788,2,0,0,3030.461755,1,2,84,0,0,44.53883162,-563,83.00893471,-330,1.8,-4,0.8,8,0,0,3.904444444,18.01666667,27.90652921,-560,9.86185567,-56,6.770446735,53,39.82268041,-393,4.649484536,-37,0.066666667,-133,0.511651376,-0.388596835,6.827048717,0.663686348,0.674716269,6.129464286,0.128571429,-10.29365079,1.777777778,0.407089501,-1.177521412,7.427716032,0.777731959,-0.171428571,3.528571429,1.064752086,1.585714286,1.8,0.483485829,-0.309905558,7.24066836,0.829896907,-0.223076923,3.076923077,0.066666667,-8.096638655,4.903361345,North American
Akbarh Arreola,1983,4,971.1911346,2,0,0,4039.809289,1,3,126,3.742857143,20,81.71428571,-705,129.7142857,-1119,2.276190476,-37,2.142857143,4,0,0,4.791587302,-142.4666667,55.14285714,-683,11.15238095,-23,15.41904762,1,47.93333333,97,4.952380952,-85,28.82857143,-717,2.11159612,-0.396192583,15.01643758,2.363809824,-0.351988601,11.97987503,2.20952381,-9.333333333,15.66666667,1.89442876,-0.106435934,16.85548765,1.912506013,-8.31917673,9.064661654,3.87989418,0.446031746,6.39047619,1.755223621,1.82168075,19.29031892,2.061904762,-9.919047619,7.914285714,3.112907268,5.828834586,15.295,North American
Roger Hollett,1978,2,970.3180502,2,0,0,2038.252741,0,2,69,0,0,9.466666667,-352,10.66666667,-615,0.533333333,-2,0,0,0,0,1.186666667,-1.433333333,4.333333333,-197,3.6,-170,1.533333333,15,4.866666667,-54,4.266666667,-201,0.333333333,-97,0.19983165,-0.304309653,1.6982156,0.208564503,-0.527952499,1.343579954,0.076190476,-1.607142857,2.25,0.152557319,-0.483637291,2.228002921,0.256790123,0.557734205,1.705882353,0.333333333,4.272727273,4.272727273,0.151474178,0.223725579,2.951612903,0.237037037,-0.744444444,0.7,0.333333333,0.580246914,0.580246914,North American
Micheal Gillmore,1987,2,967.9509569,2,0,0,1982.935039,0,2,69,0,0,2.348484848,-15,8.780427223,-49,0,-8,0,-13,0,0,0.003787879,-13.78333333,1.060606061,-22,0.303030303,-6,0.984848485,13,2.121212121,11,0,0,0.227272727,-26,0.04516317,0.021153846,4.425,1.229120884,0.349411308,2.305343511,0,-4.444444444,0.555555556,0.031194296,-0.109974425,4.47826087,0.075757576,0.090909091,4.090909091,0.07034632,0.928571429,5,0.043290043,0.166666667,4.595238095,0,0,5,0.075757576,0.236842105,4.236842105,North American
