event_name,event_title,event_date,fighter1,fighter2,fighter1_odds,fighter2_odds,fighter1_prob,fighter2_prob,fighter1_clob_token_id,fighter2_clob_token_id,market_question
who-will-win-ufc-259-blachowicz-vs-adesanya,UFC Event,Mar 06 2021,Blachowicz,Adesanya,0,0,0.5,0.5,48192713681215839799378819391045279462284934429236614042354176673454017452213,3686066660965227844983805043951842268875775640858211338083989811362419212233,Who will win UFC 259: Blachowicz vs. Adesanya?
