Result,Red Fighter,Blue Fighter,Title,Date,Red age,Blue age,age oppdiff,Red last_fight,Blue last_fight,last_fight oppdiff,Red dob,Blue dob,Red totalfights,Blue totalfights,Red elo,Blue elo,Red losestreak,Blue losestreak,Red winstreak,Blue winstreak,Red titlewins,Blue titlewins,Red height,Blue height,Red reach,Blue reach,Red oppelo,Blue oppelo,Red wins,Blue wins,Red avg age,Blue avg age,Red KD,Blue KD,Red KD differential,Blue KD differential,Red Sig. str.,Blue Sig. str.,Red Sig. str. differential,Blue Sig. str. differential,Red Total str.,Blue Total str.,Red Total str. differential,Blue Total str. differential,Red Td,Blue Td,Red Td differential,Blue Td differential,Red Sub. att,Blue Sub. att,Red Sub. att differential,Blue Sub. att differential,Red Rev.,Blue Rev.,Red Rev. differential,Blue Rev. differential,Red Ctrl,Blue Ctrl,Red Ctrl differential,Blue Ctrl differential,Red Head,Blue Head,Red Head differential,Blue Head differential,Red Body,Blue Body,Red Body differential,Blue Body differential,Red Leg,Blue Leg,Red Leg differential,Blue Leg differential,Red Distance,Blue Distance,Red Distance differential,Blue Distance differential,Red Clinch,Blue Clinch,Red Clinch differential,Blue Clinch differential,Red Ground,Blue Ground,Red Ground differential,Blue Ground differential,Red Sig. str.%,Blue Sig. str.%,Red Sig. str.% differential,Blue Sig. str.% differential,Red Sig. str.% defense,Blue Sig. str.% defense,Red Total str.%,Blue Total str.%,Red Total str.% differential,Blue Total str.% differential,Red Total str.% defense,Blue Total str.% defense,Red Td%,Blue Td%,Red Td% differential,Blue Td% differential,Red Td% defense,Blue Td% defense,Red Head%,Blue Head%,Red Head% differential,Blue Head% differential,Red Head% defense,Blue Head% defense,Red Body%,Blue Body%,Red Body% differential,Blue Body% differential,Red Body% defense,Blue Body% defense,Red Leg%,Blue Leg%,Red Leg% differential,Blue Leg% differential,Red Leg% defense,Blue Leg% defense,Red Distance%,Blue Distance%,Red Distance% differential,Blue Distance% differential,Red Distance% defense,Blue Distance% defense,Red Clinch%,Blue Clinch%,Red Clinch% differential,Blue Clinch% differential,Red Clinch% defense,Blue Clinch% defense,Red Ground%,Blue Ground%,Red Ground% differential,Blue Ground% differential,Red Ground% defense,Blue Ground% defense,dob oppdiff,totalfights oppdiff,elo oppdiff,losestreak oppdiff,winstreak oppdiff,titlewins oppdiff,height oppdiff,reach oppdiff,oppelo oppdiff,wins oppdiff,avg age oppdiff,KD oppdiff,KD differential oppdiff,Sig. str. oppdiff,Sig. str. differential oppdiff,Total str. oppdiff,Total str. differential oppdiff,Td oppdiff,Td differential oppdiff,Sub. att oppdiff,Sub. att differential oppdiff,Rev. oppdiff,Rev. differential oppdiff,Ctrl oppdiff,Ctrl differential oppdiff,Head oppdiff,Head differential oppdiff,Body oppdiff,Body differential oppdiff,Leg oppdiff,Leg differential oppdiff,Distance oppdiff,Distance differential oppdiff,Clinch oppdiff,Clinch differential oppdiff,Ground oppdiff,Ground differential oppdiff,Sig. str.% oppdiff,Sig. str.% differential oppdiff,Sig. str.% defense oppdiff,Total str.% oppdiff,Total str.% differential oppdiff,Total str.% defense oppdiff,Td% oppdiff,Td% differential oppdiff,Td% defense oppdiff,Head% oppdiff,Head% differential oppdiff,Head% defense oppdiff,Body% oppdiff,Body% differential oppdiff,Body% defense oppdiff,Leg% oppdiff,Leg% differential oppdiff,Leg% defense oppdiff,Distance% oppdiff,Distance% differential oppdiff,Distance% defense oppdiff,Clinch% oppdiff,Clinch% differential oppdiff,Clinch% defense oppdiff,Ground% oppdiff,Ground% differential oppdiff,Ground% defense oppdiff
unknown,Islam Makhachev,Alexander Volkanovski,,,35,38,-3,249,172,77,1991,1988,18,18,1246.6329628568246,1194.9813900801273,0,0,16,2,6,8,70,66,70,71,1093.7006996406938,1109.4532913229398,0.9444444444444444,0.8333333333333334,29.22222222222222,32.611111111111114,0.05860912740101374,0.010403725296372075,0.13418681839734473,-0.2019914651493599,2.931443848817902,5.195754406353036,9.032242769084874,41.193456614509245,6.703535169068739,6.580973121900748,35.17496443812233,51.40967283072546,0.1947073444494482,0.08762500595375762,2.369369369369369,0.7183499288762447,0.11497967142801972,0.00851588430535799,0.6614509246088194,0.04694167852062589,0.0032579789021934084,0.003860049820020169,0.0388809862494073,0.0474158368895211,0.4788847433632669,0.1541084422409592,6.258052789631737,1.3755097202465625,2.0209816457636864,3.393833225749608,10.339023233760075,35.980559506875295,0.7102181630238753,0.5656639738676102,-0.5106685633001422,-5.873873873873874,0.2002440400303406,1.2362572067358168,-0.7961119013750593,11.086770981507824,1.5731749304558962,4.268113960876555,3.9544807965860596,32.2769084874348,0.5809403152912141,0.3666151636389958,0.6235182550972025,0.6714082503556188,0.777328603070792,0.5610252818374852,4.454243717401612,8.245139876718824,0.09360242041769698,0.051605105026696456,0.14703972749371025,0.10398134338004932,105538.63013207856,79490.64223272707,0.11796970051469605,0.05105325617716811,0.19240050064107062,0.09337015304311068,57018.24154749064,66196.55259030884,0.07550020793534418,0.009254804484744559,0.5127179811390337,0.026853032116190022,502492.3402920335,351778.7497223161,0.08679445066407823,0.025162330229847776,0.28083843253713586,0.07980342665975056,256340.19836834594,131613.7653915951,0.11388621224527118,0.06675271131569548,0.14206413803937024,-0.03127178921939648,22909.442261059008,15198.788356161736,0.06658598937170228,0.0662810284281041,-0.1713709950552056,-0.023148717067853996,15339.617547872484,5720.346750818305,0.0789043713792426,0.04765890528468274,0.11937902296368892,0.11372718750737876,140763.2811783377,100045.77323273638,0.08196714650468394,0.06883581471009721,0.0024321215747361738,-0.0163144764959647,19881.814265313566,12481.264759909145,0.11057939627881065,0.02555941149261308,0.4550347339821024,-0.0037499633447864136,250401.47484264974,63426.245029551756,3.0,0.0,51.65157277669732,0.0,14.0,-2.0,4.0,-1.0,-15.75259168224602,0.11111111111111105,-3.388888888888893,0.048205402104641665,0.33617828354670465,-2.2643105575351337,-32.16121384542437,0.12256204716799068,-16.23470839260313,0.10708233849569058,1.6510194404931244,0.10646378712266173,0.6145092460881935,-0.0006020709178267605,-0.008534850640113799,0.3247763011223077,4.882543069385175,-1.3728515799859218,-25.64153627311522,0.14455418915626506,5.363205310573732,-1.0360131667054762,-11.882882882882884,-2.6949390304206586,-28.32242769084874,0.21432515165221833,-0.04788999525841631,0.21630332123330676,-3.790896159317212,0.041997315391000524,0.04305838411366093,26047.987899351487,0.06691644433752794,0.09903034759795994,-9178.311042818204,0.06624540345059962,0.48586494902284366,150713.5905697174,0.061632120434230456,0.20103500587738532,124726.43297675083,0.0471335009295757,0.17333592725876673,7710.653904897272,0.0003049609435981787,-0.1482222779873516,9619.270797054178,0.03124546609455986,0.005651835456310164,40717.50794560132,0.013131331794586726,0.018746598070700875,7400.54950540442,0.08501998478619757,0.4587846973268888,186975.22981309798
unknown,Alexander Volkanovski,Islam Makhachev,,,38,35,3,172,249,-77,1988,1991,18,18,1194.9813900801273,1246.6329628568246,0,0,2,16,8,6,66,70,71,70,1109.4532913229398,1093.7006996406938,0.8333333333333334,0.9444444444444444,32.611111111111114,29.22222222222222,0.010403725296372075,0.05860912740101374,-0.2019914651493599,0.13418681839734473,5.195754406353036,2.931443848817902,41.193456614509245,9.032242769084874,6.580973121900748,6.703535169068739,51.40967283072546,35.17496443812233,0.08762500595375762,0.1947073444494482,0.7183499288762447,2.369369369369369,0.00851588430535799,0.11497967142801972,0.04694167852062589,0.6614509246088194,0.003860049820020169,0.0032579789021934084,0.0474158368895211,0.0388809862494073,0.1541084422409592,0.4788847433632669,1.3755097202465625,6.258052789631737,3.393833225749608,2.0209816457636864,35.980559506875295,10.339023233760075,0.5656639738676102,0.7102181630238753,-5.873873873873874,-0.5106685633001422,1.2362572067358168,0.2002440400303406,11.086770981507824,-0.7961119013750593,4.268113960876555,1.5731749304558962,32.2769084874348,3.9544807965860596,0.3666151636389958,0.5809403152912141,0.6714082503556188,0.6235182550972025,0.5610252818374852,0.777328603070792,8.245139876718824,4.454243717401612,0.051605105026696456,0.09360242041769698,0.10398134338004932,0.14703972749371025,79490.64223272707,105538.63013207856,0.05105325617716811,0.11796970051469605,0.09337015304311068,0.19240050064107062,66196.55259030884,57018.24154749064,0.009254804484744559,0.07550020793534418,0.026853032116190022,0.5127179811390337,351778.7497223161,502492.3402920335,0.025162330229847776,0.08679445066407823,0.07980342665975056,0.28083843253713586,131613.7653915951,256340.19836834594,0.06675271131569548,0.11388621224527118,-0.03127178921939648,0.14206413803937024,15198.788356161736,22909.442261059008,0.0662810284281041,0.06658598937170228,-0.023148717067853996,-0.1713709950552056,5720.346750818305,15339.617547872484,0.04765890528468274,0.0789043713792426,0.11372718750737876,0.11937902296368892,100045.77323273638,140763.2811783377,0.06883581471009721,0.08196714650468394,-0.0163144764959647,0.0024321215747361738,12481.264759909145,19881.814265313566,0.02555941149261308,0.11057939627881065,-0.0037499633447864136,0.4550347339821024,63426.245029551756,250401.47484264974,-3.0,0.0,-51.65157277669732,0.0,-14.0,2.0,-4.0,1.0,15.75259168224602,-0.11111111111111105,3.388888888888893,-0.048205402104641665,-0.33617828354670465,2.2643105575351337,32.16121384542437,-0.12256204716799068,16.23470839260313,-0.10708233849569058,-1.6510194404931244,-0.10646378712266173,-0.6145092460881935,0.0006020709178267605,0.008534850640113799,-0.3247763011223077,-4.882543069385175,1.3728515799859218,25.64153627311522,-0.14455418915626506,-5.363205310573732,1.0360131667054762,11.882882882882884,2.6949390304206586,28.32242769084874,-0.21432515165221833,0.04788999525841631,-0.21630332123330676,3.790896159317212,-0.041997315391000524,-0.04305838411366093,-26047.987899351487,-0.06691644433752794,-0.09903034759795994,9178.311042818204,-0.06624540345059962,-0.48586494902284366,-150713.5905697174,-0.061632120434230456,-0.20103500587738532,-124726.43297675083,-0.0471335009295757,-0.17333592725876673,-7710.653904897272,-0.0003049609435981787,0.1482222779873516,-9619.270797054178,-0.03124546609455986,-0.005651835456310164,-40717.50794560132,-0.013131331794586726,-0.018746598070700875,-7400.54950540442,-0.08501998478619757,-0.4587846973268888,-186975.22981309798
