Red Fighter,Blue Fighter,Probability Win,Probability Lose
Ion Cutelaba,Johnny Walker,0.4844053813092023,0.5155946186907977
Daniel Rodriguez,Li Jingliang,0.6273356960745724,0.3726643039254276
Kevin Holland,Khamzat Chimaev,0.3119608662685587,0.6880391337314412
Tony Ferguson,Nate Diaz,0.6056643751023981,0.3943356248976019
Pat Sabatini,Damon Jackson,0.6580358387315652,0.3419641612684348
Anthony Hernandez,Marc-Andre Barriault,0.5802755054516096,0.4197244945483904
Rodrigo Nascimento,Tanner Boser,0.3107354771053511,0.6892645228946488
Andre Fili,Bill Algeo,0.40405169854505596,0.5959483014549439
Gregory Rodrigues,Chidi Njokuani,0.696667726439079,0.30333227356092085
Song Yadong,Cory Sandhagen,0.5982137090997994,0.4017862909002006
Guido Cannetti,Randy Costa,0.42101497945463084,0.5789850205453692
Brendan Allen,Krzysztof Jotko,0.5781191704948615,0.4218808295051385
Jesse Ronson,Joaquim Silva,0.4195979310890374,0.5804020689109626
Aleksei Oleinik,Ilir Latifi,0.32593841299831705,0.6740615870016831
Mike Davis,Viacheslav Borshchev,0.6235016110057239,0.37649838899427623
Raoni Barcelos,Trevin Jones,0.6445787685412732,0.35542123145872684
Randy Brown,Francisco Trinaldo,0.6177781286529634,0.38222187134703656
Jacob Malkoun,Nick Maximov,0.41388155515643454,0.5861184448435655
Mana Martinez,Brandon Davis,0.5993204569999284,0.40067954300007164
Misha Cirkunov,Alonzo Menifield,0.29865024943889507,0.701349750561105
Jordan Wright,Dusko Todorovic,0.4771580047553492,0.5228419952446508
Jonathan Martinez,Cub Swanson,0.4878751545070603,0.5121248454929397
Muhammad Mokaev,Malcolm Gordon,0.6290383130209085,0.3709616869790916
Nikita Krylov,Volkan Oezdemir,0.5090191988447349,0.4909808011552652
Caio Borralho,Makhmud Muradov,0.6614144046627726,0.3385855953372275
Belal Muhammad,Sean Brady,0.5245369166947758,0.4754630833052243
Mateusz Gamrot,Beneil Dariush,0.5079306218862734,0.4920693781137267
Sean O'Malley,Petr Yan,0.5350567844502037,0.46494321554979656
TJ Dillashaw,Aljamain Sterling,0.39894300406366395,0.6010569959363361
Islam Makhachev,Charles Oliveira,0.6835191108312421,0.31648088916875794
Chase Hooper,Steve Garcia,0.5510760400289479,0.44892395997105206
Joseph Holmes,JunYong Park,0.5576570652621746,0.4423429347378254
Andrei Arlovski,Marcos Rogerio de Lima,0.44737651206649487,0.5526234879335054
Roman Dolidze,Phil Hawes,0.4597645868587962,0.5402354131412037
Khalil Rountree Jr.,Dustin Jacoby,0.3661883140353167,0.6338116859646834
Tim Means,Max Griffin,0.4815605401063168,0.5184394598936832
Calvin Kattar,Arnold Allen,0.2659187892214775,0.7340812107785226
Benito Lopez,Mario Bautista,0.37950690197575765,0.6204930980242424
Mark Madsen,Grant Dawson,0.4332084453787036,0.5667915546212964
Nate Maness,Tagir Ulanbekov,0.455430286261359,0.5445697137386409
Shayilan Nuerdanbieke,Darrick Minner,0.6561669074136998,0.3438330925863002
Neil Magny,Daniel Rodriguez,0.44083678124796066,0.5591632187520394
Nicolae Negumereanu,Carlos Ulberg,0.46798250905236893,0.5320174909476311
Julio Arce,Montel Jackson,0.3847873626171095,0.6152126373828904
SeungWoo Choi,Michael Trizano,0.5006806786865826,0.4993193213134174
Matt Frevola,Ottman Azaitar,0.35498286795745576,0.6450171320425444
Andre Petroski,Wellington Turman,0.6128830698019604,0.3871169301980396
Dominick Reyes,Ryan Spann,0.47167656767402794,0.528323432325972
Brad Riddell,Renato Moicano,0.45216940777592163,0.5478305922240784
Dan Hooker,Claudio Puelles,0.44342388027316054,0.5565761197268394
Frankie Edgar,Chris Gutierrez,0.3797512634882183,0.6202487365117817
Dustin Poirier,Michael Chandler,0.6564996501469708,0.34350034985302924
Israel Adesanya,Alex Pereira,0.5864235183459436,0.4135764816540564
Kevin Natividad,Ricky Turcios,0.42406238994820633,0.5759376100517937
Vince Morales,Miles Johns,0.3063545621590233,0.6936454378409767
Jack Della Maddalena,Danny Roberts,0.7338776363569923,0.26612236364300773
Andre Fialho,Muslim Salikhov,0.3304075596597016,0.6695924403402984
Kennedy Nzechukwu,Ion Cutelaba,0.6029990523840474,0.3970009476159527
Jonathan Pearce,Darren Elkins,0.6516623497769991,0.3483376502230009
Marc Diakiese,Michael Johnson,0.6049217819167236,0.39507821808327626
Scott Holtzman,Clay Guida,0.5078694702201334,0.4921305297798666
Niko Price,Phil Rowe,0.4911391385954006,0.5088608614045995
Eryk Anders,Kyle Daukaus,0.4935878802475485,0.5064121197524515
Roman Dolidze,Jack Hermansson,0.5393315772752034,0.4606684227247966
Sergei Pavlovich,Tai Tuivasa,0.6096315425557293,0.3903684574442708
Matt Schnell,Matheus Nicolau,0.31312691329879916,0.6868730867012008
Rafael Dos Anjos,Bryan Barberena,0.5788568673186266,0.4211431326813734
Stephen Thompson,Kevin Holland,0.5616704319776905,0.4383295680223095
Alexander Hernandez,Billy Quarantillo,0.5693445461077808,0.43065545389221926
Joaquin Buckley,Chris Curtis,0.5016316665484871,0.4983683334515129
Dalcha Lungiambula,Edmen Shahbazyan,0.4058200624435052,0.5941799375564948
Chris Daukaus,Jairzinho Rozenstruik,0.48911644803390797,0.510883551966092
Bryce Mitchell,Ilia Topuria,0.6846588639928712,0.31534113600712876
Dricus Du Plessis,Darren Till,0.7066969871223943,0.29330301287760563
Alex Morono,Santiago Ponzinibbio,0.554712431766097,0.44528756823390303
Paddy Pimblett,Jared Gordon,0.4680425436892467,0.5319574563107534
Sergey Morozov,Journey Newson,0.5887860374150596,0.41121396258494036
Manel Kape,David Dvorak,0.6310286568221285,0.3689713431778715
Saidyokub Kakhramonov,Said Nurmagomedov,0.46475333120456847,0.5352466687954316
Jake Matthews,Matthew Semelsberger,0.720786456937747,0.279213543062253
Cody Brundage,Michal Oleksiejczuk,0.3774594353446019,0.6225405646553981
Bobby Green,Drew Dober,0.5993072150665496,0.4006927849334504
Alex Caceres,Julian Erosa,0.6622119623904726,0.33778803760952736
Damir Ismagulov,Arman Tsarukyan,0.5095044602685316,0.4904955397314684
Jared Cannonier,Sean Strickland,0.31008674293900207,0.6899132570609978
Umar Nurmagomedov,Raoni Barcelos,0.6749357857717334,0.3250642142282666
Punahele Soriano,Roman Kopylov,0.5314576734976315,0.4685423265023686
Dan Ige,Damon Jackson,0.425960239729754,0.5740397602702461
Sean Strickland,Nassourdine Imavov,0.5542281723547295,0.4457718276452704
Warlley Alves,Nicolas Dalby,0.6261781505404364,0.37382184945956365
Shamil Abdurakhimov,Jailton Almeida,0.3095948950216002,0.6904051049783998
Paul Craig,Johnny Walker,0.41627153003105677,0.5837284699689432
Neil Magny,Gilbert Burns,0.5099833248630325,0.49001667513696734
Brandon Moreno,Deiveson Figueiredo,0.5245995268442784,0.47540047315572165
Jamahal Hill,Glover Teixeira,0.46413734517018057,0.5358626548298193
JunYong Park,Denis Tiuliulin,0.670479630618579,0.32952036938142104
Blagoy Ivanov,Marcin Tybura,0.5231786972033958,0.47682130279660406
Devin Clark,Da Woon Jung,0.3613373909984557,0.6386626090015444
Serghei Spivac,Derrick Lewis,0.6460922292008384,0.3539077707991615
Melsik Baghdasaryan,Josh Culibao,0.5063515882617147,0.4936484117382852
Tyson Pedro,Modestas Bukauskas,0.6634634652509537,0.3365365347490464
Justin Tafa,Parker Porter,0.504994736373917,0.495005263626083
Jack Della Maddalena,Randy Brown,0.5924622876307509,0.40753771236924907
Yair Rodriguez,Josh Emmett,0.527693119219648,0.4723068807803519
Alexander Volkanovski,Islam Makhachev,0.5490730756536056,0.45092692434639436
Ovince Saint Preux,Philipe Lins,0.5621701909004978,0.4378298090995022
Jim Miller,Alexander Hernandez,0.5010079540037661,0.4989920459962339
Marcin Prachnio,William Knight,0.4905285090220414,0.5094714909779586
Charles Johnson,Ode Osbourne,0.6004568507380926,0.39954314926190726
Augusto Sakai,Don'Tale Mayes,0.5129511682092962,0.48704883179070374
Andre Muniz,Brendan Allen,0.5320429211806055,0.4679570788193946
Ian Garry,Song Kenan,0.7602189903424803,0.2397810096575197
Marc-Andre Barriault,Julian Marquez,0.5396747898343787,0.46032521016562133
Dricus Du Plessis,Derek Brunson,0.6097676978308026,0.39023230216919746
Cody Garbrandt,Trevin Jones,0.72669438960105,0.27330561039895
Mateusz Gamrot,Jalin Turner,0.4618172987728997,0.5381827012271004
Shavkat Rakhmonov,Geoff Neal,0.5761083112507611,0.4238916887492389
Ciryl Gane,Jon Jones,0.5441644990918466,0.45583550090815345
Jared Gooden,Carlston Harris,0.4241356775158486,0.5758643224841515
Bruno Silva,Tyson Nam,0.543037865046454,0.456962134953546
Victor Henry,Tony Gravely,0.4311074191083476,0.5688925808916524
Raphael Assuncao,Davey Grant,0.6177968325935128,0.38220316740648724
Guido Cannetti,Mario Bautista,0.3858986852639602,0.6141013147360398
Said Nurmagomedov,Jonathan Martinez,0.4676307173830315,0.5323692826169685
Nikita Krylov,Ryan Spann,0.5264528279922369,0.4735471720077631
Alexander Volkov,Alexandr Romanov,0.5279415214953455,0.47205847850465454
Petr Yan,Merab Dvalishvili,0.5372435127490378,0.46275648725096213
Jake Hadley,Malcolm Gordon,0.6418276172973848,0.3581723827026152
Jack Shore,Makwan Amirkhani,0.738991749528914,0.2610082504710859
Marvin Vettori,Roman Dolidze,0.5814632965100559,0.4185367034899441
Bryan Barberena,Gunnar Nelson,0.37461494464163647,0.6253850553583635
Justin Gaethje,Rafael Fiziev,0.530438218104908,0.469561781895092
Kamaru Usman,Leon Edwards,0.605354504667652,0.39464549533234805
CJ Vergara,Daniel Lacerda,0.607974073708439,0.39202592629156097
Trevin Giles,Preston Parsons,0.3512535705049131,0.6487464294950869
Daniel Pineda,Tucker Lutz,0.43032163792658434,0.5696783620734157
Albert Duraev,Chidi Njokuani,0.48990986925641555,0.5100901307435844
Austin Lingo,Nate Landwehr,0.4823362071579164,0.5176637928420835
Marlon Vera,Cory Sandhagen,0.47873627395112733,0.5212637260488726
Steve Garcia,Shayilan Nuerdanbieke,0.47070836724523135,0.5292916327547686
Ignacio Bahamondes,Trey Ogden,0.6985909567916593,0.30140904320834055
Kelvin Gastelum,Chris Curtis,0.576762154788906,0.423237845211094
Kevin Holland,Santiago Ponzinibbio,0.39969092539490286,0.6003090746050972
Rob Font,Adrian Yanez,0.4449815618965725,0.5550184381034274
Gilbert Burns,Jorge Masvidal,0.6276560111077044,0.3723439888922956
Israel Adesanya,Alex Pereira,0.6049755764677873,0.3950244235322127
Ed Herman,Zak Cummings,0.3127364016369397,0.6872635983630604
Brandon Royval,Matheus Nicolau,0.3052523124931375,0.6947476875068626
TJ Brown,Bill Algeo,0.38513959140999654,0.6148604085900035
Rafa Garcia,Clay Guida,0.6772556868289392,0.3227443131710608
Chris Gutierrez,Pedro Munhoz,0.7283829757857936,0.27161702421420647
Tanner Boser,Ion Cutelaba,0.6220390696212055,0.37796093037879447
Dustin Jacoby,Azamat Murzakanov,0.38089395452876057,0.6191060454712394
Billy Quarantillo,Edson Barboza,0.5690520657923994,0.4309479342076007
Max Holloway,Arnold Allen,0.4758264194464076,0.5241735805535924
Batgerel Danaa,Brady Hiestand,0.5121772174752536,0.4878227825247464
Rani Yahya,Montel Jackson,0.40345330270848406,0.5965466972915159
Ricky Glenn,Christos Giagos,0.5731975649498942,0.42680243505010595
Matthew Semelsberger,Jeremiah Wells,0.3502807505833848,0.6497192494166152
Bruno Silva,Brad Tavares,0.4412951351115715,0.5587048648884285
Curtis Blaydes,Sergei Pavlovich,0.5077249849244168,0.49227501507558324
Cody Durden,Charles Johnson,0.49969158901359395,0.500308410986406
Martin Buday,Jake Collier,0.5859946094708228,0.41400539052917723
Marcos Rogerio de Lima,Waldo Cortes-Acosta,0.41952165318957857,0.5804783468104213
Rodolfo Vieira,Cody Brundage,0.5544128697888456,0.44558713021115437
Michal Oleksiejczuk,Caio Borralho,0.5333452640762482,0.46665473592375184
Song Yadong,Ricky Simon,0.4033701350148842,0.5966298649851158
Kennedy Nzechukwu,Devin Clark,0.6259288044472935,0.3740711955527065
Matt Frevola,Drew Dober,0.4946533326160224,0.5053466673839777
Charles Jourdain,Kron Gracie,0.6169674707001046,0.3830325292998954
Gilbert Burns,Belal Muhammad,0.5066918717971997,0.49330812820280034
Henry Cejudo,Aljamain Sterling,0.43407218670149483,0.5659278132985052
Gabe Green,Bryan Battle,0.49467190521781196,0.5053280947821881
Cody Stamann,Douglas Silva de Andrade,0.6353744127273521,0.364625587272648
Matt Brown,Court McGee,0.5262996014569048,0.47370039854309526
Tim Means,Alex Morono,0.421443971819504,0.5785560281804959
Carlos Ulberg,Ihor Potieria,0.5932762122060392,0.4067237877939608
Ian Garry,Daniel Rodriguez,0.6191116090279691,0.38088839097203087
Anthony Smith,Johnny Walker,0.4012825268760487,0.5987174731239513
Jairzinho Rozenstruik,Jailton Almeida,0.28331671491799576,0.7166832850820042
Rodrigo Nascimento,Ilir Latifi,0.4456146233804721,0.554385376619528
Viacheslav Borshchev,Maheshate,0.4924958988510186,0.5075041011489814
Michael Johnson,Diego Ferreira,0.46023462747759847,0.5397653725224016
Andre Fialho,Joaquin Buckley,0.3603850500045313,0.6396149499954686
Anthony Hernandez,Edmen Shahbazyan,0.519490431281407,0.4805095687185929
Maxim Grishin,Philipe Lins,0.4911250120177205,0.5088749879822795
Don'Tale Mayes,Andrei Arlovski,0.40707038004980445,0.5929296199501956
Johnny Munoz,Daniel Santos,0.5303058664455105,0.46969413355448975
Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,0.5222825611838895,0.47771743881611045
Victor Altamirano,Tim Elliott,0.7132972929073043,0.28670270709269563
Daniel Pineda,Alex Caceres,0.2794078144802743,0.7205921855197257
Kai Kara-France,Amir Albazi,0.4225710663232041,0.5774289336767959
Aiemann Zahabi,Aoriqileng,0.6299631827804688,0.37003681721953124
Marc-Andre Barriault,Eryk Anders,0.4926051817654228,0.5073948182345772
Dan Ige,Nate Landwehr,0.5160052326866958,0.48399476731330415
Adam Fugitt,Mike Malott,0.384358330148582,0.615641669851418
Charles Oliveira,Beneil Dariush,0.37230240882709725,0.6276975911729028
Zac Pauga,Modestas Bukauskas,0.6180136011880061,0.3819863988119939
Nicolas Dalby,Muslim Salikhov,0.33097144783232085,0.6690285521676792
Arman Tsarukyan,Joaquim Silva,0.7071455084721193,0.2928544915278806
Jared Cannonier,Marvin Vettori,0.3405582436307982,0.6594417563692019
Randy Brown,Wellington Turman,0.5951103302051532,0.4048896697948467
Phil Rowe,Neil Magny,0.3932532289554724,0.6067467710445277
Brendan Allen,Bruno Silva,0.6268941537043107,0.3731058462956892
Ilia Topuria,Josh Emmett,0.6330400434416148,0.36695995655838515
Blagoy Ivanov,Alexandr Romanov,0.442388818606709,0.5576111813932909
Kevin Lee,Rinat Fakhretdinov,0.35389949786763886,0.6461005021323611
Michael Morales,Max Griffin,0.5900973797471136,0.4099026202528863
Damir Ismagulov,Grant Dawson,0.3934317464640761,0.6065682535359239
Alonzo Menifield,Jimmy Crute,0.6275711362162392,0.3724288637837608
Niko Price,Robbie Lawler,0.5457930448142363,0.45420695518576376
Jalin Turner,Dan Hooker,0.48860585840830717,0.5113941415916928
Dricus Du Plessis,Robert Whittaker,0.510665202317746,0.48933479768225396
Alexandre Pantoja,Brandon Moreno,0.43237420404411625,0.5676257959558837
Alexander Volkanovski,Yair Rodriguez,0.6536695323321713,0.34633046766782866
Evan Elder,Genaro Valdez,0.6011239312408367,0.3988760687591633
Tucker Lutz,Melsik Baghdasaryan,0.3197704600650354,0.6802295399349645
JunYong Park,Albert Duraev,0.6487481108397433,0.3512518891602568
Bryan Barberena,Makhmud Muradov,0.5545171487701628,0.4454828512298373
Joel Alvarez,Marc Diakiese,0.5293825193450574,0.47061748065494263
Josh Culibao,Lerone Murphy,0.4546187480277826,0.5453812519722174
Jai Herbert,Fares Ziam,0.3076602657376096,0.6923397342623905
Andre Muniz,Paul Craig,0.6823650798135346,0.3176349201864654
Nathaniel Wood,Andre Fili,0.686325484596362,0.31367451540363794
Tom Aspinall,Marcin Tybura,0.6167834884218879,0.38321651157811204
Uros Medic,Matthew Semelsberger,0.5457881214008424,0.4542118785991575
Roman Kopylov,Claudio Ribeiro,0.6135242810047539,0.3864757189952462
Kevin Holland,Michael Chiesa,0.4269101509890548,0.5730898490109452
Tony Ferguson,Bobby Green,0.45756069273687966,0.5424393072631203
Marcos Rogerio de Lima,Derrick Lewis,0.5551036292524422,0.44489637074755783
Jan Blachowicz,Alex Pereira,0.4649152272773831,0.5350847727226169
Justin Gaethje,Dustin Poirier,0.5294914554921241,0.47050854450787594
Jake Hadley,Cody Durden,0.5821122416682414,0.4178877583317586
Billy Quarantillo,Damon Jackson,0.464651900896109,0.535348099103891
Jeremiah Wells,Carlston Harris,0.5831134003034959,0.41688659969650405
Kyler Phillips,Raoni Barcelos,0.6154427223551509,0.3845572776448492
Ludovit Klein,Ignacio Bahamondes,0.34616720375576615,0.6538327962442338
Aleksa Camur,Tanner Boser,0.52574351357117,0.47425648642883
Dustin Jacoby,Kennedy Nzechukwu,0.4613941121904433,0.5386058878095566
Rob Font,Cory Sandhagen,0.4116491656363956,0.5883508343636044
Josh Parisian,Martin Buday,0.3220518920711245,0.6779481079288756
Mike Breeden,Terrance McKinney,0.3747973560002554,0.6252026439997447
Jamie Pickett,Josh Fremd,0.3572977108890208,0.6427022891109792
Tafon Nchukwi,AJ Dobson,0.612893588360931,0.38710641163906906
Chris Daukaus,Khalil Rountree Jr.,0.5728758050395577,0.42712419496044224
Cub Swanson,Hakeem Dawodu,0.5518549702631426,0.4481450297368575
Rafael Dos Anjos,Vicente Luque,0.5159685674251302,0.48403143257486975
Andre Petroski,Gerald Meerschaert,0.623806632551898,0.37619336744810195
Cody Gibson,Brad Katona,0.4391742584932268,0.5608257415067731
Austin Hubbard,Kurt Holobaugh,0.7372678699411827,0.26273213005881735
Gregory Rodrigues,Denis Tiuliulin,0.7176357511606373,0.2823642488393628
Chris Weidman,Brad Tavares,0.5188810361180052,0.4811189638819949
Pedro Munhoz,Marlon Vera,0.44408650438205477,0.5559134956179452
Da'Mon Blackshear,Mario Bautista,0.3349092529669858,0.6650907470330143
Neil Magny,Ian Garry,0.32817911966663915,0.6718208803333608
Sean O'Malley,Aljamain Sterling,0.5064970991724698,0.49350290082753023
Chidi Njokuani,Michal Oleksiejczuk,0.3088093076756212,0.6911906923243787
Lukasz Brzeski,Waldo Cortes-Acosta,0.3457715441039976,0.6542284558960025
Giga Chikadze,Alex Caceres,0.4595098496805184,0.5404901503194817
Ryan Spann,Anthony Smith,0.5955009905759837,0.4044990094240163
Max Holloway,Chan Sung Jung,0.7280656726161094,0.27193432738389056
Ange Loosa,Rhys McKee,0.727971789936008,0.272028210063992
Thiago Moises,Benoit Saint Denis,0.5170579628024796,0.48294203719752044
Ciryl Gane,Serghei Spivac,0.5707325080488583,0.4292674919511417
John Makdessi,Jamie Mullarkey,0.5222412508489997,0.4777587491510003
Da Woon Jung,Carlos Ulberg,0.34015390503357656,0.6598460949664234
Tyson Pedro,Anton Turkalj,0.6171604409577125,0.38283955904228745
Tai Tuivasa,Alexander Volkov,0.3061162279674961,0.693883772032504
Sean Strickland,Israel Adesanya,0.5324567266886849,0.4675432733113151
Roman Kopylov,Josh Fremd,0.6223697060841008,0.3776302939158992
Daniel Zellhuber,Christos Giagos,0.5288459690129084,0.4711540309870917
Jack Della Maddalena,Kevin Holland,0.6893632614263321,0.31063673857366786
Jake Collier,Mohammed Usman,0.46424680882904584,0.5357531911709541
Jacob Malkoun,Cody Brundage,0.725570792482883,0.2744292075171169
Andre Fialho,Tim Means,0.3883827232182572,0.6116172767817428
Charles Jourdain,Ricardo Ramos,0.5155890261362228,0.4844109738637772
Bryan Battle,AJ Fletcher,0.5881465277864404,0.4118534722135596
Dan Ige,Bryce Mitchell,0.2413451234771581,0.7586548765228419
Rafael Fiziev,Mateusz Gamrot,0.4804828971077969,0.5195171028922031
Johnny Munoz,Aoriqileng,0.4614340624755021,0.5385659375244979
Alexander Hernandez,Bill Algeo,0.5931117904334959,0.40688820956650407
Ricky Glenn,Drew Dober,0.4658530821007081,0.5341469178992919
Joaquin Buckley,Alex Morono,0.4384380889535694,0.5615619110464306
Joe Pyfer,Abdul Razak Alhassan,0.5997961533816435,0.4002038466183565
Bobby Green,Grant Dawson,0.4038426103701929,0.5961573896298071
Chris Gutierrez,Alatengheili,0.673675188790791,0.32632481120920886
TJ Brown,Darren Elkins,0.441143317754041,0.5588566822459591
Christian Rodriguez,Cameron Saaiman,0.45475448250825873,0.5452455174917412
Andre Petroski,Michel Pereira,0.41317220018529294,0.5868277998147071
Jonathan Martinez,Adrian Yanez,0.6046291406518245,0.39537085934817545
Sodiq Yusuff,Edson Barboza,0.7241148524623656,0.2758851475376344
Abu Azaitar,Sedriques Dumas,0.3009007395062564,0.6990992604937436
Tim Elliott,Muhammad Mokaev,0.3056948922018229,0.6943051077981771
Kamaru Usman,Khamzat Chimaev,0.5224799940221297,0.47752000597787025
Alexander Volkanovski,Islam Makhachev,0.5609261043818059,0.43907389561819415
Vitor Petrino,Modestas Bukauskas,0.591492227792427,0.408507772207573
Caio Borralho,Abus Magomedov,0.6956706899818826,0.30432931001811736
Rodrigo Nascimento,Don'Tale Mayes,0.5572777734665957,0.4427222265334043
Gabriel Bonfim,Nicolas Dalby,0.6140125045159074,0.3859874954840926
Derrick Lewis,Jailton Almeida,0.3032027738415831,0.6967972261584168
John Castaneda,Kyung Ho Kang,0.45230559375029566,0.5476944062497043
Mark Madsen,Jared Gordon,0.39296023120898804,0.607039768791012
Roosevelt Roberts,Mateusz Rebecki,0.3144791596674312,0.6855208403325689
Pat Sabatini,Diego Lopes,0.6639928977799465,0.3360071022200534
Benoit Saint Denis,Matt Frevola,0.6629694627548256,0.3370305372451745
Tom Aspinall,Sergei Pavlovich,0.5029435056414069,0.49705649435859317
Jiri Prochazka,Alex Pereira,0.46768181775565676,0.5323181822443432
Christian Leroy Duncan,Denis Tiuliulin,0.601944996885709,0.39805500311429104
Jonathan Pearce,Joanderson Brito,0.5267555076416939,0.4732444923583062
Jordan Leavitt,Chase Hooper,0.5743730896910564,0.4256269103089436
Jake Matthews,Michael Morales,0.4452150086537399,0.5547849913462601
Paul Craig,Brendan Allen,0.2604562037311863,0.7395437962688137
Jared Gooden,Wellington Turman,0.3401746067045525,0.6598253932954475
Drakkar Klose,Joe Solecki,0.5251411172340023,0.47485888276599775
Punahele Soriano,Dustin Stoltzfus,0.5764624069839869,0.42353759301601307
Joaquim Silva,Clay Guida,0.4265258983792123,0.5734741016207877
Sean Brady,Kelvin Gastelum,0.6354914925895908,0.3645085074104092
Deiveson Figueiredo,Rob Font,0.5584793877737912,0.4415206122262088
Jalin Turner,Bobby Green,0.4289931312240971,0.5710068687759028
Beneil Dariush,Arman Tsarukyan,0.5312624473994446,0.4687375526005554
Carlos Hernandez,Tatsuro Taira,0.3020073806601391,0.6979926193398609
Melquizael Costa,Steve Garcia,0.5289364235880555,0.4710635764119445
JunYong Park,Andre Muniz,0.6640529139783024,0.33594708602169765
Sumudaerji,Tim Elliott,0.6025814528012362,0.3974185471987638
Nasrat Haqparast,Jamie Mullarkey,0.5502613795894129,0.44973862041058704
Anthony Smith,Khalil Rountree Jr.,0.5700251630452517,0.42997483695474825
Song Yadong,Chris Gutierrez,0.47214700728996417,0.5278529927100358
Lucas Almeida,Andre Fili,0.38025595283829955,0.6197440471617005
Tagir Ulanbekov,Cody Durden,0.48017939781501545,0.5198206021849845
Brian Kelleher,Cody Garbrandt,0.38896251176097385,0.6110374882390261
Alonzo Menifield,Dustin Jacoby,0.6073079691991137,0.39269203080088627
Bryce Mitchell,Josh Emmett,0.7838291462804948,0.21617085371950512
Paddy Pimblett,Tony Ferguson,0.46899277721994814,0.5310072227800519
Shavkat Rakhmonov,Stephen Thompson,0.6910042438047286,0.3089957561952713
Brandon Royval,Alexandre Pantoja,0.45260324584512357,0.5473967541548763
Colby Covington,Leon Edwards,0.4341685379662225,0.5658314620337774
