Fighter,dob,totalfights,elo,losestreak,winstreak,titlewins,height,reach,southpaw,oppelo,wins,avg age,KD,KD differential,Sig. str.,Sig. str. differential,Total str.,Total str. differential,Td,Td differential,Sub. att,Sub. att differential,Rev.,Rev. differential,Ctrl,Ctrl differential,Head,Head differential,Body,Body differential,Leg,Leg differential,Distance,Distance differential,Clinch,Clinch differential,Ground,Ground differential,Sig. str.%,Sig. str.% differential,Sig. str.% defense,Total str.%,Total str.% differential,Total str.% defense,Td%,Td% differential,Td% defense,Head%,Head% differential,Head% defense,Body%,Body% differential,Body% defense,Leg%,Leg% differential,Leg% defense,Distance%,Distance% differential,Distance% defense,Clinch%,Clinch% differential,Clinch% defense,Ground%,Ground% differential,Ground% defense,last_fight
Jai Herbert,1988,9,996.705003620564,0,1,0,73,77,0,9212.968653387528,4,312,86.96295993725143,139.0,1486.2253905676816,421.0,2210.4387044641835,-225.0,6.533333333333333,24.0,0.0,-6.0,0.0,-1.0,40.280686835389005,-144.38333333333333,1101.1037562713936,568.0,220.59716283580215,1263.0,164.52447146048584,-1410.0,931.4155318441857,-22.0,71.65098562500636,-449.0,483.1588730984896,892.0,136.40137851735133,1.0891748208297276,149.6877963034784,154.1173638550481,-0.5685732229649325,130.31406292198696,32.666666666666664,17.94285714285714,270.2761904761905,108.21489333376772,-0.17058004446246144,176.6145266217698,138.55499905678172,-82.80899202460064,63.63600891861762,250.66363636363636,42.73985420709559,77.07621784345923,116.02430703547762,-10.202579042678188,158.77311392184419,145.98333333333335,-87.23333333333333,51.78333333333333,115.83589743589744,96.24112619406738,265.4052287581699,2026-04-18 00:00:00
Joe Duffy,1988,8,1002.8648577737068,3,0,0,70,73,0,8194.076273173672,4,231,38.9607476635514,-68.0,751.0984644386668,-2915.0,817.1657357166225,-3160.0,36.961445320745305,-48.0,40.2972972972973,-35.0,1.6666666666666667,25.0,24.592542373620994,-162.26666666666668,427.7386859932735,-976.0,164.44994218486886,-918.0,158.9098362605244,-1021.0,644.9371121638264,-2138.0,15.933937944622418,-493.0,90.22741433021807,-284.0,79.93274788929212,-13.330099455936388,110.7371526547715,86.77405640695443,-10.608510737114102,106.61743285593147,116.33333333333333,70.27380952380952,157.9404761904762,57.150083394866,-3.2573920669337646,143.59252453820022,123.52142857142857,-13.394206349206346,67.08436507936509,165.35000000000002,18.416111111111118,57.06611111111112,79.0118145946079,-10.912124879424068,114.07606052596803,100.2051282051282,2.9051282051282072,106.7,37.775,-46.53809523809524,119.68690476190477,2020-07-18 00:00:00
Julija Stoliarenko,1993,1,980.0,1,0,0,67,66,0,1000,0,29,0.0,0.0,2.823529411764706,-26.0,4.705882352941177,-27.0,0.23529411764705882,1.0,0.0,0.0,0.0,0.0,0.07450980392156863,-1.7666666666666668,1.1764705882352942,-29.0,0.7058823529411765,-1.0,0.9411764705882353,4.0,2.823529411764706,-5.0,0.0,0.0,0.0,-21.0,0.4444444444444444,-0.0984126984126984,0.4571428571428572,0.5555555555555556,-0.024691358024691357,0.41975308641975306,0.3333333333333333,0.3333333333333333,1.0,0.2777777777777778,-0.2534722222222222,0.46875,0.75,0.08333333333333337,0.33333333333333337,0.8,0.8,1.0,0.4444444444444444,0.049095607235142114,0.6046511627906976,0.0,0.0,1.0,0.0,-0.7777777777777778,0.2222222222222222,2022-10-01 00:00:00
Hector Aldana,1988,3,944.2906477970071,3,0,0,71,72,0,3017.8663366549576,0,91,0.0,-10.0,31.957522123893803,-348.0,32.96265032902201,-344.0,0.20512820512820512,-7.0,0.0,0.0,0.0,0.0,0.3891180697375387,4.333333333333333,16.132970274563196,-230.0,2.482051282051282,-56.0,13.342500567279327,-62.0,30.254958021329706,-302.0,1.6,12.0,0.10256410256410256,-58.0,3.7711484593837534,-3.2543992831069577,6.974452257509288,3.824677772591821,-3.2162279627769608,6.959094264631218,1.0,-8.0,5.0,2.211665004985045,-3.1132423944464303,8.675092600568526,2.9333333333333336,-3.5927750410509027,7.473891625615763,10.602813852813853,-3.2543290043290045,0.1428571428571429,3.7361887152813056,-3.1959259361348167,7.067885348583879,2.0,-0.3999999999999999,11.6,1.0,-5.114285714285714,7.885714285714286,2019-10-12 00:00:00
Albert Morales,1991,5,950.1079237878324,3,0,0,69,72,0,5075.219198313481,1,130,0.0,-17.0,180.56764364077156,-60.0,277.19148470037425,-426.0,3.729058446071808,-22.0,0.0,-100.0,3.3112582781456954,-25.0,16.72084934284544,-16.116666666666667,124.01153463337059,-329.0,20.280191947331254,-42.0,36.27591706006973,311.0,146.65550236041835,199.0,6.133333333333333,20.0,27.77880794701987,-279.0,19.230843887365626,-5.108586702841659,30.660569409792714,23.976188797992975,-7.6441615502025,23.379649651804527,26.833333333333332,16.433333333333334,44.6,15.877956015493444,-7.42626891521958,31.695775069286974,37.166666666666664,21.970445468509983,39.80377880184332,50.60892569588222,27.392259029215552,31.783333333333335,16.93962349712759,-2.538933480708833,35.52144302216358,9.666666666666668,-2.142857142857142,43.19047619047619,27.409090909090907,0.08242424242424351,27.673333333333332,2018-02-24 00:00:00
Mario Bautista,1993,15,1138.6928212673492,0,2,0,69,69,0,15647.048941166002,12,446,27.61330008312552,386.0,6291.332266850944,19518.0,8279.989878255146,26751.0,335.6618970684268,625.0,145.82274299729198,1366.0,1.6666666666666667,25.0,358.8751593797739,594.5499999999998,3740.361224209209,4432.0,1705.0149514064651,14066.0,845.9560912352703,1020.0,5087.262471988696,15549.0,558.626792419876,-741.0,645.4430024423724,4710.0,642.6467706002227,12.750275039838638,610.103504439616,748.886654291046,36.2586760428202,527.3720217517741,396.8666666666667,70.06062271062271,913.1939560439561,509.3486766192597,30.744885910018173,761.3962092907584,1012.8988664843929,215.75263442697656,442.8537679425838,863.639355089355,-322.9495804848746,53.41106442577032,548.8259523472584,-30.936125826070874,660.2379218266707,800.6055555555555,-83.7823953823954,355.6120490620491,676.0680652680652,319.95497002997,883.8869047619048,2026-07-11 00:00:00
Abdul Hussein,1997,1,1016.7813292448168,0,1,0,67,67,0,943.5956020019629,1,29,0.07623888182973317,1.0,4.955527318932655,21.0,6.937738246505718,38.0,0.07623888182973317,0.0,0.22871664548919948,0.0,0.15247776365946633,2.0,0.5933926302414231,6.516666666666667,4.421855146124523,45.0,0.5336721728081322,-18.0,0.0,-6.0,2.89707750952986,16.0,0.8386277001270648,-10.0,1.2198221092757306,15.0,0.6565656565656566,0.11335578002244673,0.45679012345679015,0.6842105263157895,0.12038073908174696,0.43617021276595747,0.5,0.16666666666666669,0.6666666666666667,0.6373626373626373,0.36076689268178624,0.7234042553191489,0.875,-0.017857142857142905,0.1071428571428571,0.0,-1.0,0.0,0.6031746031746031,0.20317460317460312,0.6,0.9166666666666666,0.07666666666666666,0.16000000000000003,0.6666666666666666,-0.33333333333333337,0.0,2026-07-25 00:00:00
Levan Makashvili,1989,2,999.6386504230611,1,0,0,68,68,0,2013.726038020554,1,52,0.0,0.0,11.666666666666668,75.0,21.8,171.0,1.0,3.0,0.0,-4.0,0.0,0.0,1.9244444444444444,14.95,5.0,54.0,2.933333333333333,5.0,3.7333333333333334,16.0,7.0,18.0,2.466666666666667,24.0,2.2,33.0,2.7506072874493928,0.2744168112589164,2.5238095238095237,3.392857142857143,0.5048531607765057,2.111996017919363,1.5384615384615383,0.3384615384615385,3.8,1.9142857142857144,0.9923344947735192,4.078048780487805,3.6153846153846154,-1.2307692307692308,0.15384615384615385,4.581196581196581,-0.1144555927164621,0.30434782608695654,2.3682065217391304,0.0011488482298440128,2.6329423264907135,3.350877192982456,2.484210526315789,4.133333333333333,3.6333333333333333,3.6333333333333333,5.0,2015-06-27 00:00:00
Taylor Lapilus,1992,8,1065.9803886846905,0,2,0,66,73,1,8080.8024827736035,6,220,1.2217616580310882,13.0,1067.5412780656304,7065.0,1166.7464594127805,5667.0,0.13333333333333333,-467.0,0.6666666666666666,-26.0,0.06666666666666667,1.0,9.687443868739205,-750.9666666666667,698.1222797927462,6142.0,260.50880829015546,1045.0,108.91018998272884,-122.0,884.6842832469774,5739.0,163.193091537133,1233.0,19.66390328151986,93.0,97.20961611344866,24.988716394507673,131.77910028105902,100.7098588012033,18.455416563000206,121.74555776179692,0.6666666666666666,-53.32402597402597,150.00930735930734,80.70219180223685,33.298784729633915,156.59659292739707,161.46484396050823,42.098096367902514,84.63325240739428,167.63529411764705,34.55751633986928,70.92222222222223,89.73005580831395,21.215320760120317,135.48526495180636,150.88652721547456,49.08724022795229,102.2007130124777,77.2,32.0,158.8,2024-09-28 00:00:00
Josh Emmett,1985,17,1062.7469284034107,3,0,0,66,70,0,18168.51728918976,10,602,151.1422027595946,-87.0,4089.311860609088,-38501.0,4512.177219351448,-54059.0,60.056171735241506,289.0,0.26666666666666666,-396.0,6.666666666666667,100.0,147.40604372478023,554.4499999999998,2794.4910110800865,-28754.0,861.4189612400281,-1236.0,433.40188828897277,-8511.0,3491.1327189406443,-25665.0,71.96283840190819,-5895.0,526.2163032665352,-6941.0,477.7336250813473,-171.70759977462745,1135.558775144025,495.20728973453254,-186.9892355004668,1102.8034747650006,209.4848484848485,-248.0151515151515,1327.5,400.43304995766965,-156.45368727276733,1228.113262769563,940.4276946854341,-4.594022064000169,839.9782832505658,927.5990338164252,-234.68404796665666,622.7169182169182,448.4733844120153,-154.0097719339104,1182.5168436540741,239.25324675324677,-589.9943722943723,955.7523809523809,352.2383022774327,-203.48142328002865,1229.2802744425387,2026-03-14 00:00:00
Daniel Lacerda,1996,5,910.5927611843047,5,0,0,66,70,0,4959.8416708392115,0,132,5.995165189363417,31.0,198.523978533541,-1040.0,253.97801616014476,-1480.0,15.79053406876507,45.0,3.5294117647058822,-13.0,0.0,0.0,10.37636705775538,-36.10000000000001,117.17974230877071,-759.0,52.997631108126086,-133.0,28.346605116644195,-148.0,150.20295004475437,-12.0,11.990330378726833,64.0,36.330698110059785,-1092.0,20.3131221719457,-14.956321192911577,19.730556635142722,23.21423203187909,-13.033952663708323,18.751815304412588,37.0,37.0,55.0,16.472061035890825,-9.903322874909469,28.624616089199705,29.12079831932773,-5.30678788756882,20.57241379310345,27.333333333333336,-20.5,7.166666666666666,18.41159233847913,-13.757088980202187,22.83131868131868,12.142857142857142,3.1428571428571415,46.0,24.75,-18.16959253684321,12.080407463156789,2024-02-24 00:00:00
Chris Wilson,1977,4,966.7392584690559,2,0,0,73,75,0,4103.185589947734,1,126,0.8,12.0,65.81632653061224,478.0,107.19863945578231,-876.0,3.039455782312925,-61.0,3.1061224489795913,-7.0,0.6,0.0,6.060385487528345,-80.8,30.688435374149662,156.0,25.676190476190474,296.0,9.451700680272108,26.0,34.56734693877551,268.0,16.048979591836734,193.0,15.2,17.0,13.500485151704664,2.570375324290601,19.069890172585936,16.028403614329935,-4.456946062601746,9.51465032306832,15.0,-0.08547008547008605,14.914529914529915,10.975708766392774,2.4561988379154536,21.48049007152268,16.8234126984127,-1.0654761904761907,12.11111111111111,18.152597402597404,-4.333116883116883,7.514285714285714,10.988126159554731,3.20701504844362,22.218888888888888,17.68333333333333,12.933333333333334,25.25,9.76086956521739,-9.732525928178102,10.506604506604507,2009-09-16 00:00:00
Aleksandar Rakic,1992,12,1053.080485479499,0,1,0,76,78,0,12808.086000673915,7,349,25.296280214213343,-65.0,2586.883794766405,6272.0,3435.975770319901,9116.0,8.189468455042226,18.0,1.6666666666666667,-39.0,0.0,0.0,134.16439063189958,1360.1833333333334,966.0685856385555,29.0,564.4298388813736,717.0,1056.3853702464758,5526.0,2240.07299562768,6831.0,205.94196492843875,-578.0,140.8688342102862,19.0,336.02344394010555,60.67358992159896,374.65014598149344,373.66909699874077,54.29373153777094,330.6246345390301,21.77777777777778,-59.36507936507937,568.8571428571429,164.33460977289184,-18.030491108169795,467.63489911893834,441.98488562091507,76.4316189642001,284.4467333432851,524.9661573720398,49.887972780125146,174.92181540808542,317.47418740052603,69.70312574004829,402.2289383395222,513.7619047619048,191.1911976911977,327.42929292929296,80.61819727891157,-121.03180272108844,448.35,2026-08-01 00:00:00
Jamey Simmons,1992,2,963.9709009361643,2,0,0,66,70,0,2054.3074829242764,0,57,0.0,-1.0,4.211788211788211,-34.0,6.313686313686313,-60.0,0.0,-8.0,0.0,-12.0,0.0,0.0,0.19047619047619047,-7.6833333333333345,2.629370629370629,-12.0,0.5274725274725275,-6.0,1.054945054945055,-16.0,3.952047952047952,-27.0,0.2597402597402597,1.0,0.0,-8.0,1.2567567567567568,-0.03197563760944033,3.711267605633803,1.6666666666666665,0.03725490196078429,3.3705882352941177,0.0,-2.6666666666666665,2.3333333333333335,1.0161290322580645,0.16114794776878327,4.145018915510719,1.3333333333333333,-3.3333333333333335,0.33333333333333337,2.6666666666666665,-0.3333333333333335,2.0,1.09009009009009,-0.07461579226285103,3.835294117647059,1.0,1.0,5.0,0.0,-2.6666666666666665,2.3333333333333335,2021-08-07 00:00:00
Cortavious Romious,1994,2,962.1675321567564,2,0,0,64,68,1,2017.6989429464084,0,61,0.0,0.0,6.133333333333333,-168.0,8.363636363636363,-458.0,1.1757575757575758,2.0,0.0,-4.0,0.45454545454545453,-9.0,1.3841414141414141,-12.26666666666667,3.9818181818181815,-150.0,0.6545454545454545,-20.0,1.4969696969696968,2.0,5.933333333333334,1.0,0.0,-9.0,0.2,-160.0,2.2111111111111112,-0.8739339339339341,1.914954954954955,2.5658773527625987,-0.7955321874178913,1.6385904598195102,3.333333333333333,0.33333333333333315,2.0,1.79800853485064,-1.1258009889588836,2.0761904761904764,2.6,-0.3047619047619048,2.0952380952380953,4.666666666666667,3.6666666666666665,4.0,2.1747967479674797,0.3490391722099038,3.174242424242424,0.0,-0.9,4.1,0.75,-2.9242857142857144,1.3257142857142856,2025-04-05 00:00:00
Ilir Latifi,1982,16,1040.8626294745561,1,0,0,70,73,0,16566.619584482032,9,564,134.11558826644074,-127.0,3623.455119780726,-16482.0,6017.481547920898,-7694.0,191.2353316673352,2715.0,28.95315211104685,108.0,0.0,0.0,473.59802088157113,6439.083333333333,2299.8081942205513,-10323.0,725.5215807019662,-3140.0,598.1253448582086,-3019.0,2707.696717164078,-16826.0,302.4753069991523,-2959.0,613.2830956174956,3303.0,764.0310488536352,149.19054242440194,881.1594935707667,931.1691625633683,198.11623157578177,762.9470690124135,507.9214285714286,507.9214285714286,1496.0,657.2780876888359,172.92351982465172,1011.6454321358159,1020.9878787878788,136.06518664084453,611.0773078529658,692.6987179487179,-354.2408245349422,449.06045751633985,693.1140688579868,129.92937379189064,932.8153049339039,687.7583333333333,-58.90753968253968,749.3341269841271,729.902380952381,381.66288515406166,1147.7605042016808,2023-05-20 00:00:00
Dale Hartt,1979,3,979.7915622359636,1,0,0,70,69,0,2977.3290132055063,1,88,0.0,0.0,19.58218275168251,-29.0,22.863872892527578,-145.0,2.6600985221674875,0.0,0.5633802816901409,-18.0,0.0,0.0,1.3732142857142855,-18.4,2.6600985221674875,-44.0,0.75,-4.0,16.172084229515022,19.0,19.58218275168251,-6.0,0.0,0.0,0.0,-23.0,4.756944444444445,-0.028490338164251283,9.214565217391304,5.280032467532467,-2.222943158865319,6.497024373602214,9.0,5.333333333333334,10.333333333333334,0.75,-2.3388888888888886,10.911111111111111,4.0,1.3333333333333335,11.333333333333334,12.045454545454545,2.1787878787878783,4.133333333333333,4.861519607843137,0.3887923351158646,9.527272727272727,0.0,0.0,14.0,0.0,-7.583333333333333,6.416666666666668,2009-06-13 00:00:00
Gilbert Melendez,1982,7,939.9235289945549,5,0,0,69,73,0,7517.909185448172,1,233,0.0,-184.0,311.82266343825665,-6448.0,434.9161904761905,-5624.0,1.6141727199354319,-112.0,0.0,-17.0,0.0,-9.0,5.983873553941351,-129.7,264.09343018563357,-2345.0,34.31506053268765,-1720.0,13.414172719935431,-2383.0,279.23925746569813,-6028.0,26.06172719935432,-35.0,6.521678773204197,-385.0,35.09027691038998,-29.102460317119007,75.80726277249101,41.63648343699494,-25.32316519149392,73.04035137151114,6.125,-48.40530303030303,85.46969696969697,32.50461858263134,-16.086788770361835,91.40859264700684,50.34285714285714,-50.46135161135162,39.19579124579124,81.35416666666666,-36.655578283945154,21.99025504938818,33.35332678843638,-29.13347739840436,77.51319581315929,84.19642857142857,40.31437728937729,96.11794871794872,38.33333333333333,-6.1717171717171695,95.4949494949495,2019-07-06 00:00:00
Jesse Strader,1991,2,962.4488725559023,2,0,0,67,70,0,2023.974992858705,0,61,0.0,-10.0,26.011632997685908,-13.0,28.668459565951594,-77.0,1.1808118081180812,16.0,0.0,-8.0,0.0,0.0,0.9924844163695874,7.75,6.543873913315404,-152.0,9.200700481581087,77.0,10.267058602789417,62.0,21.157045468759772,51.0,3.837638376383764,-3.0,1.0169491525423728,-61.0,2.5917460317460317,-0.046715506715506505,2.361538461538462,2.722962962962963,-0.21293447293447287,2.064102564102564,2.2857142857142856,2.2857142857142856,5.0,1.4910714285714286,-0.9362012987012986,2.5727272727272728,3.095238095238095,-0.05860805860805862,1.8461538461538463,4.379446640316205,-0.6205533596837947,0.0,2.366883116883117,0.17243867243867245,2.8055555555555554,3.7142857142857144,0.6006493506493507,1.8863636363636362,1.0,-2.811111111111111,1.1888888888888889,2022-02-19 00:00:00
Michael McBride,1986,2,965.4934779263008,2,0,0,73,73,0,2082.10877968425,0,61,0.0,-4.0,23.856852184320765,-106.0,41.857570317175345,86.0,0.8,-1.0,0.5333333333333333,7.0,0.26666666666666666,-4.0,0.30633951725513664,-29.766666666666666,14.410532615200479,-102.0,5.174386594853381,40.0,4.271932974266906,-44.0,20.974745661280668,40.0,0.8,-6.0,2.0821065230400957,-140.0,2.4463615903975997,-0.503112093812927,2.0505263157894733,3.0190352020860494,-0.0077272679753895845,1.973237529938561,2.0,-0.8333333333333334,2.1666666666666665,2.0293486041517537,-0.7736609717716385,2.1969904240766076,2.954022988505747,0.4994775339602924,2.5454545454545454,4.333333333333333,0.5833333333333334,1.25,2.4782500621426795,-0.06381375882706752,2.457936179030253,1.5,-2.1666666666666665,1.3333333333333335,2.533333333333333,-0.8895341802782818,1.5771324863883849,2017-04-22 00:00:00
Dustin Kimura,1989,5,980.0339097776437,2,0,0,67,71,0,4995.589995258257,2,123,0.0,-34.0,69.23947393634992,-2038.0,82.88454435888514,-2292.0,3.2,2.0,5.462277423942149,14.0,0.08450704225352113,0.0,2.8184650761713135,-120.73333333333333,37.96418410210637,-1446.0,23.731072147168724,-477.0,7.5442176870748305,-115.0,60.668332803840585,-915.0,6.015272587908403,-485.0,2.555868544600939,-638.0,10.144241452796852,-15.298184064550117,29.55757448265303,13.389239198324209,-13.425559808094217,28.185200993581574,8.0,-19.333333333333336,27.666666666666668,6.502202797202797,-15.560079994848225,32.93771720794898,27.181372549019606,-7.195688382880034,20.622939068100358,28.0,-9.875,17.125,7.711416490486258,-14.210183599779473,33.078399909734266,39.266666666666666,10.310752688172043,26.04408602150538,8.555555555555555,-17.795634920634917,28.648809523809526,2014-12-13 00:00:00
Alex Torres,1988,1,980.0,1,0,0,70,70,0,1000,0,27,0.0,0.0,2.466666666666667,-4.0,2.6666666666666665,-21.0,0.13333333333333333,1.0,0.0,0.0,0.0,0.0,0.21666666666666667,1.6166666666666667,1.4666666666666666,-10.0,0.5333333333333333,-1.0,0.4666666666666667,7.0,1.7333333333333334,2.0,0.7333333333333333,-4.0,0.0,-2.0,0.37373737373737376,0.06776722448364242,0.6940298507462687,0.39215686274509803,0.006080913378009423,0.6139240506329113,0.2222222222222222,-0.2777777777777778,0.5,0.3013698630136986,0.036907053096343234,0.7355371900826446,0.6666666666666666,-0.08333333333333337,0.25,0.5,0.5,1.0,0.35135135135135137,0.10135135135135137,0.75,0.44,-0.0011764705882352788,0.5588235294117647,0.0,-0.5,0.5,2015-02-28 00:00:00
Jonathan Goulet,1979,9,991.608013208839,2,0,0,72,73,0,9232.044021530122,4,252,13.770491803278688,-215.0,493.4112115539515,-798.0,892.8487707366237,152.0,97.60617383118355,437.0,7.74980003199488,-140.0,0.8706766917293233,12.0,97.18779547493318,335.8833333333333,389.3718614171865,-1105.0,47.996480668011145,99.0,56.04286946875385,208.0,316.83821805857525,-40.0,62.59879206212251,132.0,113.97420143325371,-890.0,102.5123491704374,-78.10212615815558,104.38552467140701,135.54913487517334,-62.67512532025559,86.77573980457107,131.8,105.25,258.45,89.32670454545455,-86.2812895142383,109.39200594030717,108.5,8.5,185.0,48.85555555555555,-62.144444444444446,174.0,88.01091954022988,-53.76880073949039,143.22027972027973,22.686363636363637,-82.81363636363636,179.5,63.46551724137931,-151.31226053639847,70.22222222222223,2010-05-08 00:00:00
Renato Sobral,1975,10,1039.2397235096837,0,1,0,73,75,0,10354.748687345464,6,292,0.0,-306.0,1194.0839063877154,4103.0,2393.7209407013697,4831.0,55.84607856470481,199.0,93.34234363288215,610.0,20.851063829787233,49.0,169.34066540706445,485.45000000000005,706.0731981289033,2203.0,227.18373796839415,1256.0,260.82697029041805,644.0,221.6393418761465,-264.0,207.5441656097957,120.0,764.9003989017733,4247.0,178.77842355442974,-27.192708646702453,179.02886779886782,226.80545467519875,-49.64150784738389,108.55303747741738,181.46666666666667,71.46666666666667,275.0,134.4501956544125,-62.676727422510545,187.87307692307695,202.75,24.083333333333343,206.33333333333334,300.0888888888889,177.5888888888889,262.5,138.09870129870131,-56.38169085816145,190.51960784313727,209.58333333333334,114.17424242424242,289.5909090909091,155.408908045977,-67.37350953644057,162.21758241758243,2007-08-25 00:00:00
Brad Tavares,1987,28,1044.4670427685817,2,0,0,73,74,0,29016.71633090401,16,857,115.72597547380157,-540.0,28114.55097417898,-29899.0,32247.055704341805,-72187.0,114.71239449976292,-6555.0,0.0,-483.0,13.133333333333333,-651.0,447.6538531468017,-19569.75,16517.482523071732,-60999.0,4991.390273900146,4662.0,6605.678177207105,26438.0,24990.108519042995,-1340.0,2530.966602293177,-16055.0,593.4758528428094,-12504.0,3389.8529886640854,-103.52687131704086,4220.620140018874,3606.940801241121,-240.32226055899218,3866.736938199887,491.4722222222222,-1252.4261904761904,5970.101587301589,2584.8222198558415,-510.86529994631394,4618.312480197845,5081.924252703687,126.95354936488133,2759.029296661193,6350.977969556294,1475.509139280962,2838.5311697246684,3254.4280943817776,48.85137460734282,4508.423280225565,4263.216941391942,-255.77408025434346,3195.0089783537155,2224.447619047619,-1820.6621489621489,3668.8902319902318,2026-03-14 00:00:00
Daichi Abe,1991,3,981.3142378316296,2,0,0,71,71,0,3042.025409968056,1,80,0.06666666666666667,1.0,48.0,-439.0,48.666666666666664,-433.0,0.06666666666666667,-3.0,0.0,0.0,0.0,0.0,0.0811111111111111,0.3499999999999999,28.200000000000003,-31.0,2.7333333333333334,-124.0,17.066666666666666,-284.0,43.13333333333333,-483.0,2.3333333333333335,18.0,2.533333333333333,26.0,4.4478166354784126,-2.008127930941371,7.544055433580216,4.4584942084942085,-2.01318729274648,7.528318498759313,1.0,-3.0,10.0,3.2060164579747985,-1.134695221446558,9.659288320578643,4.071428571428571,-3.882194616977226,6.046376811594204,11.815384615384616,0.756174089068826,2.94078947368421,4.257564036039436,-2.2025776368695835,7.539858327090982,2.8857142857142857,-7.257142857142857,3.857142857142857,3.6666666666666665,1.2666666666666666,11.6,2018-06-23 00:00:00
Connor Matthews,1992,3,941.4515904786857,3,0,0,68,71,0,2962.2291625122707,0,98,0.0,-5.0,23.18801381851796,-137.0,27.425883683758755,-299.0,2.7930922359911845,0.0,0.0,-9.0,0.0,0.0,1.1204884569529245,-9.0,11.659019473246866,-75.0,1.35048231511254,-37.0,10.178512030158554,-25.0,22.898624750993843,-79.0,0.09646302250803858,-1.0,0.19292604501607716,-57.0,4.178260869565217,-5.084674453817867,4.7370646766169155,4.304147465437788,-5.618696919841075,4.0771556147211365,3.0,-6.0,5.0,1.5663366336633664,-6.668146124957324,5.76551724137931,0.5185185185185185,-12.439464674758792,1.0420168067226894,7.65,-1.504545454545455,4.845454545454545,4.168851395197923,-4.861793766092399,4.969354838709677,1.0,0.33333333333333337,13.333333333333332,0.6666666666666666,-9.216666666666667,4.116666666666667,2025-05-17 00:00:00
Travis Browne,1982,16,1041.9830625278732,4,0,0,78,79,0,16907.78981411177,9,508,98.60341348666489,-767.0,5247.644868146832,-29597.0,5848.007752741893,-61136.0,79.5551174810488,-508.0,6.6635412554283455,-708.0,0.0,-4.0,129.61954084469502,-1553.0,3313.1744094698906,-23637.0,1375.311633538047,-1537.0,559.1588251388943,-4423.0,3246.3417915548234,-15538.0,815.4097876553036,-8313.0,1185.893288936705,-5746.0,649.3338861176248,-218.2531741430319,628.4129397393432,674.8552940621145,-283.81263013154756,537.332075806338,473.0,164.33333333333337,1187.3333333333335,457.37662794370414,-262.4006099603996,776.2227620958962,1011.3980143045361,-46.97698569546398,437.625,926.6786967418547,-181.7379699248121,387.58333333333337,520.0640096629018,-180.65467473159396,795.2813156055042,1035.0939393939393,-193.91651914151916,266.9895414645415,430.1336182336182,-541.8739575239575,523.9924242424242,2017-07-08 00:00:00
Katsunori Kikuno,1981,5,986.4587768508283,2,0,0,68,66,0,5116.602105880639,2,167,0.0,-45.0,130.53471251549448,-482.0,136.20043952452335,-444.0,1.55678391959799,8.0,1.35678391959799,5.0,0.9756097560975611,4.0,3.801791827896743,11.566666666666665,44.78771091228501,-388.0,8.306124116517548,-113.0,77.44087748669193,19.0,127.4211446762985,-154.0,2.9135678391959803,-265.0,0.2,-63.0,35.17147435897436,-2.92839689454044,16.9001287464852,35.46141674780915,-0.6646412784567559,18.87394197373409,9.75,7.75,53.0,5.2588904694167855,-32.18188334010702,17.55922619047619,7.289285714285715,-33.21071428571429,14.5,43.766666666666666,32.833333333333336,44.06666666666666,35.10810810810811,-1.1311694562070018,18.76072243568489,5.0,-28.305555555555557,21.694444444444446,0.6,-32.06666666666666,22.333333333333336,2015-09-26 00:00:00
Igor Zinoviev,0,1,981.2814993519532,1,0,0,73,73,0,1022.2924653504917,0,1998,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-0.3333333333333333,0.6666666666666667,0.0,-0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,-1.0,0.0,1998-03-13 00:00:00
Krzysztof Jotko,1989,17,1071.1185470744929,1,0,0,73,77,1,17484.188462339902,11,487,47.53151780613217,-64.0,5154.387979111534,8424.0,9900.93776301418,42285.0,149.72134831460673,159.0,10.921348314606742,-278.0,13.334001112966053,-216.0,410.68779196082517,490.5500000000003,3686.5195368100153,18517.0,910.0892366885155,-3512.0,557.7792056130027,-6581.0,3300.4255023680444,1541.0,921.4308099940764,1020.0,932.5316667494129,5863.0,790.1622725406752,-0.7147818582186645,994.1229456011062,1023.4625682614624,72.6373469345736,834.1747786731112,597.4880952380952,103.41757703081237,1290.929481792717,731.5914474802761,214.0063427471342,1267.4148952668581,932.2468772104801,-353.5674436538407,499.18567913567915,1242.2857142857142,-91.25399863294598,451.46028708133974,517.8093470633061,-177.8138227135529,1089.376830223141,822.8317660667506,95.54558373653597,1057.7138176697854,803.1229936729937,185.09658674658675,1166.973593073593,2022-10-01 00:00:00
