Fighter,dob,totalfights,elo,losestreak,winstreak,titlewins,height,reach,southpaw,oppelo,wins,avg age,KD,KD differential,Sig. str.,Sig. str. differential,Total str.,Total str. differential,Td,Td differential,Sub. att,Sub. att differential,Rev.,Rev. differential,Ctrl,Ctrl differential,Head,Head differential,Body,Body differential,Leg,Leg differential,Distance,Distance differential,Clinch,Clinch differential,Ground,Ground differential,Sig. str.%,Sig. str.% differential,Sig. str.% defense,Total str.%,Total str.% differential,Total str.% defense,Td%,Td% differential,Td% defense,Head%,Head% differential,Head% defense,Body%,Body% differential,Body% defense,Leg%,Leg% differential,Leg% defense,Distance%,Distance% differential,Distance% defense,Clinch%,Clinch% differential,Clinch% defense,Ground%,Ground% differential,Ground% defense,last_fight
Tim Lajcik,1965,2,962.061088732579,2,0,0,73,73,0,2016.803414578333,0,69,0.0,0.0,3.2,-103.0,20.3,-358.0,0.0,-4.0,0.0,-3.0,0.0,-1.0,1.3466666666666667,-15.983333333333334,3.0,-57.0,0.2,-40.0,0.0,-6.0,0.4,0.0,0.1,-11.0,2.7,-92.0,1.8156682027649769,-0.9700460829493087,2.2142857142857144,3.5685967657798643,-0.4294551822720837,1.0019480519480521,0.0,-1.0,4.0,1.7733990147783252,-0.8592540464461647,2.36734693877551,1.0,-3.3333333333333335,0.6666666666666665,0.0,-4.4,0.6,0.6666666666666666,0.09523809523809523,4.428571428571429,0.5,-1.5,3.0,2.763975155279503,-0.3492323918903083,1.8867924528301887,2000-09-22 00:00:00
Lerone Murphy,1991,10,1140.101871116002,1,0,0,69,73,0,10592.634132974608,9,322,27.565516367208545,66.0,1473.4680957823828,9349.0,1777.999114396909,10149.0,22.12589147286822,-1109.0,27.512437810945272,131.0,0.0,-98.0,31.61556901858161,-628.6999999999999,879.1845460889892,5971.0,371.4125419414555,779.0,222.87100775193798,2599.0,1243.5587131738728,8401.0,140.0042207566817,1109.0,89.90516185182811,-161.0,191.41268503263078,31.64961222326541,225.23692719063465,203.05410035928736,30.705603739717247,212.65150338042986,77.9,-121.40735930735931,185.6926406926407,159.42488255839706,37.06257284170624,262.6376902833092,253.019131909844,-38.83288617011527,93.14798192004073,234.01193851193852,-54.71684936684936,96.27121212121213,173.3250588272068,27.256543451115302,238.93148462390852,250.374649859944,64.72822128851541,199.35357142857143,183.14176470588234,3.1998455139631545,205.05808080808083,2026-03-21 00:00:00
Noad Lahat,1984,4,1000.80999506132,1,0,0,69,69,0,4013.8896560794324,2,123,0.0,-17.0,69.08923028993127,461.0,153.1819654574839,1065.0,4.638802889576883,-11.0,10.049742002063983,56.0,4.772136222910216,30.0,15.318146568789713,44.56666666666667,47.175337344471046,337.0,12.743014584185213,66.0,9.170878361274998,58.0,28.82458476935958,95.0,19.481570185174366,212.0,20.783075335397317,154.0,15.838241758241757,2.016674047473485,16.17843228923173,18.810526169221824,2.8774485903641915,14.066922421142369,19.941176470588236,-3.2588235294117647,6.8,13.69569308443348,0.9479069524368198,17.25221386800334,18.314102564102562,11.723193473193472,23.409090909090907,27.133333333333333,14.633333333333333,17.5,12.58113711001642,4.874460142794258,22.29332303277784,23.284313725490197,16.150980392156864,22.866666666666667,19.830769230769228,2.6879120879120872,12.857142857142858,2016-02-06 00:00:00
Joaquin Buckley,1994,17,1087.476180224343,2,0,0,70,76,1,17939.266047898425,11,485,53.808384372386584,511.0,6158.679261726516,5922.0,7595.04375943663,-63657.0,161.2260442995368,-749.0,15.306122448979593,97.0,11.266666666666667,0.0,201.62025171843197,-5637.883333333333,4232.778682262811,-2707.0,1401.167740449292,7325.0,524.7328390144139,1304.0,4286.043614814023,15430.0,285.34634779803696,-488.0,1587.289299114456,-9020.0,620.7219369526783,-80.98846674799749,1083.289596299324,740.7318126499836,-116.81855199348058,927.4496353565357,436.8333333333333,97.66449938949934,1445.8311660561662,491.8873054285977,-98.12615211677776,1194.9865424546247,1250.2186970737173,187.02939136308808,721.8106942893708,1568.404761904762,401.4069597069597,618.0021978021978,542.8630719287917,-87.74788258814974,1154.3890454830587,664.0611111111111,-161.80912698412698,959.1297619047618,581.285658995093,-174.5816543367365,1029.1326866681707,2026-05-09 00:00:00
Kiichi Kunimoto,1981,5,1018.238542435866,2,0,0,70,71,0,5073.6366709873,3,169,0.0,-18.0,88.38745379719353,-1553.0,221.9784288136749,-2589.0,6.73630680397372,-19.0,1.3953488372093024,-16.0,1.6666666666666667,0.0,22.74775055474192,113.0333333333333,39.41765279532518,-1116.0,13.14095796676442,-429.0,35.82884303510392,-8.0,62.35158057619181,-894.0,16.502539887668377,-387.0,9.533333333333333,-272.0,25.055636315580813,-6.585257585839408,23.35910609857978,33.55599097772542,-5.657553976511334,15.786455045763242,16.233333333333334,-12.433333333333332,26.333333333333336,16.655285942128046,-10.420610930624171,27.924103127247783,40.875,8.217032967032967,22.342032967032967,47.39705882352941,2.2040763673890638,9.80701754385965,22.556191202644293,-5.741564717905744,26.702244079449965,36.2,0.5333333333333332,19.333333333333336,29.833333333333336,-18.642857142857142,6.523809523809524,2017-06-10 00:00:00
Soa Palelei,1977,7,1017.1248301533689,1,0,0,76,81,0,6996.350141551073,4,251,0.0,-49.0,366.27348743998766,-497.0,930.0268721973619,-621.0,24.79003501442455,101.0,0.0,-40.0,0.0,-16.0,50.29491644556915,-97.51666666666671,305.25602614278114,570.0,49.48145338327711,-496.0,11.53600791392942,-571.0,125.39505656291213,-103.0,8.614779130285173,-1187.0,232.2636517467904,793.0,77.0135059429177,13.379790447724126,76.36628450480643,100.23159918507349,17.734502945161314,57.502903760087825,53.53333333333333,47.08333333333333,133.55,73.22857142857143,27.013696110185215,93.78512468161378,74.36666666666667,-24.616450216450215,41.016883116883115,57.666666666666664,-55.58897243107769,26.744360902255643,50.42970401691332,9.19416667933318,98.76446266241987,18.133333333333333,-57.52573439632263,64.34093227034404,101.41666666666669,53.47916666666667,92.0625,2015-08-01 00:00:00
David Velasquez,0,1,980.0,1,0,0,65,65,0,1000,0,2000,0.0,0.0,2.6030368763557483,-34.0,5.726681127982646,-25.0,0.0,-3.0,0.0,-2.0,0.0,0.0,0.0,-5.216666666666667,0.911062906724512,-35.0,1.0412147505422993,-4.0,0.6507592190889371,5.0,0.7809110629067245,5.0,1.561822125813449,-5.0,0.2603036876355748,-34.0,0.5405405405405406,0.03586764334427894,0.4953271028037384,0.6875,0.12652439024390238,0.4390243902439024,0.0,-1.0,0.0,0.35,-0.09680851063829787,0.5531914893617021,0.8,-0.12307692307692308,0.07692307692307687,0.7142857142857143,0.7142857142857143,1.0,0.35294117647058826,0.019607843137254943,0.6666666666666667,0.7058823529411765,0.025882352941176467,0.31999999999999995,0.6666666666666666,0.21097046413502107,0.5443037974683544,2000-03-10 00:00:00
Jacobe Smith,1996,3,1057.241709973386,0,3,0,70,72,1,3010.879240166479,3,88,0.8219178082191781,1.0,128.64754408537047,287.0,152.51494740028758,382.0,6.850828729281767,26.0,0.4419889502762431,4.0,0.0,0.0,3.7342516208784273,25.95,77.51456898509045,235.0,30.2626201468251,55.0,20.87035495345493,-3.0,87.38363732687506,129.0,0.8839779005524862,-5.0,40.379928857942936,163.0,9.327374553091481,2.0978663563701705,6.770491803278689,9.942240004051556,2.4878540391392754,6.54561403508772,13.0,13.0,14.0,8.420431495482205,4.652989635017089,10.232558139534884,11.966666666666667,3.2809523809523813,5.314285714285715,11.416666666666668,-1.5833333333333335,1.0,8.264745581818753,1.0991254876272298,6.834379905808477,4.0,0.0,10.0,12.338709677419356,10.338709677419356,12.0,2026-02-21 00:00:00
Brock Lesnar,1977,7,1038.4704731084837,2,0,3,75,81,0,7495.048489010221,4,225,1.3754962354551676,-133.0,392.92824548052283,-1203.0,664.6478346860707,-1348.0,18.558885377503497,71.0,3.6835231586940016,26.0,0.0,0.0,40.31579844764019,97.71666666666667,261.6673477346836,-1322.0,77.62886802297703,-26.0,53.63202972286225,145.0,158.14504573734644,-177.0,79.84589155529483,-577.0,154.93730818788157,-449.0,72.23545855589198,-7.9024424411132514,59.86209900299476,85.80236549564239,-2.9753371988593713,51.222297305498245,43.083333333333336,22.083333333333336,119.0,55.68352272727273,-14.185745504495507,70.13073176823175,127.0,-11.333333333333336,1.6666666666666665,86.66666666666666,58.46666666666667,111.8,42.86890756302521,-31.301330532212884,65.82976190476191,115.1076923076923,5.502497502497501,30.39480519480519,53.72795031055901,-0.9796520286222794,85.29239766081872,2011-12-30 00:00:00
Natan Levy,1991,4,998.4429859186246,1,0,0,69,71,1,3965.803950846253,2,125,0.0,-16.0,86.92373862696444,206.0,114.4117452440033,128.0,8.582133995037221,90.0,0.0,-16.0,0.0,0.0,5.176542597187758,-29.966666666666676,37.49760132340778,-36.0,33.24400330851944,144.0,16.182133995037223,98.0,75.84400330851945,267.0,1.7999999999999998,-73.0,9.279735318444995,12.0,21.668896707060554,9.655046843843602,17.986150136783046,21.984611421210822,5.540977794646219,13.556366373435399,24.07857142857143,20.495238095238093,26.416666666666664,15.761617427214214,3.923696181352806,18.162078754138594,26.96746390864038,19.048500519088755,22.081036610448376,29.18181818181818,16.381818181818183,17.2,20.71871514196546,7.9276535984942775,17.20893845652882,11.333333333333334,1.5411255411255407,20.20779220779221,19.555555555555557,1.2888888888888879,11.733333333333334,2024-03-16 00:00:00
Darrius Flowers,1994,4,967.2261413130226,0,1,0,69,71,0,4021.3939677745257,1,121,0.0,0.0,99.99311383553442,-437.0,173.83087962114595,-249.0,6.915885744075587,-6.0,2.727272727272727,6.0,1.3300492610837438,0.0,1.9951108916067795,-65.55,48.65709666977304,-232.0,20.747083385187963,-330.0,30.58893378057341,125.0,80.64348060702093,-284.0,7.640542319422574,-25.0,11.709090909090909,-128.0,15.113888888888889,-4.368044271204528,10.51806683990658,16.815706100438153,-3.2198230267127537,9.964470872849095,20.833333333333332,14.261904761904763,23.42857142857143,10.800587653410235,-6.233934987069853,12.965477359519912,23.46153846153846,2.5051419169066227,9.04360345536816,25.866666666666667,1.597435897435897,5.730769230769231,14.128055051421658,-4.76176097692648,11.11018397165186,27.464285714285715,5.664285714285715,8.2,14.666666666666666,-6.488095238095238,8.845238095238095,2026-04-04 00:00:00
Marcos Vinicius,1979,3,980.0,2,0,0,69,69,0,3020.0,1,100,0.0,-26.0,23.241341604039924,-208.0,37.564217265100005,-181.0,0.0,-33.0,0.6666666666666666,-5.0,0.0,0.0,1.7963288798759394,-32.38333333333333,11.160364229194004,-238.0,5.220386496480973,4.0,6.860590878364945,26.0,11.249075509960635,-57.0,5.88705316314764,-2.0,6.105212930931647,-149.0,6.719638053313769,-0.9910745244002435,6.289287422285987,7.788160833953835,-0.6174696180683703,5.594369547977795,0.0,-10.399999999999999,3.6,5.434782608695651,-1.6759316770186343,6.889285714285713,8.732142857142858,-0.5535714285714288,4.714285714285714,10.945454545454545,0.4565656565656564,3.511111111111111,4.613664596273292,-0.8557352848912956,8.530600118835412,13.857142857142858,2.4571428571428573,2.6,8.299999999999999,-1.1912280701754385,4.508771929824562,2013-09-04 00:00:00
Nyamjargal Tumendemberel,1998,2,999.3448000814221,0,1,0,67,71,0,1967.654062025465,1,54,0.06666666666666667,1.0,8.4,50.0,13.333333333333334,-62.0,1.0666666666666667,0.0,0.3333333333333333,5.0,0.6,-3.0,1.8477777777777775,3.633333333333333,6.533333333333333,52.0,0.6,1.0,1.2666666666666666,-3.0,3.466666666666667,-16.0,0.3333333333333333,-2.0,4.6,68.0,2.6605222734254994,0.7176651305683563,3.057142857142857,3.16140350877193,-0.3872130920185841,1.451383399209486,4.0,2.2142857142857144,3.2142857142857144,2.5724533715925397,1.1554599075402519,3.583006535947712,2.0476190476190474,1.1587301587301586,4.111111111111111,3.95,-0.9590909090909089,0.09090909090909094,1.7593984962406015,-0.2216889742085712,3.0189125295508275,4.25,-0.08333333333333331,0.6666666666666667,3.290909090909091,2.790909090909091,4.5,2026-03-07 00:00:00
Cody Pfister,1990,4,961.1384002280273,2,0,0,70,73,0,3977.934437527665,1,101,0.0,-16.0,43.54494642776053,-491.0,142.43683303577617,-885.0,5.567155425219941,-12.0,0.0,-30.0,2.1333333333333333,8.0,11.189320446359645,-9.483333333333334,38.4515478947532,-156.0,5.093398533007335,-166.0,0.0,-169.0,23.770374778624642,-254.0,8.58679706601467,-81.0,11.187774583121218,-156.0,11.429449199034453,-7.0125649271901995,11.557985873775348,17.425744274100747,-4.436586410994404,8.13766931490485,13.634920634920636,-11.365079365079364,5.0,10.904892521271831,-4.766088578452745,14.329018900275424,14.8,-9.533333333333333,5.666666666666666,0.0,-20.789473684210527,9.210526315789474,7.378859649122807,-7.205728891987473,15.415411458889722,14.0,-0.30519480519480346,15.694805194805197,18.438095238095237,-3.028571428571429,8.533333333333333,2016-07-13 00:00:00
Carlos Mota,1995,1,979.9382003136194,1,0,0,64,69,0,998.9264260720254,0,27,0.0,0.0,0.8,-5.0,2.4,-15.0,0.0,-4.0,0.06666666666666667,1.0,0.06666666666666667,1.0,0.012222222222222221,-12.35,0.4,-7.0,0.3333333333333333,2.0,0.06666666666666667,0.0,0.4666666666666667,0.0,0.0,0.0,0.3333333333333333,-5.0,0.41379310344827586,-0.04566635601118363,0.5405405405405406,0.5806451612903226,0.04380305602716472,0.4631578947368421,0.0,-0.5,0.5,0.3157894736842105,-0.07814992025518341,0.6060606060606061,0.5555555555555556,-0.4444444444444444,0.0,1.0,0.0,0.0,0.3181818181818182,-0.0318181818181818,0.65,0.0,0.0,1.0,0.7142857142857143,0.12605042016806722,0.4117647058823529,2022-10-29 00:00:00
Frankie Perez,1989,4,965.828942010135,2,0,0,71,73,0,4067.438691066972,1,107,4.444444444444445,4.0,90.14453781512606,80.0,128.33557422969187,-79.0,3.8840336134453786,-48.0,0.08403361344537814,-31.0,0.0,-16.0,5.905315904139433,-119.71666666666667,46.659757236227826,-148.0,19.00765639589169,25.0,24.477124183006538,203.0,47.84313725490196,81.0,2.8173669467787112,1.0,39.484033613445376,-2.0,12.726969762263879,0.7549457546721574,18.02797599240828,16.424300633453175,-0.16327380818206216,13.412425558364761,12.85,1.8961538461538454,19.046153846153846,7.392801316330727,-3.4160937645823566,19.191104919086914,20.315384615384616,3.0296703296703296,12.714285714285715,26.15,16.422727272727272,20.272727272727273,10.147807807807808,1.5106283206283209,21.362820512820512,11.5,-13.5,5.0,24.37806637806638,4.643089490547116,10.265023112480739,2017-07-22 00:00:00
Philip De Fries,1986,5,983.0515619912745,2,0,0,77,79,0,5053.50975446574,2,130,0.9712230215827339,-11.0,128.18945491768625,-249.0,188.12359276869574,-174.0,9.884381527036435,37.0,0.9712230215827339,7.0,0.0,-1.0,13.592050488641345,59.63333333333333,122.29545012152317,-68.0,4.922781774580336,-144.0,0.9712230215827339,-37.0,48.45671741676426,-164.0,72.40084301650953,27.0,7.33189448441247,-112.0,14.870544914023174,-22.13240454533046,17.997050540646367,17.551968164353482,-21.067597594014067,16.38043424163245,19.6,19.6,55.0,15.208369408369409,-18.14633144633145,21.64529914529915,8.5,-13.448717948717949,33.05128205128205,9.0,-13.4,32.6,4.824264705882353,-18.258551029107295,31.917184265010352,24.88235294117647,5.18235294117647,35.3,5.865384615384615,-24.08916083916084,25.045454545454547,2013-04-06 00:00:00
Ryan LaFlare,1983,10,1075.3324902906143,1,0,0,73,74,1,10459.628767039221,7,323,3.533333333333333,-231.0,901.8777531411677,2622.0,1260.9147080561715,4859.0,17.066666666666663,-327.0,0.6666666666666666,-222.0,7.066666666666666,106.0,98.51607292436562,-122.73333333333332,324.0589800443459,-2631.0,461.71574279379155,4808.0,116.1030303030303,445.0,681.4165558019217,3552.0,109.87272727272727,295.0,110.58847006651885,-1225.0,165.3955917677055,19.47143787181755,239.07584610411206,200.23197693618704,34.79204522040557,219.56006828421852,42.785714285714285,-38.50000000000001,303.71428571428567,86.48560430970846,-31.54318692452102,266.97120876577054,273.8833827624617,-25.90534575040473,85.21127148713356,281.8690476190476,-97.94642857142857,5.184523809523809,139.45368054151592,25.683552312280987,271.22987177076504,213.9398571117818,-68.41398904206433,102.64615384615385,299.7155128718154,64.15029548051105,149.43478260869566,2018-10-06 00:00:00
