Title,Winner,Loser,Draw,Method,Round,Time,Time Format,Referee,Details,Date,Red Fighter,Red KD,Red Sig. str.,Red Total str.,Red Td,Red Sub. att,Red Rev.,Red Ctrl,Red Head,Red Body,Red Leg,Red Distance,Red Clinch,Red Ground,Blue Fighter,Blue KD,Blue Sig. str.,Blue Total str.,Blue Td,Blue Sub. att,Blue Rev.,Blue Ctrl,Blue Head,Blue Body,Blue Leg,Blue Distance,Blue Clinch,Blue Ground,Red Sig. str.%,Red Total str.%,Red Td%,Red Head%,Red Body%,Red Leg%,Red Distance%,Red Clinch%,Red Ground%,Blue Sig. str.%,Blue Total str.%,Blue Td%,Blue Head%,Blue Body%,Blue Leg%,Blue Distance%,Blue Clinch%,Blue Ground%
Bantamweight Bout,Felipe Colares,Domingo Pilarte,False,Decision - Split,3,5.0,,Frank Collazo,,"July 20, 2019",Domingo Pilarte,0.0,11.0,69.0,2.0,1.0,1.0,6.166666666666667,5.0,4.0,2.0,5.0,6.0,0.0,Felipe Colares,0.0,23.0,92.0,2.0,0.0,0.0,6.633333333333334,15.0,6.0,2.0,9.0,7.0,7.0,0.5238095238095238,0.7752808988764045,0.4,0.4166666666666667,0.6666666666666666,0.6666666666666666,0.35714285714285715,0.8571428571428571,0.0,0.5476190476190477,0.696969696969697,0.25,0.4838709677419355,0.6666666666666666,1.0,0.6428571428571429,0.5,0.5
Bantamweight Bout,Urijah Faber,Ricky Simon,False,KO/TKO,1,0.7666666666666667,,Mike Beltran,,"July 13, 2019",Urijah Faber,1.0,11.0,11.0,0.0,0.0,0.0,0.13333333333333333,9.0,1.0,1.0,3.0,0.0,8.0,Ricky Simon,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.7333333333333333,0.7333333333333333,0.0,0.6923076923076923,1.0,1.0,0.6,0.0,0.8,0.5,0.5,0.0,0.4,0.0,0.6666666666666666,0.5,0.0,0.0
Featherweight Bout,Josh Emmett,Mirsad Bektic,False,KO/TKO,1,4.416666666666667,,Jason Herzog,,"July 13, 2019",Josh Emmett,1.0,27.0,33.0,0.0,0.0,0.0,0.48333333333333334,22.0,3.0,2.0,12.0,0.0,15.0,Mirsad Bektic,0.0,10.0,10.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,10.0,0.0,0.0,0.5192307692307693,0.55,0.0,0.5116279069767442,0.5,0.6666666666666666,0.375,0.0,0.75,0.15384615384615385,0.15384615384615385,0.0,0.12903225806451613,0.5,1.0,0.15384615384615385,0.0,0.0
Middleweight Bout,Karl Roberson,Wellington Turman,False,Decision - Split,3,5.0,,Blake Grice,,"July 13, 2019",Karl Roberson,0.0,50.0,79.0,0.0,0.0,3.0,5.783333333333333,35.0,11.0,4.0,15.0,8.0,27.0,Wellington Turman,0.0,25.0,38.0,4.0,2.0,0.0,6.883333333333334,20.0,5.0,0.0,8.0,5.0,12.0,0.625,0.6991150442477876,0.0,0.546875,0.9166666666666666,1.0,0.375,1.0,0.84375,0.49019607843137253,0.5671641791044776,0.5714285714285714,0.47619047619047616,0.625,0.0,0.2962962962962963,0.8333333333333334,0.6666666666666666
Middleweight Bout,Marvin Vettori,Cezar Ferreira,False,Decision - Unanimous,3,5.0,,Herb Dean,,"July 13, 2019",Marvin Vettori,0.0,78.0,106.0,2.0,0.0,0.0,2.566666666666667,69.0,7.0,2.0,50.0,20.0,8.0,Cezar Ferreira,0.0,39.0,41.0,0.0,0.0,0.0,0.15,17.0,7.0,15.0,33.0,6.0,0.0,0.527027027027027,0.6022727272727273,0.5,0.5036496350364964,0.7777777777777778,1.0,0.4672897196261682,0.6666666666666666,0.7272727272727273,0.4431818181818182,0.45555555555555555,0.0,0.3148148148148148,0.5384615384615384,0.7142857142857143,0.4074074074074074,0.8571428571428571,0.0
Light Heavyweight Bout,,,False,Overturned,3,5.0,,Mike Beltran,,"July 13, 2019",Mike Rodriguez,0.0,70.0,95.0,0.0,0.0,0.0,2.6333333333333333,29.0,22.0,19.0,67.0,2.0,1.0,John Allan,0.0,55.0,75.0,4.0,3.0,0.0,3.8333333333333335,38.0,10.0,7.0,31.0,9.0,15.0,0.43478260869565216,0.510752688172043,0.0,0.2761904761904762,0.6666666666666666,0.8260869565217391,0.43506493506493504,0.6666666666666666,0.25,0.4296875,0.487012987012987,0.6666666666666666,0.3584905660377358,0.7142857142857143,0.875,0.32978723404255317,0.6,0.7894736842105263
Featherweight Bout,Andre Fili,Sheymon Moraes,False,KO/TKO,1,3.1166666666666667,,Jason Herzog,,"July 13, 2019",Andre Fili,1.0,19.0,20.0,0.0,0.0,0.0,0.08333333333333333,16.0,2.0,1.0,15.0,0.0,4.0,Sheymon Moraes,0.0,11.0,11.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,11.0,0.0,0.0,0.34545454545454546,0.3448275862068966,0.0,0.32,0.5,1.0,0.3,0.0,0.8,0.5,0.5,0.0,0.18181818181818182,0.6,1.0,0.5,0.0,0.0
Featherweight Bout,Ryan Hall,Darren Elkins,False,Decision - Unanimous,3,5.0,,Blake Grice,,"July 13, 2019",Darren Elkins,0.0,29.0,31.0,0.0,0.0,0.0,1.8333333333333333,8.0,11.0,10.0,16.0,1.0,12.0,Ryan Hall,2.0,36.0,40.0,0.0,1.0,1.0,0.11666666666666667,15.0,13.0,8.0,34.0,0.0,2.0,0.23015873015873015,0.2421875,0.0,0.0963855421686747,0.55,0.43478260869565216,0.19047619047619047,0.3333333333333333,0.3076923076923077,0.43373493975903615,0.43010752688172044,0.0,0.3191489361702128,0.48148148148148145,0.8888888888888888,0.4358974358974359,0.0,0.5
Bantamweight Bout,Jonathan Martinez,Pingyuan Liu,False,KO/TKO,3,3.9,,Josh Rosenthal,,"July 13, 2019",Pingyuan Liu,0.0,27.0,27.0,0.0,0.0,0.0,0.0,12.0,9.0,6.0,24.0,3.0,0.0,Jonathan Martinez,1.0,32.0,32.0,0.0,0.0,0.0,0.03333333333333333,22.0,7.0,3.0,31.0,0.0,1.0,0.18,0.18,0.0,0.09523809523809523,0.5294117647058824,0.8571428571428571,0.16666666666666666,0.5,0.0,0.2831858407079646,0.2831858407079646,0.0,0.2268041237113402,0.6363636363636364,0.6,0.2767857142857143,0.0,1.0
Bantamweight Bout,Benito Lopez,Vince Morales,False,Decision - Unanimous,3,5.0,,Josh Rosenthal,,"July 13, 2019",Benito Lopez,0.0,54.0,54.0,0.0,0.0,0.0,0.0,6.0,9.0,39.0,54.0,0.0,0.0,Vince Morales,1.0,64.0,67.0,0.0,0.0,0.0,0.48333333333333334,46.0,9.0,9.0,56.0,2.0,6.0,0.4090909090909091,0.4090909090909091,0.0,0.10909090909090909,0.36,0.75,0.4153846153846154,0.0,0.0,0.43537414965986393,0.44666666666666666,0.0,0.3770491803278688,0.6923076923076923,0.75,0.417910447761194,0.4,0.75
UFC Light Heavyweight Title Bout,Jon Jones,Thiago Santos,False,Decision - Split,5,5.0,,Herb Dean,,"July 06, 2019",Jon Jones,0.0,59.0,59.0,0.0,0.0,0.0,0.0,11.0,16.0,32.0,55.0,4.0,0.0,Thiago Santos,0.0,43.0,43.0,0.0,0.0,0.0,0.0,9.0,7.0,27.0,42.0,1.0,0.0,0.6555555555555556,0.6555555555555556,0.0,0.34375,0.8421052631578947,0.8205128205128205,0.6547619047619048,0.6666666666666666,0.0,0.25903614457831325,0.25903614457831325,0.0,0.09782608695652174,0.3333333333333333,0.5094339622641509,0.2641509433962264,0.14285714285714285,0.0
Welterweight Bout,Jorge Masvidal,Ben Askren,False,KO/TKO,1,0.08333333333333333,,Jason Herzog,,"July 06, 2019",Jorge Masvidal,1.0,3.0,3.0,0.0,0.0,0.0,0.03333333333333333,3.0,0.0,0.0,1.0,0.0,2.0,Ben Askren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Heavyweight Bout,Jan Blachowicz,Luke Rockhold,False,KO/TKO,2,1.65,,Herb Dean,,"July 06, 2019",Jan Blachowicz,1.0,30.0,38.0,0.0,0.0,0.0,0.016666666666666666,11.0,8.0,11.0,23.0,4.0,3.0,Luke Rockhold,0.0,14.0,17.0,0.0,0.0,0.0,3.433333333333333,4.0,8.0,2.0,9.0,5.0,0.0,0.7142857142857143,0.76,0.0,0.5238095238095238,0.8,1.0,0.6571428571428571,1.0,1.0,0.3888888888888889,0.4358974358974359,0.0,0.2,0.6666666666666666,0.5,0.2903225806451613,1.0,0.0
Welterweight Bout,Michael Chiesa,Diego Sanchez,False,Decision - Unanimous,3,5.0,,Mark Smith,,"July 06, 2019",Diego Sanchez,0.0,7.0,23.0,1.0,0.0,0.0,2.4,1.0,0.0,6.0,1.0,2.0,4.0,Michael Chiesa,0.0,47.0,98.0,5.0,0.0,1.0,11.816666666666666,46.0,1.0,0.0,4.0,5.0,38.0,0.6363636363636364,0.7419354838709677,0.5,0.25,0.0,1.0,0.3333333333333333,0.5,1.0,0.7014925373134329,0.7424242424242424,0.8333333333333334,0.696969696969697,1.0,0.0,0.5714285714285714,0.625,0.7307692307692307
Featherweight Bout,Arnold Allen,Gilbert Melendez,False,Decision - Unanimous,3,5.0,,Marc Goddard,,"July 06, 2019",Gilbert Melendez,0.0,23.0,27.0,0.0,0.0,0.0,0.0,19.0,2.0,2.0,22.0,1.0,0.0,Arnold Allen,0.0,102.0,102.0,1.0,0.0,0.0,0.9,62.0,26.0,14.0,102.0,0.0,0.0,0.20353982300884957,0.23076923076923078,0.0,0.18269230769230768,0.2857142857142857,1.0,0.1981981981981982,0.5,0.0,0.5368421052631579,0.5340314136125655,0.5,0.43356643356643354,0.9285714285714286,0.7368421052631579,0.5368421052631579,0.0,0.0
Bantamweight Bout,Marlon Vera,Nohelin Hernandez,False,Submission,2,3.4166666666666665,,Chris Tognoni,,"July 06, 2019",Marlon Vera,0.0,10.0,26.0,1.0,1.0,0.0,2.3833333333333333,5.0,1.0,4.0,7.0,0.0,3.0,Nohelin Hernandez,0.0,22.0,28.0,1.0,0.0,0.0,2.933333333333333,13.0,4.0,5.0,7.0,2.0,13.0,0.37037037037037035,0.48148148148148145,1.0,0.4166666666666667,0.125,0.5714285714285714,0.30434782608695654,0.0,0.75,0.4782608695652174,0.5283018867924528,0.5,0.38235294117647056,0.8,0.7142857142857143,0.4117647058823529,0.6666666666666666,0.5
Bantamweight Bout,Song Yadong,Alejandro Perez,False,KO/TKO,1,2.066666666666667,,Herb Dean,,"July 06, 2019",Alejandro Perez,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Song Yadong,1.0,8.0,8.0,0.0,0.0,0.0,0.016666666666666666,6.0,1.0,1.0,7.0,0.0,1.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.3333333333333333,0.07142857142857142,0.0,0.0,0.4,0.4,0.0,0.4,0.5,0.3333333333333333,0.3684210526315789,0.0,1.0
Middleweight Bout,Edmen Shahbazyan,Jack Marshman,False,Submission,1,1.2,,Marc Goddard,,"July 06, 2019",Edmen Shahbazyan,0.0,13.0,13.0,1.0,1.0,0.0,0.55,11.0,1.0,1.0,3.0,0.0,10.0,Jack Marshman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.5416666666666666,1.0,0.5,1.0,1.0,0.5,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Welterweight Bout,Chance Rencountre,Ismail Naurdiev,False,Decision - Unanimous,3,5.0,,Mark Smith,,"July 06, 2019",Ismail Naurdiev,0.0,21.0,56.0,2.0,0.0,0.0,0.36666666666666664,13.0,8.0,0.0,13.0,7.0,1.0,Chance Rencountre,0.0,4.0,48.0,2.0,0.0,0.0,11.25,1.0,2.0,1.0,3.0,1.0,0.0,0.4883720930232558,0.6829268292682927,1.0,0.40625,0.7272727272727273,0.0,0.40625,0.7,1.0,0.16666666666666666,0.42857142857142855,0.25,0.058823529411764705,0.3333333333333333,1.0,0.16666666666666666,1.0,0.0
Heavyweight Bout,Francis Ngannou,Junior Dos Santos,False,KO/TKO,1,1.1833333333333333,,Herb Dean,,"June 29, 2019",Francis Ngannou,1.0,9.0,9.0,0.0,0.0,0.0,0.06666666666666667,5.0,1.0,3.0,5.0,0.0,4.0,Junior Dos Santos,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.47368421052631576,0.47368421052631576,0.0,0.35714285714285715,1.0,0.75,0.4166666666666667,0.0,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,0.0
Flyweight Bout,Joseph Benavidez,Jussier Formiga,False,KO/TKO,2,4.783333333333333,,Jason Herzog,,"June 29, 2019",Jussier Formiga,0.0,15.0,15.0,1.0,0.0,0.0,0.43333333333333335,15.0,0.0,0.0,15.0,0.0,0.0,Joseph Benavidez,1.0,50.0,72.0,0.0,0.0,0.0,2.05,27.0,14.0,9.0,44.0,3.0,3.0,0.3125,0.3125,0.3333333333333333,0.3191489361702128,0.0,0.0,0.3125,0.0,0.0,0.43478260869565216,0.5217391304347826,0.0,0.35064935064935066,0.6086956521739131,0.6,0.411214953271028,0.75,0.75
Welterweight Bout,Demian Maia,Anthony Rocco Martin,False,Decision - Majority,3,5.0,,Vance Swerdan,,"June 29, 2019",Demian Maia,0.0,3.0,74.0,3.0,0.0,1.0,6.05,3.0,0.0,0.0,2.0,0.0,1.0,Anthony Rocco Martin,0.0,22.0,36.0,0.0,0.0,0.0,1.1833333333333333,13.0,7.0,2.0,16.0,1.0,5.0,0.25,0.8604651162790697,0.3333333333333333,0.25,0.0,0.0,0.18181818181818182,0.0,1.0,0.23157894736842105,0.3302752293577982,0.0,0.16049382716049382,0.5833333333333334,1.0,0.18604651162790697,1.0,0.625
Lightweight Bout,Vinc Pichel,Roosevelt Roberts,False,Decision - Unanimous,3,5.0,,Travis Metteer,,"June 29, 2019",Roosevelt Roberts,0.0,31.0,34.0,2.0,0.0,0.0,2.5833333333333335,22.0,6.0,3.0,26.0,5.0,0.0,Vinc Pichel,0.0,60.0,81.0,3.0,1.0,1.0,6.016666666666667,29.0,16.0,15.0,26.0,14.0,20.0,0.3563218390804598,0.37777777777777777,0.6666666666666666,0.29333333333333333,0.75,0.75,0.325,0.8333333333333334,0.0,0.594059405940594,0.6639344262295082,0.5,0.5272727272727272,0.6153846153846154,0.75,0.41935483870967744,0.875,0.8695652173913043
Lightweight Bout,Drew Dober,Marco Polo Reyes,False,KO/TKO,1,1.1166666666666667,,Jason Herzog,,"June 29, 2019",Drew Dober,1.0,16.0,17.0,0.0,0.0,0.0,0.08333333333333333,15.0,0.0,1.0,11.0,1.0,4.0,Marco Polo Reyes,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.5925925925925926,0.5862068965517241,0.0,0.6818181818181818,0.0,0.5,0.5,1.0,1.0,0.35714285714285715,0.35714285714285715,0.0,0.3076923076923077,0.0,1.0,0.35714285714285715,0.0,0.0
Light Heavyweight Bout,Alonzo Menifield,Paul Craig,False,KO/TKO,1,3.316666666666667,,Herb Dean,,"June 29, 2019",Alonzo Menifield,0.0,8.0,8.0,0.0,0.0,0.0,1.3666666666666667,6.0,1.0,1.0,3.0,1.0,4.0,Paul Craig,0.0,7.0,21.0,0.0,0.0,0.0,0.2,3.0,4.0,0.0,4.0,3.0,0.0,0.36363636363636365,0.34782608695652173,0.0,0.3,1.0,1.0,0.17647058823529413,1.0,1.0,0.5384615384615384,0.75,0.0,0.5,0.5714285714285714,0.0,0.5,0.6,0.0
Bantamweight Bout,Ricardo Ramos,Journey Newson,False,Decision - Unanimous,3,5.0,,Travis Metteer,,"June 29, 2019",Ricardo Ramos,0.0,40.0,48.0,3.0,0.0,0.0,2.7666666666666666,23.0,8.0,9.0,37.0,1.0,2.0,Journey Newson,0.0,38.0,41.0,0.0,1.0,0.0,0.16666666666666666,9.0,9.0,20.0,37.0,1.0,0.0,0.3333333333333333,0.37209302325581395,1.0,0.25555555555555554,0.47058823529411764,0.6923076923076923,0.3162393162393162,1.0,1.0,0.3089430894308943,0.3228346456692913,0.0,0.1125,0.5,0.8,0.30327868852459017,1.0,0.0
Light Heavyweight Bout,Eryk Anders,Vinicius Moreira,False,KO/TKO,1,1.3,,Vance Swerdan,,"June 29, 2019",Eryk Anders,1.0,11.0,13.0,0.0,0.0,0.0,0.16666666666666666,11.0,0.0,0.0,5.0,2.0,4.0,Vinicius Moreira,0.0,2.0,2.0,0.0,0.0,0.0,0.6833333333333333,0.0,1.0,1.0,2.0,0.0,0.0,0.7333333333333333,0.7647058823529411,0.0,0.7333333333333333,0.0,0.0,0.625,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,1.0,0.6666666666666666,0.0,0.0
Lightweight Bout,Jared Gordon,Dan Moret,False,Decision - Unanimous,3,5.0,,Herb Dean,,"June 29, 2019",Jared Gordon,0.0,48.0,171.0,2.0,0.0,2.0,9.733333333333333,43.0,4.0,1.0,17.0,8.0,23.0,Dan Moret,0.0,34.0,37.0,2.0,1.0,0.0,2.1666666666666665,11.0,18.0,5.0,21.0,12.0,1.0,0.6075949367088608,0.7844036697247706,0.3333333333333333,0.5972222222222222,0.6666666666666666,1.0,0.53125,0.5714285714285714,0.696969696969697,0.4657534246575342,0.47435897435897434,1.0,0.24444444444444444,0.8181818181818182,0.8333333333333334,0.42857142857142855,0.5454545454545454,0.5
Light Heavyweight Bout,Dalcha Lungiambula,Dequan Townsend,False,KO/TKO,3,0.7,,Travis Metteer,,"June 29, 2019",Dalcha Lungiambula,1.0,32.0,64.0,4.0,0.0,0.0,7.716666666666667,22.0,9.0,1.0,7.0,2.0,23.0,Dequan Townsend,0.0,13.0,32.0,0.0,0.0,0.0,0.03333333333333333,8.0,4.0,1.0,8.0,2.0,3.0,0.7441860465116279,0.8,0.6666666666666666,0.7333333333333333,0.75,1.0,0.4666666666666667,1.0,0.8846153846153846,0.43333333333333335,0.64,0.0,0.34782608695652173,0.6666666666666666,1.0,0.32,1.0,1.0
Heavyweight Bout,Maurice Greene,Junior Albini,False,KO/TKO,1,3.6333333333333333,,Jason Herzog,,"June 29, 2019",Maurice Greene,2.0,37.0,39.0,0.0,0.0,0.0,0.6,17.0,9.0,11.0,31.0,4.0,2.0,Junior Albini,0.0,19.0,22.0,0.0,0.0,0.0,0.5166666666666667,10.0,7.0,2.0,17.0,2.0,0.0,0.4457831325301205,0.4588235294117647,0.0,0.2982456140350877,0.8181818181818182,0.7333333333333333,0.4696969696969697,0.4,0.2857142857142857,0.4318181818181818,0.46808510638297873,0.0,0.3333333333333333,0.6363636363636364,0.6666666666666666,0.425,0.5,0.0
Featherweight Bout,Chan Sung Jung,Renato Moicano,False,KO/TKO,1,0.9666666666666667,,Blake Grice,,"June 22, 2019",Renato Moicano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chan Sung Jung,1.0,16.0,18.0,0.0,0.0,0.0,0.43333333333333335,15.0,0.0,1.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6923076923076923,0.0,0.6521739130434783,0.0,1.0,0.5,0.0,0.7222222222222222
Welterweight Bout,Randy Brown,Bryan Barberena,False,KO/TKO,3,2.9,,Dan Miragliotta,,"June 22, 2019",Bryan Barberena,0.0,47.0,122.0,0.0,0.0,0.0,0.9833333333333333,15.0,11.0,21.0,29.0,15.0,3.0,Randy Brown,1.0,89.0,91.0,0.0,0.0,0.0,2.6333333333333333,44.0,31.0,14.0,59.0,30.0,0.0,0.46534653465346537,0.6853932584269663,0.0,0.2727272727272727,0.6875,0.7,0.37662337662337664,0.75,0.75,0.5855263157894737,0.5909090909090909,0.0,0.4536082474226804,0.7560975609756098,1.0,0.4957983193277311,0.9090909090909091,0.0
Bantamweight Bout,Andre Ewell,Anderson Dos Santos,False,Decision - Unanimous,3,5.0,,Gary Copeland,,"June 22, 2019",Andre Ewell,0.0,73.0,74.0,0.0,0.0,0.0,0.03333333333333333,67.0,5.0,1.0,72.0,1.0,0.0,Anderson Dos Santos,0.0,35.0,63.0,2.0,0.0,0.0,3.8666666666666667,26.0,3.0,6.0,29.0,4.0,2.0,0.42196531791907516,0.42528735632183906,0.0,0.40853658536585363,0.625,1.0,0.4186046511627907,1.0,0.0,0.26515151515151514,0.38650306748466257,0.2222222222222222,0.2222222222222222,0.6,0.6,0.23577235772357724,1.0,0.4
Middleweight Bout,Kevin Holland,Alessio Di Chirico,False,Decision - Unanimous,3,5.0,,Blake Grice,,"June 22, 2019",Kevin Holland,0.0,58.0,192.0,0.0,0.0,0.0,3.3333333333333335,13.0,18.0,27.0,43.0,15.0,0.0,Alessio Di Chirico,0.0,51.0,62.0,2.0,0.0,0.0,1.7,29.0,6.0,16.0,35.0,15.0,1.0,0.49572649572649574,0.758893280632411,0.0,0.21311475409836064,0.6923076923076923,0.9,0.43,0.8823529411764706,0.0,0.6071428571428571,0.6391752577319587,0.5,0.5087719298245614,0.5454545454545454,1.0,0.546875,0.7894736842105263,1.0
Featherweight Bout,Dan Ige,Kevin Aguilar,False,Decision - Unanimous,3,5.0,,Jimmy Neely,,"June 22, 2019",Dan Ige,1.0,71.0,92.0,1.0,0.0,0.0,4.116666666666666,52.0,12.0,7.0,44.0,6.0,21.0,Kevin Aguilar,0.0,33.0,65.0,1.0,0.0,1.0,2.316666666666667,21.0,10.0,2.0,21.0,5.0,7.0,0.568,0.6301369863013698,0.25,0.5098039215686274,0.75,1.0,0.4943820224719101,0.6666666666666666,0.7777777777777778,0.3173076923076923,0.47794117647058826,1.0,0.25301204819277107,0.5555555555555556,0.6666666666666666,0.2413793103448276,0.8333333333333334,0.6363636363636364
Lightweight Bout,Luis Pena,Matt Wiman,False,KO/TKO,3,1.2333333333333334,,Dan Miragliotta,,"June 22, 2019",Matt Wiman,0.0,24.0,28.0,1.0,0.0,0.0,0.23333333333333334,2.0,3.0,19.0,24.0,0.0,0.0,Luis Pena,0.0,87.0,98.0,1.0,1.0,1.0,7.55,84.0,3.0,0.0,18.0,9.0,60.0,0.5714285714285714,0.6086956521739131,0.3333333333333333,0.1111111111111111,0.75,0.95,0.6666666666666666,0.0,0.0,0.5878378378378378,0.6125,1.0,0.5833333333333334,0.75,0.0,0.4,0.75,0.6593406593406593
Heavyweight Bout,Jairzinho Rozenstruik,Allen Crowder,False,KO/TKO,1,0.15,,Blake Grice,,"June 22, 2019",Allen Crowder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jairzinho Rozenstruik,1.0,4.0,4.0,0.0,0.0,0.0,0.03333333333333333,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Middleweight Bout,Deron Winn,Eric Spicely,False,Decision - Unanimous,3,5.0,,Dan Miragliotta,,"June 22, 2019",Deron Winn,0.0,169.0,171.0,0.0,0.0,0.0,1.3,125.0,39.0,5.0,137.0,32.0,0.0,Eric Spicely,0.0,108.0,108.0,0.0,0.0,0.0,0.05,90.0,17.0,1.0,74.0,34.0,0.0,0.4604904632152589,0.4634146341463415,0.0,0.39556962025316456,0.8478260869565217,1.0,0.4254658385093168,0.7111111111111111,0.0,0.48214285714285715,0.48214285714285715,0.0,0.4368932038834951,1.0,1.0,0.3978494623655914,0.8947368421052632,0.0
UFC Bantamweight Title Bout,Henry Cejudo,Marlon Moraes,False,KO/TKO,3,4.85,,Marc Goddard,,"June 08, 2019",Henry Cejudo,0.0,90.0,99.0,1.0,1.0,0.0,2.6666666666666665,73.0,13.0,4.0,45.0,19.0,26.0,Marlon Moraes,0.0,57.0,59.0,0.0,0.0,0.0,0.0,35.0,7.0,15.0,54.0,2.0,1.0,0.5263157894736842,0.5439560439560439,0.25,0.4866666666666667,0.8125,0.8,0.3813559322033898,0.8260869565217391,0.8666666666666667,0.4789915966386555,0.48760330578512395,0.0,0.39325842696629215,0.875,0.6818181818181818,0.46551724137931033,1.0,1.0
Lightweight Bout,Tony Ferguson,Donald Cerrone,False,TKO - Doctor's Stoppage,2,5.0,,Dan Miragliotta,,"June 08, 2019",Tony Ferguson,0.0,104.0,104.0,0.0,0.0,0.0,0.0,65.0,25.0,14.0,103.0,1.0,0.0,Donald Cerrone,0.0,68.0,68.0,1.0,0.0,0.0,0.11666666666666667,43.0,15.0,10.0,68.0,0.0,0.0,0.52,0.52,0.0,0.4513888888888889,0.6756756756756757,0.7368421052631579,0.5202020202020202,0.5,0.0,0.3675675675675676,0.3675675675675676,1.0,0.28289473684210525,0.6521739130434783,1.0,0.3695652173913043,0.0,0.0
Bantamweight Bout,Petr Yan,Jimmie Rivera,False,Decision - Unanimous,3,5.0,,Kevin MacDonald,,"June 08, 2019",Jimmie Rivera,0.0,73.0,76.0,0.0,0.0,0.0,0.65,42.0,15.0,16.0,60.0,9.0,4.0,Petr Yan,2.0,56.0,58.0,1.0,0.0,0.0,0.65,40.0,13.0,3.0,42.0,10.0,4.0,0.3802083333333333,0.38974358974358975,0.0,0.2896551724137931,0.625,0.6956521739130435,0.3468208092485549,0.6,1.0,0.2962962962962963,0.3020833333333333,0.3333333333333333,0.24096385542168675,0.6842105263157895,0.75,0.25149700598802394,0.8333333333333334,0.4
Heavyweight Bout,Blagoy Ivanov,Tai Tuivasa,False,Decision - Unanimous,3,5.0,,Dan Miragliotta,,"June 08, 2019",Tai Tuivasa,0.0,64.0,66.0,0.0,0.0,0.0,2.65,39.0,6.0,19.0,50.0,14.0,0.0,Blagoy Ivanov,1.0,73.0,81.0,2.0,0.0,0.0,2.6333333333333333,65.0,7.0,1.0,62.0,5.0,6.0,0.4444444444444444,0.4520547945205479,0.0,0.34210526315789475,0.8571428571428571,0.8260869565217391,0.3968253968253968,0.7777777777777778,0.0,0.5934959349593496,0.6183206106870229,1.0,0.5701754385964912,0.875,1.0,0.5585585585585585,0.8333333333333334,1.0
Bantamweight Bout,Aljamain Sterling,Pedro Munhoz,False,Decision - Unanimous,3,5.0,,Marc Goddard,,"June 08, 2019",Aljamain Sterling,0.0,174.0,175.0,0.0,0.0,0.0,0.0,123.0,36.0,15.0,172.0,2.0,0.0,Pedro Munhoz,0.0,105.0,108.0,0.0,0.0,0.0,0.08333333333333333,44.0,29.0,32.0,102.0,3.0,0.0,0.498567335243553,0.5,0.0,0.492,0.4931506849315068,0.5769230769230769,0.5088757396449705,0.18181818181818182,0.0,0.39622641509433965,0.40148698884758366,0.0,0.27672955974842767,0.453125,0.7619047619047619,0.3968871595330739,0.375,0.0
Featherweight Bout,Calvin Kattar,Ricardo Lamas,False,KO/TKO,1,4.1,,Dan Miragliotta,,"June 08, 2019",Ricardo Lamas,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,12.0,0.0,0.0,Calvin Kattar,1.0,22.0,22.0,0.0,0.0,0.0,0.03333333333333333,11.0,11.0,0.0,16.0,2.0,4.0,0.41379310344827586,0.41379310344827586,0.0,0.16666666666666666,0.8,0.5,0.41379310344827586,0.0,0.0,0.5365853658536586,0.5365853658536586,0.0,0.39285714285714285,0.8461538461538461,0.0,0.47058823529411764,1.0,0.8
