Title,Winner,Loser,Draw,Method,Round,Time,Time Format,Referee,Details,Date,Red Fighter,Red KD,Red Sig. str.,Red Total str.,Red Td,Red Sub. att,Red Rev.,Red Ctrl,Red Head,Red Body,Red Leg,Red Distance,Red Clinch,Red Ground,Blue Fighter,Blue KD,Blue Sig. str.,Blue Total str.,Blue Td,Blue Sub. att,Blue Rev.,Blue Ctrl,Blue Head,Blue Body,Blue Leg,Blue Distance,Blue Clinch,Blue Ground,Red Sig. str.%,Red Total str.%,Red Td%,Red Head%,Red Body%,Red Leg%,Red Distance%,Red Clinch%,Red Ground%,Blue Sig. str.%,Blue Total str.%,Blue Td%,Blue Head%,Blue Body%,Blue Leg%,Blue Distance%,Blue Clinch%,Blue Ground%
Middleweight Bout,Ed Herman,Kyle Noke,False,Submission,1,4.25,,Mario Yamasaki,,"August 14, 2011",Ed Herman,0.0,2.0,4.0,1.0,3.0,0.0,0.2,2.0,0.0,0.0,1.0,0.0,1.0,Kyle Noke,0.0,12.0,19.0,1.0,0.0,0.0,3.4166666666666665,6.0,5.0,1.0,3.0,0.0,9.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.0,0.0,0.25,0.0,1.0,0.9230769230769231,0.95,0.3333333333333333,0.8571428571428571,1.0,1.0,1.0,0.0,0.9
Light Heavyweight Bout,Ronny Markes,Karlos Vemola,False,Decision - Unanimous,3,5.0,,Rob Hinds,,"August 14, 2011",Ronny Markes,0.0,40.0,142.0,6.0,0.0,0.0,12.966666666666667,10.0,17.0,13.0,9.0,23.0,8.0,Karlos Vemola,0.0,8.0,44.0,0.0,1.0,0.0,0.6,6.0,2.0,0.0,8.0,0.0,0.0,0.7692307692307693,0.7759562841530054,1.0,0.45454545454545453,1.0,1.0,0.47368421052631576,1.0,0.8,0.3333333333333333,0.6567164179104478,0.0,0.2727272727272727,1.0,0.0,0.3333333333333333,0.0,0.0
Featherweight Bout,Jimy Hettes,Alex Caceres,False,Submission,2,3.2,,Herb Dean,,"August 14, 2011",Jimy Hettes,0.0,2.0,31.0,5.0,2.0,1.0,4.516666666666667,2.0,0.0,0.0,0.0,0.0,2.0,Alex Caceres,0.0,13.0,25.0,0.0,0.0,2.0,2.183333333333333,8.0,4.0,1.0,3.0,3.0,7.0,0.2857142857142857,0.7045454545454546,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.52,0.6578947368421053,0.0,0.42105263157894735,0.8,1.0,0.375,0.75,0.5384615384615384
Lightweight Bout,Cole Miller,TJ O'Brien,False,Submission,2,2.6333333333333333,,Josh Rosenthal,,"August 14, 2011",Cole Miller,1.0,32.0,36.0,0.0,2.0,0.0,0.8166666666666667,17.0,1.0,14.0,23.0,0.0,9.0,TJ O'Brien,0.0,28.0,28.0,0.0,0.0,0.0,0.11666666666666667,11.0,4.0,13.0,28.0,0.0,0.0,0.42105263157894735,0.4444444444444444,0.0,0.288135593220339,0.5,0.9333333333333333,0.3484848484848485,0.0,0.9,0.45901639344262296,0.45901639344262296,0.0,0.2619047619047619,0.8,0.9285714285714286,0.4666666666666667,0.0,0.0
Lightweight Bout,Jacob Volkmann,Danny Castillo,False,Decision - Unanimous,3,5.0,,Mario Yamasaki,,"August 14, 2011",Jacob Volkmann,0.0,6.0,39.0,3.0,6.0,0.0,7.783333333333333,4.0,1.0,1.0,3.0,0.0,3.0,Danny Castillo,0.0,22.0,47.0,1.0,0.0,1.0,3.1,2.0,9.0,11.0,7.0,3.0,12.0,0.375,0.7647058823529411,0.6,0.3076923076923077,0.5,1.0,0.23076923076923078,0.0,1.0,0.7333333333333333,0.8245614035087719,0.25,0.2,1.0,1.0,0.4666666666666667,1.0,1.0
Bantamweight Bout,Edwin Figueroa,Jason Reinhardt,False,KO/TKO,2,0.8333333333333334,,Rob Hinds,,"August 14, 2011",Edwin Figueroa,0.0,23.0,46.0,0.0,1.0,1.0,1.9333333333333333,15.0,5.0,3.0,4.0,1.0,18.0,Jason Reinhardt,0.0,1.0,2.0,1.0,0.0,0.0,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.5897435897435898,0.696969696969697,0.0,0.4838709677419355,1.0,1.0,0.3076923076923077,1.0,0.72,1.0,0.6666666666666666,0.125,1.0,0.0,0.0,1.0,0.0,0.0
Light Heavyweight Bout,Rashad Evans,Tito Ortiz,False,KO/TKO,2,4.8,,Dan Miragliotta,,"August 06, 2011",Rashad Evans,0.0,48.0,77.0,1.0,0.0,0.0,5.083333333333333,42.0,5.0,1.0,8.0,12.0,28.0,Tito Ortiz,0.0,5.0,6.0,1.0,1.0,0.0,1.0666666666666667,4.0,1.0,0.0,1.0,4.0,0.0,0.4948453608247423,0.5703703703703704,1.0,0.46153846153846156,1.0,1.0,0.2857142857142857,0.6,0.5714285714285714,0.18518518518518517,0.21428571428571427,1.0,0.19047619047619047,0.25,0.0,0.05263157894736842,0.5,0.0
Middleweight Bout,Vitor Belfort,Yoshihiro Akiyama,False,KO/TKO,1,1.8666666666666667,,Mario Yamasaki,,"August 06, 2011",Vitor Belfort,2.0,12.0,12.0,0.0,0.0,0.0,0.15,11.0,0.0,1.0,3.0,3.0,6.0,Yoshihiro Akiyama,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.48,0.48,0.0,0.5,0.0,0.3333333333333333,0.3,0.6,0.6,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0
Welterweight Bout,Brian Ebersole,Dennis Hallman,False,KO/TKO,1,4.466666666666667,,Kevin Mulhall,,"August 06, 2011",Dennis Hallman,0.0,0.0,2.0,1.0,1.0,0.0,2.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,Brian Ebersole,0.0,19.0,49.0,0.0,0.0,1.0,2.1166666666666667,18.0,1.0,0.0,0.0,0.0,19.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.8448275862068966,0.0,0.782608695652174,1.0,0.0,0.0,0.0,0.7916666666666666
Middleweight Bout,Constantinos Philippou,Jorge Rivera,False,Decision - Split,3,5.0,,Mario Yamasaki,,"August 06, 2011",Jorge Rivera,0.0,25.0,69.0,1.0,0.0,1.0,5.1,15.0,6.0,4.0,11.0,7.0,7.0,Constantinos Philippou,1.0,35.0,79.0,2.0,1.0,1.0,5.583333333333333,29.0,5.0,1.0,12.0,9.0,14.0,0.35714285714285715,0.5267175572519084,0.5,0.25862068965517243,0.75,1.0,0.22916666666666666,0.5833333333333334,0.7,0.39325842696629215,0.5486111111111112,0.6666666666666666,0.3670886075949367,0.625,0.5,0.2553191489361702,0.5625,0.5384615384615384
Welterweight Bout,Rory MacDonald,Mike Pyle,False,KO/TKO,1,3.9,,Kevin Mulhall,,"August 06, 2011",Rory MacDonald,0.0,24.0,27.0,0.0,2.0,0.0,1.8166666666666667,21.0,0.0,3.0,4.0,1.0,19.0,Mike Pyle,0.0,3.0,25.0,2.0,0.0,0.0,1.0166666666666666,1.0,0.0,2.0,1.0,2.0,0.0,0.6486486486486487,0.675,0.0,0.6176470588235294,0.0,1.0,0.4444444444444444,0.5,0.7307692307692307,0.17647058823529413,0.6097560975609756,0.5,0.06666666666666667,0.0,1.0,0.07692307692307693,0.6666666666666666,0.0
Light Heavyweight Bout,Alexander Gustafsson,Matt Hamill,False,KO/TKO,2,3.566666666666667,,Dan Miragliotta,,"August 06, 2011",Matt Hamill,0.0,13.0,13.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,12.0,1.0,0.0,Alexander Gustafsson,1.0,37.0,41.0,0.0,0.0,0.0,0.36666666666666664,30.0,4.0,3.0,19.0,5.0,13.0,0.38235294117647056,0.37142857142857144,0.0,0.42857142857142855,1.0,0.0,0.36363636363636365,1.0,0.0,0.37755102040816324,0.3942307692307692,0.0,0.3409090909090909,0.6666666666666666,0.75,0.2638888888888889,0.7142857142857143,0.6842105263157895
Featherweight Bout,Chad Mendes,Rani Yahya,False,Decision - Unanimous,3,5.0,,Keith Peterson,,"August 06, 2011",Chad Mendes,0.0,35.0,46.0,5.0,0.0,0.0,4.733333333333333,20.0,3.0,12.0,24.0,1.0,10.0,Rani Yahya,0.0,15.0,43.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,15.0,0.0,0.0,0.4861111111111111,0.5542168674698795,1.0,0.47619047619047616,0.6,0.48,0.4067796610169492,1.0,0.8333333333333334,0.1724137931034483,0.3739130434782609,0.0,0.11428571428571428,0.5,0.36363636363636365,0.17647058823529413,0.0,0.0
Bantamweight Bout,Ivan Menjivar,Nick Pace,False,Decision - Unanimous,3,5.0,,Keith Peterson,,"August 06, 2011",Ivan Menjivar,0.0,61.0,87.0,0.0,0.0,0.0,0.016666666666666666,25.0,15.0,21.0,56.0,5.0,0.0,Nick Pace,0.0,31.0,34.0,2.0,1.0,0.0,3.066666666666667,23.0,3.0,5.0,28.0,2.0,1.0,0.3370165745856354,0.4182692307692308,0.0,0.21367521367521367,0.5172413793103449,0.6,0.32558139534883723,0.5555555555555556,0.0,0.2672413793103448,0.2809917355371901,0.5,0.23469387755102042,0.3333333333333333,0.5555555555555556,0.25688073394495414,0.4,0.5
Welterweight Bout,Johny Hendricks,Mike Pierce,False,Decision - Split,3,5.0,,Mario Yamasaki,,"August 06, 2011",Johny Hendricks,0.0,54.0,90.0,1.0,0.0,0.0,1.8666666666666667,31.0,15.0,8.0,24.0,30.0,0.0,Mike Pierce,0.0,37.0,81.0,1.0,0.0,0.0,3.1666666666666665,25.0,9.0,3.0,13.0,21.0,3.0,0.4462809917355372,0.5660377358490566,0.16666666666666666,0.33695652173913043,0.8333333333333334,0.7272727272727273,0.3,0.7317073170731707,0.0,0.37373737373737376,0.5586206896551724,0.25,0.30864197530864196,0.6,1.0,0.21666666666666667,0.5833333333333334,1.0
Featherweight Bout,Mike Brown,Nam Phan,False,Decision - Unanimous,3,5.0,,Keith Peterson,,"August 06, 2011",Mike Brown,0.0,60.0,138.0,5.0,0.0,0.0,8.616666666666667,48.0,7.0,5.0,25.0,6.0,29.0,Nam Phan,0.0,38.0,51.0,0.0,0.0,0.0,0.0,26.0,11.0,1.0,38.0,0.0,0.0,0.4878048780487805,0.647887323943662,0.2777777777777778,0.48,0.4117647058823529,0.8333333333333334,0.3125,0.75,0.8285714285714286,0.31666666666666665,0.38345864661654133,0.0,0.25,0.7333333333333333,1.0,0.31666666666666665,0.0,0.0
Middleweight Bout,Rafael Natal,Paul Bradley,False,Decision - Unanimous,3,5.0,,Kevin Mulhall,,"August 06, 2011",Rafael Natal,0.0,43.0,55.0,0.0,0.0,0.0,0.06666666666666667,17.0,6.0,20.0,38.0,5.0,0.0,Paul Bradley,0.0,13.0,19.0,3.0,0.0,0.0,2.5833333333333335,11.0,1.0,1.0,10.0,2.0,1.0,0.34959349593495936,0.4074074074074074,0.0,0.2073170731707317,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.0,0.19402985074626866,0.25333333333333335,0.25,0.1774193548387097,0.25,1.0,0.1694915254237288,0.3333333333333333,0.5
UFC Bantamweight Title Bout,Dominick Cruz,Urijah Faber,False,Decision - Unanimous,5,5.0,,Steve Mazzagatti,,"July 02, 2011",Dominick Cruz,0.0,90.0,97.0,4.0,0.0,1.0,2.283333333333333,50.0,27.0,13.0,82.0,8.0,0.0,Urijah Faber,0.0,50.0,58.0,1.0,0.0,0.0,0.75,31.0,12.0,7.0,36.0,14.0,0.0,0.37815126050420167,0.3943089430894309,0.3076923076923077,0.29239766081871343,0.5625,0.6842105263157895,0.36444444444444446,0.6153846153846154,0.0,0.29411764705882354,0.32044198895027626,0.2,0.2366412213740458,0.46153846153846156,0.5384615384615384,0.2482758620689655,0.56,0.0
Middleweight Bout,Chris Leben,Wanderlei Silva,False,KO/TKO,1,0.45,,Josh Rosenthal,,"July 02, 2011",Wanderlei Silva,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,Chris Leben,1.0,9.0,12.0,0.0,0.0,0.0,0.03333333333333333,7.0,0.0,2.0,3.0,2.0,4.0,0.375,0.375,0.0,0.375,0.0,0.0,0.375,0.0,0.0,0.9,0.9230769230769231,0.0,0.875,0.0,1.0,0.75,1.0,1.0
Lightweight Bout,Dennis Siver,Matt Wiman,False,Decision - Unanimous,3,5.0,,Yves Lavigne,,"July 02, 2011",Dennis Siver,0.0,31.0,128.0,1.0,0.0,0.0,1.4666666666666666,14.0,5.0,12.0,28.0,3.0,0.0,Matt Wiman,0.0,26.0,34.0,5.0,2.0,0.0,7.566666666666666,18.0,1.0,7.0,13.0,1.0,12.0,0.27927927927927926,0.6009389671361502,1.0,0.16470588235294117,0.5,0.75,0.2916666666666667,0.21428571428571427,0.0,0.3561643835616438,0.3953488372093023,0.3125,0.3103448275862069,0.5,0.5384615384615384,0.28888888888888886,0.5,0.46153846153846156
Light Heavyweight Bout,Tito Ortiz,Ryan Bader,False,Submission,1,1.9333333333333333,,Mario Yamasaki,,"July 02, 2011",Tito Ortiz,1.0,6.0,7.0,0.0,1.0,0.0,0.1,4.0,1.0,1.0,5.0,0.0,1.0,Ryan Bader,0.0,4.0,4.0,0.0,0.0,0.0,0.15,1.0,0.0,3.0,4.0,0.0,0.0,0.375,0.4117647058823529,0.0,0.3333333333333333,1.0,0.3333333333333333,0.35714285714285715,0.0,0.5,0.19047619047619047,0.19047619047619047,0.0,0.07692307692307693,0.0,0.375,0.19047619047619047,0.0,0.0
Welterweight Bout,Carlos Condit,Dong Hyun Kim,False,KO/TKO,1,2.966666666666667,,Steve Mazzagatti,,"July 02, 2011",Carlos Condit,1.0,8.0,9.0,0.0,1.0,1.0,0.15,7.0,0.0,1.0,3.0,0.0,5.0,Dong Hyun Kim,0.0,1.0,1.0,1.0,0.0,0.0,0.23333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.38095238095238093,0.4090909090909091,0.0,0.4117647058823529,0.0,0.3333333333333333,0.2,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,1.0,0.2,0.0,0.0,0.16666666666666666,0.0,0.0
Lightweight Bout,Melvin Guillard,Shane Roller,False,KO/TKO,1,2.2,,Josh Rosenthal,,"July 02, 2011",Melvin Guillard,2.0,17.0,17.0,0.0,0.0,0.0,0.1,11.0,3.0,3.0,11.0,2.0,4.0,Shane Roller,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.40476190476190477,0.40476190476190477,0.0,0.36666666666666664,0.375,0.75,0.3333333333333333,1.0,0.5714285714285714,0.07692307692307693,0.07692307692307693,0.0,0.1,0.0,0.0,0.07692307692307693,0.0,0.0
Lightweight Bout,Rafael Dos Anjos,George Sotiropoulos,False,KO/TKO,1,0.9833333333333333,,Yves Lavigne,,"July 02, 2011",George Sotiropoulos,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,Rafael Dos Anjos,1.0,2.0,2.0,0.0,0.0,0.0,0.05,1.0,0.0,1.0,2.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.0,0.0,0.2,0.2,0.0,0.125,0.0,0.5,0.2,0.0,0.0
Bantamweight Bout,Brian Bowles,Takeya Mizugaki,False,Decision - Unanimous,3,5.0,,Mario Yamasaki,,"July 02, 2011",Brian Bowles,0.0,29.0,46.0,1.0,0.0,0.0,6.15,14.0,15.0,0.0,17.0,12.0,0.0,Takeya Mizugaki,0.0,14.0,33.0,0.0,0.0,0.0,0.4,10.0,0.0,4.0,13.0,1.0,0.0,0.3372093023255814,0.42990654205607476,1.0,0.2028985507246377,0.8823529411764706,0.0,0.22972972972972974,1.0,0.0,0.15730337078651685,0.2972972972972973,0.0,0.12987012987012986,0.0,0.4444444444444444,0.1566265060240964,0.16666666666666666,0.0
Middleweight Bout,Aaron Simpson,Brad Tavares,False,Decision - Unanimous,3,5.0,,Josh Rosenthal,,"July 02, 2011",Brad Tavares,0.0,13.0,41.0,1.0,0.0,0.0,0.9666666666666667,5.0,5.0,3.0,9.0,4.0,0.0,Aaron Simpson,0.0,43.0,127.0,2.0,2.0,0.0,10.983333333333333,13.0,7.0,23.0,8.0,32.0,3.0,0.3939393939393939,0.6612903225806451,0.25,0.20833333333333334,0.8333333333333334,1.0,0.34615384615384615,0.5714285714285714,0.0,0.6515151515151515,0.8141025641025641,0.13333333333333333,0.43333333333333335,0.875,0.8214285714285714,0.38095238095238093,0.7619047619047619,1.0
Lightweight Bout,Anthony Njokuani,Andre Winner,False,Decision - Unanimous,3,5.0,,Yves Lavigne,,"July 02, 2011",Anthony Njokuani,0.0,116.0,118.0,2.0,0.0,0.0,1.1,61.0,31.0,24.0,75.0,41.0,0.0,Andre Winner,0.0,15.0,17.0,0.0,0.0,0.0,0.4166666666666667,8.0,6.0,1.0,10.0,5.0,0.0,0.5497630331753555,0.5514018691588785,0.6666666666666666,0.4357142857142857,0.7948717948717948,0.75,0.49019607843137253,0.7068965517241379,0.0,0.13157894736842105,0.14655172413793102,0.0,0.08695652173913043,0.42857142857142855,0.125,0.09523809523809523,0.5555555555555556,0.0
Bantamweight Bout,Jeff Hougland,Donny Walker,False,Decision - Unanimous,3,5.0,,Mario Yamasaki,,"July 02, 2011",Jeff Hougland,0.0,61.0,104.0,1.0,4.0,2.0,3.7,36.0,9.0,16.0,49.0,4.0,8.0,Donny Walker,0.0,31.0,82.0,0.0,2.0,0.0,6.316666666666666,14.0,4.0,13.0,26.0,2.0,3.0,0.5258620689655172,0.6303030303030303,0.2,0.43902439024390244,0.6923076923076923,0.7619047619047619,0.5,1.0,0.5714285714285714,0.37349397590361444,0.5985401459854015,0.0,0.25,0.3333333333333333,0.8666666666666667,0.34210526315789475,0.6666666666666666,0.75
Heavyweight Bout,Cheick Kongo,Pat Barry,False,KO/TKO,1,2.65,,Dan Miragliotta,,"June 26, 2011",Cheick Kongo,1.0,10.0,11.0,0.0,0.0,0.0,0.016666666666666666,5.0,0.0,5.0,8.0,0.0,2.0,Pat Barry,2.0,8.0,11.0,0.0,0.0,0.0,0.15,6.0,0.0,2.0,4.0,0.0,4.0,0.625,0.6470588235294118,0.0,0.7142857142857143,0.0,0.7142857142857143,0.5714285714285714,0.0,1.0,0.5,0.5789473684210527,0.0,0.42857142857142855,0.0,1.0,0.5,0.0,0.5
Welterweight Bout,Charlie Brenneman,Rick Story,False,Decision - Unanimous,3,5.0,,Mark Matheny,,"June 26, 2011",Charlie Brenneman,0.0,11.0,70.0,5.0,0.0,1.0,9.7,9.0,1.0,1.0,3.0,3.0,5.0,Rick Story,0.0,17.0,61.0,2.0,4.0,0.0,2.783333333333333,9.0,6.0,2.0,7.0,5.0,5.0,0.4230769230769231,0.813953488372093,0.625,0.391304347826087,0.5,1.0,0.3333333333333333,0.3,0.7142857142857143,0.3695652173913043,0.6703296703296703,0.5,0.2571428571428571,0.75,0.6666666666666666,0.25925925925925924,0.38461538461538464,0.8333333333333334
Welterweight Bout,Matt Brown,John Howard,False,Decision - Unanimous,3,5.0,,Dan Miragliotta,,"June 26, 2011",Matt Brown,0.0,38.0,96.0,3.0,3.0,0.0,3.566666666666667,26.0,7.0,5.0,30.0,5.0,3.0,John Howard,0.0,20.0,29.0,5.0,0.0,1.0,6.666666666666667,3.0,2.0,15.0,17.0,1.0,2.0,0.4578313253012048,0.6620689655172414,0.75,0.36619718309859156,1.0,1.0,0.4225352112676056,0.7142857142857143,0.6,0.5714285714285714,0.6304347826086957,0.45454545454545453,0.23076923076923078,0.6666666666666666,0.7894736842105263,0.5862068965517241,0.3333333333333333,0.6666666666666666
Heavyweight Bout,Matt Mitrione,Christian Morecraft,False,KO/TKO,2,4.466666666666667,,Mark Matheny,,"June 26, 2011",Christian Morecraft,0.0,17.0,22.0,2.0,0.0,1.0,1.8166666666666667,12.0,1.0,4.0,16.0,1.0,0.0,Matt Mitrione,3.0,37.0,45.0,0.0,0.0,0.0,0.8833333333333333,25.0,1.0,11.0,33.0,2.0,2.0,0.18888888888888888,0.22916666666666666,0.6666666666666666,0.14814814814814814,0.25,0.8,0.1797752808988764,1.0,0.0,0.4625,0.5113636363636364,0.0,0.390625,0.5,0.7857142857142857,0.44594594594594594,0.6666666666666666,0.6666666666666666
Featherweight Bout,Tyson Griffin,Manvel Gamburyan,False,Decision - Unanimous,3,5.0,,Chip Snider,,"June 26, 2011",Tyson Griffin,0.0,67.0,100.0,0.0,0.0,0.0,3.8,22.0,17.0,28.0,43.0,21.0,3.0,Manvel Gamburyan,0.0,32.0,42.0,2.0,0.0,0.0,2.6333333333333333,17.0,8.0,7.0,21.0,9.0,2.0,0.536,0.6134969325153374,0.0,0.29333333333333333,1.0,0.8484848484848485,0.4387755102040816,0.9545454545454546,0.6,0.4507042253521127,0.5,0.16666666666666666,0.3090909090909091,1.0,0.875,0.3620689655172414,0.9,0.6666666666666666
Featherweight Bout,Javier Vazquez,Joe Stevenson,False,Decision - Unanimous,3,5.0,,Keith Peterson,,"June 26, 2011",Joe Stevenson,0.0,27.0,29.0,0.0,1.0,0.0,1.35,18.0,6.0,3.0,27.0,0.0,0.0,Javier Vazquez,0.0,62.0,107.0,3.0,1.0,0.0,4.233333333333333,54.0,8.0,0.0,56.0,1.0,5.0,0.35526315789473684,0.3717948717948718,0.0,0.2903225806451613,0.6,0.75,0.36486486486486486,0.0,0.0,0.38509316770186336,0.5119617224880383,0.6,0.3576158940397351,0.8888888888888888,0.0,0.3708609271523179,0.3333333333333333,0.7142857142857143
Lightweight Bout,Joe Lauzon,Curt Warburton,False,Submission,1,1.9666666666666666,,Chip Snider,,"June 26, 2011",Joe Lauzon,1.0,12.0,12.0,0.0,1.0,0.0,0.45,11.0,1.0,0.0,5.0,0.0,7.0,Curt Warburton,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.0,0.34375,1.0,0.0,0.23809523809523808,0.0,0.5833333333333334,0.21739130434782608,0.21739130434782608,0.0,0.18181818181818182,1.0,0.0,0.21739130434782608,0.0,0.0
Welterweight Bout,Rich Attonito,Daniel Roberts,False,Decision - Unanimous,3,5.0,,Keith Peterson,,"June 26, 2011",Daniel Roberts,0.0,23.0,26.0,1.0,1.0,0.0,1.3166666666666667,9.0,11.0,3.0,18.0,5.0,0.0,Rich Attonito,1.0,66.0,113.0,1.0,0.0,1.0,5.733333333333333,40.0,15.0,11.0,29.0,6.0,31.0,0.3484848484848485,0.37681159420289856,0.14285714285714285,0.1956521739130435,0.7333333333333333,0.6,0.29508196721311475,1.0,0.0,0.6534653465346535,0.738562091503268,0.5,0.547945205479452,0.8823529411764706,1.0,0.6304347826086957,0.5454545454545454,0.7045454545454546
Lightweight Bout,,,False,Overturned,2,1.8,,Chip Snider,,"June 26, 2011",Nik Lentz,0.0,14.0,19.0,2.0,2.0,0.0,2.3666666666666667,9.0,1.0,4.0,12.0,0.0,2.0,Charles Oliveira,1.0,31.0,61.0,1.0,3.0,2.0,2.2666666666666666,23.0,6.0,2.0,11.0,12.0,8.0,0.42424242424242425,0.475,0.2857142857142857,0.375,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.0,0.5,0.5254237288135594,0.6559139784946236,0.5,0.48936170212765956,0.6666666666666666,0.6666666666666666,0.4074074074074074,0.631578947368421,0.6153846153846154
Featherweight Bout,Ricardo Lamas,Matt Grice,False,KO/TKO,1,4.683333333333334,,Keith Peterson,,"June 26, 2011",Ricardo Lamas,1.0,16.0,16.0,1.0,0.0,0.0,1.8166666666666667,9.0,1.0,6.0,12.0,3.0,1.0,Matt Grice,0.0,6.0,18.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,6.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.391304347826087,0.5,0.8571428571428571,0.5217391304347826,0.75,0.2,0.2,0.42857142857142855,0.0,0.17391304347826086,0.3333333333333333,0.25,0.2222222222222222,0.0,0.0
Lightweight Bout,Michael Johnson,Edward Faaloloto,False,KO/TKO,1,4.7,,Mark Matheny,,"June 26, 2011",Michael Johnson,1.0,27.0,29.0,1.0,0.0,0.0,1.0833333333333333,17.0,10.0,0.0,9.0,11.0,7.0,Edward Faaloloto,0.0,17.0,21.0,0.0,0.0,0.0,0.18333333333333332,3.0,5.0,9.0,10.0,7.0,0.0,0.3698630136986301,0.38666666666666666,1.0,0.2982456140350877,0.7692307692307693,0.0,0.21951219512195122,0.6875,0.4375,0.3953488372093023,0.44680851063829785,0.0,0.11538461538461539,0.8333333333333334,0.8181818181818182,0.3225806451612903,0.5833333333333334,0.0
Heavyweight Bout,Junior Dos Santos,Shane Carwin,False,Decision - Unanimous,3,5.0,,Herb Dean,,"June 11, 2011",Shane Carwin,0.0,20.0,22.0,1.0,0.0,0.0,0.9333333333333333,17.0,0.0,3.0,20.0,0.0,0.0,Junior Dos Santos,1.0,88.0,104.0,2.0,0.0,0.0,0.7333333333333333,73.0,10.0,5.0,67.0,2.0,19.0,0.23255813953488372,0.25,0.3333333333333333,0.20481927710843373,0.0,1.0,0.23255813953488372,0.0,0.0,0.46808510638297873,0.49056603773584906,1.0,0.44242424242424244,0.5555555555555556,1.0,0.4267515923566879,1.0,0.6551724137931034
Featherweight Bout,Kenny Florian,Diego Nunes,False,Decision - Unanimous,3,5.0,,John McCarthy,,"June 11, 2011",Kenny Florian,0.0,42.0,112.0,4.0,1.0,0.0,4.866666666666666,28.0,9.0,5.0,20.0,6.0,16.0,Diego Nunes,1.0,31.0,34.0,2.0,0.0,0.0,2.3,14.0,10.0,7.0,19.0,8.0,4.0,0.3783783783783784,0.6054054054054054,0.4444444444444444,0.3111111111111111,0.6428571428571429,0.7142857142857143,0.2597402597402597,0.46153846153846156,0.7619047619047619,0.2980769230769231,0.3148148148148148,1.0,0.1891891891891892,0.6666666666666666,0.4666666666666667,0.2261904761904762,0.8,0.4
Middleweight Bout,Mark Munoz,Demian Maia,False,Decision - Unanimous,3,5.0,,Jerin Valel,,"June 11, 2011",Mark Munoz,0.0,44.0,75.0,3.0,1.0,0.0,5.366666666666666,19.0,12.0,13.0,18.0,3.0,23.0,Demian Maia,0.0,32.0,40.0,0.0,2.0,0.0,1.8833333333333333,19.0,8.0,5.0,20.0,12.0,0.0,0.5432098765432098,0.6521739130434783,0.42857142857142855,0.35185185185185186,0.8571428571428571,1.0,0.36,0.75,0.8518518518518519,0.41025641025641024,0.45977011494252873,0.0,0.3114754098360656,0.7272727272727273,0.8333333333333334,0.3125,0.8571428571428571,0.0
Heavyweight Bout,Dave Herman,Jon Olav Einemo,False,KO/TKO,2,3.316666666666667,,Kevin Dornan,,"June 11, 2011",Dave Herman,1.0,55.0,60.0,1.0,0.0,0.0,0.7333333333333333,33.0,11.0,11.0,27.0,13.0,15.0,Jon Olav Einemo,0.0,34.0,36.0,1.0,0.0,0.0,1.9,28.0,4.0,2.0,23.0,11.0,0.0,0.5729166666666666,0.594059405940594,1.0,0.4714285714285714,0.9166666666666666,0.7857142857142857,0.5294117647058824,0.5909090909090909,0.6521739130434783,0.4857142857142857,0.4864864864864865,0.25,0.45161290322580644,0.6666666666666666,1.0,0.41818181818181815,0.7333333333333333,0.0
