fighter_Fighter,fighter_dob,fighter_totalfights,fighter_elo,fighter_losestreak,fighter_winstreak,fighter_titlewins,fighter_oppelo,fighter_wins,fighter_losses,fighter_KD,fighter_KD differential,fighter_Sig. str.,fighter_Sig. str. differential,fighter_Total str.,fighter_Total str. differential,fighter_Td,fighter_Td differential,fighter_Sub. att,fighter_Sub. att differential,fighter_Rev.,fighter_Rev. differential,fighter_Ctrl,fighter_Ctrl differential,fighter_Head,fighter_Head differential,fighter_Body,fighter_Body differential,fighter_Leg,fighter_Leg differential,fighter_Distance,fighter_Distance differential,fighter_Clinch,fighter_Clinch differential,fighter_Ground,fighter_Ground differential,fighter_Sig. str.%,fighter_Sig. str.% differential,fighter_Sig. str.% defense,fighter_Total str.%,fighter_Total str.% differential,fighter_Total str.% defense,fighter_Td%,fighter_Td% differential,fighter_Td% defense,fighter_Head%,fighter_Head% differential,fighter_Head% defense,fighter_Body%,fighter_Body% differential,fighter_Body% defense,fighter_Leg%,fighter_Leg% differential,fighter_Leg% defense,fighter_Distance%,fighter_Distance% differential,fighter_Distance% defense,fighter_Clinch%,fighter_Clinch% differential,fighter_Clinch% defense,fighter_Ground%,fighter_Ground% differential,fighter_Ground% defense,opponent_Fighter,opponent_dob,opponent_totalfights,opponent_elo,opponent_losestreak,opponent_winstreak,opponent_titlewins,opponent_oppelo,opponent_wins,opponent_losses,opponent_KD,opponent_KD differential,opponent_Sig. str.,opponent_Sig. str. differential,opponent_Total str.,opponent_Total str. differential,opponent_Td,opponent_Td differential,opponent_Sub. att,opponent_Sub. att differential,opponent_Rev.,opponent_Rev. differential,opponent_Ctrl,opponent_Ctrl differential,opponent_Head,opponent_Head differential,opponent_Body,opponent_Body differential,opponent_Leg,opponent_Leg differential,opponent_Distance,opponent_Distance differential,opponent_Clinch,opponent_Clinch differential,opponent_Ground,opponent_Ground differential,opponent_Sig. str.%,opponent_Sig. str.% differential,opponent_Sig. str.% defense,opponent_Total str.%,opponent_Total str.% differential,opponent_Total str.% defense,opponent_Td%,opponent_Td% differential,opponent_Td% defense,opponent_Head%,opponent_Head% differential,opponent_Head% defense,opponent_Body%,opponent_Body% differential,opponent_Body% defense,opponent_Leg%,opponent_Leg% differential,opponent_Leg% defense,opponent_Distance%,opponent_Distance% differential,opponent_Distance% defense,opponent_Clinch%,opponent_Clinch% differential,opponent_Clinch% defense,opponent_Ground%,opponent_Ground% differential,opponent_Ground% defense,Result,date
JunYong Park,1991,10,1053.8705465048752,1,0,0,10013.703473390735,7,3,8.307692307692308,81.0,1629.606037641311,5348.0,2583.3389068241663,11710.0,33.688896385000284,-1111.0,54.87863997474388,436.0,15.733333333333334,62.0,126.4398261104441,-258.8833333333333,1297.45717963186,6111.0,115.28904000021691,-1431.0,216.85981800923452,668.0,1230.6032046043827,2297.0,76.86292619052816,498.0,322.1399068464004,2553.0,24.858980154641134,29.455379567923305,210.73327555947688,27.686913166845997,37.60045305661212,194.44705649011368,9.421679878562996,-81.5047619047619,240.26190476190476,22.703032270971985,47.91361958887941,248.47783116738674,32.398135882491694,-16.97378342245989,88.5105303030303,40.377985634923014,124.08888888888889,161.5888888888889,22.892577483979853,22.81326468731175,213.39309085752382,13.72290025479371,79.10022972196884,316.0010101010101,31.569388934146286,95.18557758031442,239.5,Andre Muniz,1990,8,1064.2004236949913,0,1,0,8358.974327294338,6,2,0.0,0.0,380.09879991198454,-1272.0,720.2740108430341,-774.0,78.40494601486301,807.0,15.303897050735127,-70.0,4.266666666666667,-115.0,81.96415756092537,501.3999999999999,239.84799364964002,-1153.0,59.23736099296069,-435.0,81.01344526938382,316.0,301.6001199418283,732.0,20.30619590130984,83.0,58.192484068846404,-2087.0,11.298397595959347,14.44428616926203,118.68494550992136,13.613511978838186,13.403305375559395,100.01658500887797,12.612498021187525,29.614285714285714,111.5,9.041481893480517,11.510110032393566,134.34639337270914,17.99542673115262,8.839560439560437,63.55238095238095,20.23923951645235,36.52727272727273,48.800000000000004,10.153191597461024,19.300951479949596,130.65903723027674,13.850621155579654,75.8,200.8,11.58857919917416,34.782251082251086,112.28225108225108,unknown,unknown
Kevin Jousset,1993,2,1032.3580767295796,0,2,0,2023.7768359175418,2,0,0.0,0.0,41.754094579008076,278.0,50.23021914648212,274.0,0.4742791234140715,5.0,0.20761245674740486,1.0,0.0,0.0,0.5379315647827758,6.483333333333333,24.537024221453287,138.0,4.83044982698962,23.0,12.386620530565168,117.0,37.456978085351786,253.0,4.2971164936562865,25.0,0.0,0.0,0.2558629659623549,0.5300905249336554,2.749239461103868,0.27754895954472536,0.41410060904930823,2.4458413926499034,0.3409457900807382,3.0,5.0,0.20656979556997768,0.3493617720591404,3.1157094594594597,0.36608996539792393,-0.15000000000000013,1.0499999999999998,0.40996120373283007,1.06060606060606,1.5555555555555554,0.24345325559716233,0.46345955344538264,2.790450928381963,0.42427912341407154,1.275974025974026,2.025974025974026,0.0,0.0,5.0,Song Kenan,1990,9,1007.4187591879623,1,0,0,8997.257703541676,5,4,22.801881645037096,58.0,1408.1247358982857,-11534.0,1663.133095365578,-10627.0,6.821345707656612,-64.0,0.0,-16.0,1.0666666666666667,0.0,7.692954964602296,-179.26666666666668,857.2140893908875,-3702.0,288.89710444234805,-2456.0,262.01354206505016,-5376.0,1215.09053483253,-11115.0,117.76994807203623,-272.0,75.26425299371935,-147.0,25.11225001703037,-11.157603030722765,138.12780802676966,26.062371396226947,-6.4134684224657015,133.96257056427405,2.273781902552204,-44.833333333333336,207.5,21.617162721184123,-5.559632430963813,169.3224924168767,33.65057817069295,14.545054925097425,92.2368677905945,21.251661534521165,-47.456942363192354,52.85758685758687,24.796579512450784,-11.014304288778717,142.4969852322015,15.053891416652437,-9.731206293706297,105.63621794871796,20.552994994178288,26.265476190476193,200.03333333333333,unknown,unknown
Song Kenan,1990,9,1007.4187591879623,1,0,0,8997.257703541676,5,4,22.801881645037096,58.0,1408.1247358982857,-11534.0,1663.133095365578,-10627.0,6.821345707656612,-64.0,0.0,-16.0,1.0666666666666667,0.0,7.692954964602296,-179.26666666666668,857.2140893908875,-3702.0,288.89710444234805,-2456.0,262.01354206505016,-5376.0,1215.09053483253,-11115.0,117.76994807203623,-272.0,75.26425299371935,-147.0,25.11225001703037,-11.157603030722765,138.12780802676966,26.062371396226947,-6.4134684224657015,133.96257056427405,2.273781902552204,-44.833333333333336,207.5,21.617162721184123,-5.559632430963813,169.3224924168767,33.65057817069295,14.545054925097425,92.2368677905945,21.251661534521165,-47.456942363192354,52.85758685758687,24.796579512450784,-11.014304288778717,142.4969852322015,15.053891416652437,-9.731206293706297,105.63621794871796,20.552994994178288,26.265476190476193,200.03333333333333,Kevin Jousset,1993,2,1032.3580767295796,0,2,0,2023.7768359175418,2,0,0.0,0.0,41.754094579008076,278.0,50.23021914648212,274.0,0.4742791234140715,5.0,0.20761245674740486,1.0,0.0,0.0,0.5379315647827758,6.483333333333333,24.537024221453287,138.0,4.83044982698962,23.0,12.386620530565168,117.0,37.456978085351786,253.0,4.2971164936562865,25.0,0.0,0.0,0.2558629659623549,0.5300905249336554,2.749239461103868,0.27754895954472536,0.41410060904930823,2.4458413926499034,0.3409457900807382,3.0,5.0,0.20656979556997768,0.3493617720591404,3.1157094594594597,0.36608996539792393,-0.15000000000000013,1.0499999999999998,0.40996120373283007,1.06060606060606,1.5555555555555554,0.24345325559716233,0.46345955344538264,2.790450928381963,0.42427912341407154,1.275974025974026,2.025974025974026,0.0,0.0,5.0,unknown,unknown
HyunSung Park,1995,2,1029.773201498847,0,2,0,1967.3298034888935,2,0,0.8905380333951761,7.0,25.145878142085472,30.0,33.4178337465316,45.0,0.07585335018963338,1.0,0.22756005056890014,3.0,0.0,0.0,1.6269230137750996,12.55,16.210944554813075,40.0,4.973812533863102,6.0,3.961121053409296,-16.0,18.836258558129607,-23.0,2.747467450375162,21.0,3.5621521335807045,32.0,0.21121898369971448,0.1058479622294487,3.0753623188405794,0.2237410026229045,-0.008541502228249287,2.8311468094600625,0.025284450063211124,0.3333333333333333,5.0,0.17035388703056392,0.2762136869424647,3.641414141414141,0.351815062308109,-0.33333333333333354,1.4,0.3817112793092565,-0.33703703703703713,1.0333333333333332,0.21404839270601828,0.03868455090731576,2.9818663690891336,0.2161140286478917,1.5476190476190474,4.5,0.16191600607185022,1.4545454545454546,5.0,Shannon Ross,1989,3,953.5566019900466,3,0,0,2984.662016157695,0,3,0.0,-23.0,76.33944178595937,-40.0,90.36541581193339,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.150000000000002,39.16402924806286,-80.0,23.134344646949685,-17.0,14.041067890946824,57.0,75.3375864983898,82.0,1.0018552875695732,-50.0,0.0,-72.0,10.075455894155077,-0.3371350248629346,7.067937438905181,10.118692160993827,-0.14870129870129856,6.867965367965368,0.0,0.0,14.0,7.343441508834939,-2.883775877587759,6.559405940594059,14.86903852450071,3.1500000000000004,6.4,1.2072576334077545,-1.6166666666666667,4.25,10.096706136337577,-0.20551644617065212,7.008658008658008,0.12523191094619665,-3.446428571428571,9.428571428571427,0.0,-3.272727272727273,10.727272727272727,unknown,unknown
Shannon Ross,1989,3,953.5566019900466,3,0,0,2984.662016157695,0,3,0.0,-23.0,76.33944178595937,-40.0,90.36541581193339,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.150000000000002,39.16402924806286,-80.0,23.134344646949685,-17.0,14.041067890946824,57.0,75.3375864983898,82.0,1.0018552875695732,-50.0,0.0,-72.0,10.075455894155077,-0.3371350248629346,7.067937438905181,10.118692160993827,-0.14870129870129856,6.867965367965368,0.0,0.0,14.0,7.343441508834939,-2.883775877587759,6.559405940594059,14.86903852450071,3.1500000000000004,6.4,1.2072576334077545,-1.6166666666666667,4.25,10.096706136337577,-0.20551644617065212,7.008658008658008,0.12523191094619665,-3.446428571428571,9.428571428571427,0.0,-3.272727272727273,10.727272727272727,HyunSung Park,1995,2,1029.773201498847,0,2,0,1967.3298034888935,2,0,0.8905380333951761,7.0,25.145878142085472,30.0,33.4178337465316,45.0,0.07585335018963338,1.0,0.22756005056890014,3.0,0.0,0.0,1.6269230137750996,12.55,16.210944554813075,40.0,4.973812533863102,6.0,3.961121053409296,-16.0,18.836258558129607,-23.0,2.747467450375162,21.0,3.5621521335807045,32.0,0.21121898369971448,0.1058479622294487,3.0753623188405794,0.2237410026229045,-0.008541502228249287,2.8311468094600625,0.025284450063211124,0.3333333333333333,5.0,0.17035388703056392,0.2762136869424647,3.641414141414141,0.351815062308109,-0.33333333333333354,1.4,0.3817112793092565,-0.33703703703703713,1.0333333333333332,0.21404839270601828,0.03868455090731576,2.9818663690891336,0.2161140286478917,1.5476190476190474,4.5,0.16191600607185022,1.4545454545454546,5.0,unknown,unknown
Steve Garcia,1992,6,1034.4946404982572,0,3,0,6046.1330572604775,4,2,41.752013041757706,58.0,624.3546540148184,1209.0,905.0960275584058,1845.0,1.818491484184915,-84.0,6.050046168051708,36.0,0.0,0.0,16.387150932292585,-204.8,485.928065857492,1159.0,99.70431095150894,80.0,38.72227720581749,-30.0,382.4354665606147,417.0,23.06503249094692,-16.0,218.85415496325686,808.0,15.44553492976872,1.1556135729803607,43.049275362318845,17.287923531522388,2.319248330882605,36.22318050027028,0.4170316301703163,-16.3,71.3,14.980107848738816,14.375916924603256,58.56891958635592,18.2120262147683,-0.08333333333333393,23.25,17.068770382586777,4.0,38.0,13.0056001914698,-11.061568061568058,41.46666666666667,7.358661299811187,18.261904761904763,65.76190476190476,24.296422478239105,60.263199157638894,76.25043859649122,Melquizael Costa,1996,3,986.7478552205273,1,0,0,3046.9286041103096,1,2,0.0,-9.0,38.17384601048735,38.0,63.450842461053654,85.0,3.7916897506925205,26.0,0.26666666666666666,-6.0,0.0,0.0,7.738098779864519,40.7,12.116028361584792,-177.0,16.892607181885182,151.0,9.165210467017374,64.0,30.103616356197108,208.0,7.8035629876235735,34.0,0.26666666666666666,-204.0,1.0693612482547397,0.5626823809968722,6.884500562815054,1.3853850796261558,2.1550854032328504,6.5189431258396775,0.3991689750692521,2.7285714285714286,13.428571428571429,0.3889530683299267,-3.5239097744360897,7.397894736842106,1.7323494206103884,2.5974572477392783,4.411764705882353,1.8366184748354561,1.5604395604395607,2.0,1.1672663507678376,3.0004592908038568,8.753888317917095,1.0765829752233471,4.334523809523809,10.125,0.13333333333333333,-5.387096774193549,6.612903225806451,unknown,unknown
Melquizael Costa,1996,3,986.7478552205273,1,0,0,3046.9286041103096,1,2,0.0,-9.0,38.17384601048735,38.0,63.450842461053654,85.0,3.7916897506925205,26.0,0.26666666666666666,-6.0,0.0,0.0,7.738098779864519,40.7,12.116028361584792,-177.0,16.892607181885182,151.0,9.165210467017374,64.0,30.103616356197108,208.0,7.8035629876235735,34.0,0.26666666666666666,-204.0,1.0693612482547397,0.5626823809968722,6.884500562815054,1.3853850796261558,2.1550854032328504,6.5189431258396775,0.3991689750692521,2.7285714285714286,13.428571428571429,0.3889530683299267,-3.5239097744360897,7.397894736842106,1.7323494206103884,2.5974572477392783,4.411764705882353,1.8366184748354561,1.5604395604395607,2.0,1.1672663507678376,3.0004592908038568,8.753888317917095,1.0765829752233471,4.334523809523809,10.125,0.13333333333333333,-5.387096774193549,6.612903225806451,Steve Garcia,1992,6,1034.4946404982572,0,3,0,6046.1330572604775,4,2,41.752013041757706,58.0,624.3546540148184,1209.0,905.0960275584058,1845.0,1.818491484184915,-84.0,6.050046168051708,36.0,0.0,0.0,16.387150932292585,-204.8,485.928065857492,1159.0,99.70431095150894,80.0,38.72227720581749,-30.0,382.4354665606147,417.0,23.06503249094692,-16.0,218.85415496325686,808.0,15.44553492976872,1.1556135729803607,43.049275362318845,17.287923531522388,2.319248330882605,36.22318050027028,0.4170316301703163,-16.3,71.3,14.980107848738816,14.375916924603256,58.56891958635592,18.2120262147683,-0.08333333333333393,23.25,17.068770382586777,4.0,38.0,13.0056001914698,-11.061568061568058,41.46666666666667,7.358661299811187,18.261904761904763,65.76190476190476,24.296422478239105,60.263199157638894,76.25043859649122,unknown,unknown
Tatsuro Taira,2000,5,1073.6609602437982,0,5,0,5014.553513153607,5,0,4.2920187793427225,10.0,219.82564774454718,1402.0,344.60958955881983,2673.0,5.5649373881932025,52.0,6.279189028026238,3.0,1.2,-5.0,36.85573192684231,276.6333333333333,180.51488657646536,1152.0,8.838709298126265,-30.0,30.47205186995557,280.0,64.75086967841635,141.0,1.4213476446034585,2.0,153.65343042152736,1259.0,6.459874644132073,8.97412887752601,20.17564499484004,6.381872741424287,8.270833835264916,19.48652482269504,2.962369310276287,20.96666666666667,54.6,6.291270210639137,16.792085563824692,29.582125603864732,5.243579105321653,11.666666666666666,28.833333333333332,5.734690216432764,23.31111111111111,33.111111111111114,4.748581862154892,1.860269669682106,20.622021806434244,0.38867024448419796,0.0,51.0,6.531673832377095,40.844919786096256,51.0,Carlos Hernandez,1993,4,1000.661879028479,1,0,0,4044.5283403347257,2,2,0.0,-16.0,75.94999573158,-269.0,79.95400018096822,-464.0,1.3346681497960695,-7.0,0.0,-4.0,0.0,0.0,2.88028844429822,-51.43333333333334,63.84882814552445,26.0,9.632498694694785,-197.0,2.468668891360771,-98.0,60.00064460069384,-10.0,11.611345939933258,101.0,4.338005190952911,-360.0,2.1724052710321384,-4.914309158741592,10.94311887085931,2.1820331797762123,-4.8163575823300935,10.896793119161542,0.1864340743094914,-3.0563492063492066,24.15,2.115112316838417,-3.025915421867139,13.280117792343498,1.0823992675704661,-17.402882328780834,3.5518688024408847,0.6562229637869237,-18.015151515151516,2.151515151515152,2.1311899995143655,-7.10691811301399,9.368092646207296,0.6406674082313681,3.516666666666666,23.916666666666664,0.6673340748980348,-11.235294117647058,8.764705882352942,unknown,unknown
Carlos Hernandez,1993,4,1000.661879028479,1,0,0,4044.5283403347257,2,2,0.0,-16.0,75.94999573158,-269.0,79.95400018096822,-464.0,1.3346681497960695,-7.0,0.0,-4.0,0.0,0.0,2.88028844429822,-51.43333333333334,63.84882814552445,26.0,9.632498694694785,-197.0,2.468668891360771,-98.0,60.00064460069384,-10.0,11.611345939933258,101.0,4.338005190952911,-360.0,2.1724052710321384,-4.914309158741592,10.94311887085931,2.1820331797762123,-4.8163575823300935,10.896793119161542,0.1864340743094914,-3.0563492063492066,24.15,2.115112316838417,-3.025915421867139,13.280117792343498,1.0823992675704661,-17.402882328780834,3.5518688024408847,0.6562229637869237,-18.015151515151516,2.151515151515152,2.1311899995143655,-7.10691811301399,9.368092646207296,0.6406674082313681,3.516666666666666,23.916666666666664,0.6673340748980348,-11.235294117647058,8.764705882352942,Tatsuro Taira,2000,5,1073.6609602437982,0,5,0,5014.553513153607,5,0,4.2920187793427225,10.0,219.82564774454718,1402.0,344.60958955881983,2673.0,5.5649373881932025,52.0,6.279189028026238,3.0,1.2,-5.0,36.85573192684231,276.6333333333333,180.51488657646536,1152.0,8.838709298126265,-30.0,30.47205186995557,280.0,64.75086967841635,141.0,1.4213476446034585,2.0,153.65343042152736,1259.0,6.459874644132073,8.97412887752601,20.17564499484004,6.381872741424287,8.270833835264916,19.48652482269504,2.962369310276287,20.96666666666667,54.6,6.291270210639137,16.792085563824692,29.582125603864732,5.243579105321653,11.666666666666666,28.833333333333332,5.734690216432764,23.31111111111111,33.111111111111114,4.748581862154892,1.860269669682106,20.622021806434244,0.38867024448419796,0.0,51.0,6.531673832377095,40.844919786096256,51.0,unknown,unknown
Arman Tsarukyan,1996,10,1102.5386491634943,0,3,0,10527.924162928648,8,2,107.3379069767442,174.0,2127.8701400918844,8505.0,2997.607229230338,9964.0,78.20211388653053,773.0,0.0,0.0,0.0,0.0,149.4979808520077,1556.5833333333335,1763.0933459143419,5871.0,257.2919473717574,1774.0,107.4848468057852,860.0,1035.5035989512594,3984.0,254.90753623188405,-603.0,837.4590049087409,5124.0,69.44956330505701,46.25478076006341,219.65135182098024,71.04033406954002,22.50353689358419,178.53925112915124,12.739821294855702,129.75782828282829,370.55555555555554,68.09533708079245,78.37955899155489,275.55468711362096,27.88826379836405,6.752335998195126,155.92965367965365,18.410761540079836,-46.20718954248367,98.9,50.78391620085333,15.76833664997631,237.2493382358659,103.54541292845641,66.0902514152514,202.72318792318794,88.85215274808255,173.16909717521185,250.66666666666666,Beneil Dariush,1989,23,1136.7431779895783,2,0,0,24367.069684902344,16,6,195.6349027920521,50.0,16873.956170929025,41110.0,22835.28035794641,59505.0,622.506860456802,3182.0,308.8348909763407,523.0,26.666666666666668,3.0,1716.1024322135986,13823.816666666666,10437.772705856492,20487.0,3241.3341022747204,5814.0,3194.8493627978105,14809.0,12781.242016315175,29921.0,1557.6053572174615,211.0,2535.1087973963854,10978.0,517.3728988913447,-45.01286616161477,2197.809254978444,540.1877685011395,-162.4012779303876,1915.3430879867042,187.37014291449375,732.0031328320802,4122.336466165414,324.2457296611952,-206.70489861531365,2517.316700694447,575.8218548465624,328.5506439638793,1465.706862745098,1270.7218235776907,2306.3007326007328,2462.059523809524,499.851203652753,147.76805965880362,2553.2047481754416,308.4654420748092,-1178.7014416053503,1048.2850079744817,158.28219372142615,-193.8158148915789,2568.393073593074,unknown,unknown
Beneil Dariush,1989,23,1136.7431779895783,2,0,0,24367.069684902344,16,6,195.6349027920521,50.0,16873.956170929025,41110.0,22835.28035794641,59505.0,622.506860456802,3182.0,308.8348909763407,523.0,26.666666666666668,3.0,1716.1024322135986,13823.816666666666,10437.772705856492,20487.0,3241.3341022747204,5814.0,3194.8493627978105,14809.0,12781.242016315175,29921.0,1557.6053572174615,211.0,2535.1087973963854,10978.0,517.3728988913447,-45.01286616161477,2197.809254978444,540.1877685011395,-162.4012779303876,1915.3430879867042,187.37014291449375,732.0031328320802,4122.336466165414,324.2457296611952,-206.70489861531365,2517.316700694447,575.8218548465624,328.5506439638793,1465.706862745098,1270.7218235776907,2306.3007326007328,2462.059523809524,499.851203652753,147.76805965880362,2553.2047481754416,308.4654420748092,-1178.7014416053503,1048.2850079744817,158.28219372142615,-193.8158148915789,2568.393073593074,Arman Tsarukyan,1996,10,1102.5386491634943,0,3,0,10527.924162928648,8,2,107.3379069767442,174.0,2127.8701400918844,8505.0,2997.607229230338,9964.0,78.20211388653053,773.0,0.0,0.0,0.0,0.0,149.4979808520077,1556.5833333333335,1763.0933459143419,5871.0,257.2919473717574,1774.0,107.4848468057852,860.0,1035.5035989512594,3984.0,254.90753623188405,-603.0,837.4590049087409,5124.0,69.44956330505701,46.25478076006341,219.65135182098024,71.04033406954002,22.50353689358419,178.53925112915124,12.739821294855702,129.75782828282829,370.55555555555554,68.09533708079245,78.37955899155489,275.55468711362096,27.88826379836405,6.752335998195126,155.92965367965365,18.410761540079836,-46.20718954248367,98.9,50.78391620085333,15.76833664997631,237.2493382358659,103.54541292845641,66.0902514152514,202.72318792318794,88.85215274808255,173.16909717521185,250.66666666666666,unknown,unknown
Jalin Turner,1995,11,1050.8241471249842,0,1,0,11292.741583694964,7,4,66.74113445218171,204.0,3578.5448862029607,3138.0,4011.717252289868,-2780.0,26.805003523487443,-224.0,103.5620863510905,64.0,0.6,-34.0,68.85404577509341,-685.7500000000001,2416.9379583911423,3924.0,762.1456422856295,2518.0,399.4612855261885,-3304.0,2447.8231557642384,492.0,241.63871453213662,254.0,889.0830159065854,2392.0,94.65444054366492,-49.33364377060049,193.8199882202708,96.21108338196841,-52.95454265140614,174.28624609332664,22.360559079042996,93.06410256410257,455.7307692307692,82.59671369053497,21.421348756948344,296.90318123898095,95.72579998918948,49.12938945081966,221.95394736842104,133.0090991357814,-129.5263532763533,29.515313390313395,87.95886755235813,-73.71593582010456,198.29181934876465,34.506150547229076,-6.6593701996927805,225.35967741935485,60.741700991587436,153.93934997750787,308.06944444444446,Bobby Green,1986,24,1047.6753283361438,1,0,0,25140.41580389761,12,10,1093.7145336422698,-121.0,37896.03772930334,147568.0,40192.90720746927,157715.0,169.60269749518304,456.0,58.41925230502645,463.0,20.538728323699424,227.0,493.346139414739,2700.8166666666666,26128.939426927278,100207.0,6888.699554597021,34445.0,4878.398747779032,12916.0,26895.228020863517,122743.0,1685.6015148795182,10594.0,9315.208193560296,14231.0,1036.7177091272804,1021.1392532004174,3165.5794203082296,1045.7064684537813,976.1267522659398,3051.085922722269,48.98269749518304,56.0,4221.3,991.1040586471308,835.109885493978,3477.5509474814717,609.267954685421,930.0581130083066,2369.745563174831,582.3074756129712,600.4099401954273,1955.977979933467,625.6755523486345,778.8239780091708,3310.5616556654923,376.41678468761523,1302.366416718816,3469.2451465201466,1192.599686344317,625.3641771238892,3082.8598092825646,unknown,unknown
Bobby Green,1986,24,1047.6753283361438,1,0,0,25140.41580389761,12,10,1093.7145336422698,-121.0,37896.03772930334,147568.0,40192.90720746927,157715.0,169.60269749518304,456.0,58.41925230502645,463.0,20.538728323699424,227.0,493.346139414739,2700.8166666666666,26128.939426927278,100207.0,6888.699554597021,34445.0,4878.398747779032,12916.0,26895.228020863517,122743.0,1685.6015148795182,10594.0,9315.208193560296,14231.0,1036.7177091272804,1021.1392532004174,3165.5794203082296,1045.7064684537813,976.1267522659398,3051.085922722269,48.98269749518304,56.0,4221.3,991.1040586471308,835.109885493978,3477.5509474814717,609.267954685421,930.0581130083066,2369.745563174831,582.3074756129712,600.4099401954273,1955.977979933467,625.6755523486345,778.8239780091708,3310.5616556654923,376.41678468761523,1302.366416718816,3469.2451465201466,1192.599686344317,625.3641771238892,3082.8598092825646,Jalin Turner,1995,11,1050.8241471249842,0,1,0,11292.741583694964,7,4,66.74113445218171,204.0,3578.5448862029607,3138.0,4011.717252289868,-2780.0,26.805003523487443,-224.0,103.5620863510905,64.0,0.6,-34.0,68.85404577509341,-685.7500000000001,2416.9379583911423,3924.0,762.1456422856295,2518.0,399.4612855261885,-3304.0,2447.8231557642384,492.0,241.63871453213662,254.0,889.0830159065854,2392.0,94.65444054366492,-49.33364377060049,193.8199882202708,96.21108338196841,-52.95454265140614,174.28624609332664,22.360559079042996,93.06410256410257,455.7307692307692,82.59671369053497,21.421348756948344,296.90318123898095,95.72579998918948,49.12938945081966,221.95394736842104,133.0090991357814,-129.5263532763533,29.515313390313395,87.95886755235813,-73.71593582010456,198.29181934876465,34.506150547229076,-6.6593701996927805,225.35967741935485,60.741700991587436,153.93934997750787,308.06944444444446,unknown,unknown
Deiveson Figueiredo,1987,15,1119.680565196001,0,1,3,15978.10681377381,11,3,70.68055509887142,667.0,3926.807773908668,-12465.0,4511.46462028259,-18056.0,128.20642441972473,259.0,174.4703578051757,674.0,0.0,0.0,170.82765064020094,-798.0999999999999,2575.5046916064134,-16261.0,983.2893378875979,3822.0,368.01374441465595,-26.0,2893.5837728833467,-15501.0,235.0629696007801,-824.0,798.1610314245407,3860.0,94.00909622173583,67.54359717791866,589.3017056802878,96.97082765235808,57.56378139627136,537.8456225151147,43.268691010923746,140.38658008658007,811.9212121212122,79.49855526268774,12.738765446325697,666.7740490524428,113.64582969938175,136.80299112652048,356.7066544566544,48.40363129885918,-294.92208090443387,159.58692810457518,88.14606065272504,33.16341277723893,608.7411283949546,55.41574391231909,-58.10852130325817,517.4541353383458,67.5916569600859,340.578792041292,779.1999458874459,Rob Font,1987,17,1053.4078272199213,2,0,0,17970.94077970467,10,7,126.59153448803707,-461.0,10767.368953187532,53490.0,11620.495375975419,31529.0,70.31969289485292,-3204.0,17.441574889867844,-289.0,37.38237885462555,166.0,118.06479571522188,-7914.85,8665.658332478473,46298.0,1506.914284917422,12387.0,594.7963357916358,-5195.0,9162.613104219854,61173.0,500.32907369258567,2101.0,1104.4267752750927,-9784.0,98.31110374381505,-90.82227908412335,900.8109163636946,101.22410920622457,-118.00618958557901,807.5993026339618,31.423831373747742,-178.57619047619048,1064.490476190476,93.24215825569652,-76.62537769542594,995.960197856748,128.77631753501322,42.64285351590691,514.9763970796229,149.11529668180737,-142.12682270968398,271.5102700221456,91.18593928924405,-61.08772710637042,967.6635082872917,128.36769237894288,329.73536463536465,945.2251082251083,112.36536760991487,-214.45584795321633,801.002380952381,unknown,unknown
Rob Font,1987,17,1053.4078272199213,2,0,0,17970.94077970467,10,7,126.59153448803707,-461.0,10767.368953187532,53490.0,11620.495375975419,31529.0,70.31969289485292,-3204.0,17.441574889867844,-289.0,37.38237885462555,166.0,118.06479571522188,-7914.85,8665.658332478473,46298.0,1506.914284917422,12387.0,594.7963357916358,-5195.0,9162.613104219854,61173.0,500.32907369258567,2101.0,1104.4267752750927,-9784.0,98.31110374381505,-90.82227908412335,900.8109163636946,101.22410920622457,-118.00618958557901,807.5993026339618,31.423831373747742,-178.57619047619048,1064.490476190476,93.24215825569652,-76.62537769542594,995.960197856748,128.77631753501322,42.64285351590691,514.9763970796229,149.11529668180737,-142.12682270968398,271.5102700221456,91.18593928924405,-61.08772710637042,967.6635082872917,128.36769237894288,329.73536463536465,945.2251082251083,112.36536760991487,-214.45584795321633,801.002380952381,Deiveson Figueiredo,1987,15,1119.680565196001,0,1,3,15978.10681377381,11,3,70.68055509887142,667.0,3926.807773908668,-12465.0,4511.46462028259,-18056.0,128.20642441972473,259.0,174.4703578051757,674.0,0.0,0.0,170.82765064020094,-798.0999999999999,2575.5046916064134,-16261.0,983.2893378875979,3822.0,368.01374441465595,-26.0,2893.5837728833467,-15501.0,235.0629696007801,-824.0,798.1610314245407,3860.0,94.00909622173583,67.54359717791866,589.3017056802878,96.97082765235808,57.56378139627136,537.8456225151147,43.268691010923746,140.38658008658007,811.9212121212122,79.49855526268774,12.738765446325697,666.7740490524428,113.64582969938175,136.80299112652048,356.7066544566544,48.40363129885918,-294.92208090443387,159.58692810457518,88.14606065272504,33.16341277723893,608.7411283949546,55.41574391231909,-58.10852130325817,517.4541353383458,67.5916569600859,340.578792041292,779.1999458874459,unknown,unknown
