Red Fighter,Blue Fighter,Predicted Result,Probability
Kennedy Nzechukwu,Ion Cutelaba,win,0.545753053947916
Darren Elkins,Jonathan Pearce,loss,0.638030437553216
Marc Diakiese,Michael Johnson,win,0.6865838557325892
Scott Holtzman,Clay Guida,win,0.5307448799912828
Phil Rowe,Niko Price,win,0.5081522196208826
Kyle Daukaus,Eryk Anders,win,0.501927064222076
Jack Hermansson,Roman Dolidze,win,0.5649839227532601
Tai Tuivasa,Sergei Pavlovich,loss,0.7464962274365032
Matheus Nicolau,Matt Schnell,win,0.6976345193037674
Bryan Barberena,Rafael Dos Anjos,loss,0.8124347420122143
Stephen Thompson,Kevin Holland,win,0.561609452005664
Alexander Hernandez,Billy Quarantillo,loss,0.5250751665653682
Joaquin Buckley,Chris Curtis,loss,0.5929355054283959
Edmen Shahbazyan,Dalcha Lungiambula,win,0.6730646717860375
Jairzinho Rozenstruik,Chris Daukaus,loss,0.5266444584411021
Ilia Topuria,Bryce Mitchell,loss,0.801393166045105
Darren Till,Dricus Du Plessis,loss,0.6036691411451796
Santiago Ponzinibbio,Alex Morono,win,0.6122217424320816
Jared Gordon,Paddy Pimblett,loss,0.607368858764486
Jan Blachowicz,Magomed Ankalaev,win,0.5011047298234887
Journey Newson,Sergey Morozov,win,0.5529814899140849
Manel Kape,David Dvorak,loss,0.5605131249951446
Said Nurmagomedov,Saidyokub Kakhramonov,loss,0.8558987457668598
Matthew Semelsberger,Jake Matthews,win,0.5565730234589991
Cheyanne Vlismas,Cory McKenna,win,0.6275076785460442
Michal Oleksiejczuk,Cody Brundage,win,0.6178620958659324
Bobby Green,Drew Dober,win,0.7814567679638512
Julian Erosa,Alex Caceres,win,0.6179453943198183
Damir Ismagulov,Arman Tsarukyan,loss,0.5694549220640789
Sean Strickland,Jared Cannonier,win,0.5575500455276151
Umar Nurmagomedov,Raoni Barcelos,win,0.8470487969610494
Ketlen Vieira,Raquel Pennington,loss,0.6495622690493156
Roman Kopylov,Punahele Soriano,loss,0.577435755201452
Damon Jackson,Dan Ige,win,0.6226422187440303
Nassourdine Imavov,Sean Strickland,win,0.5107400639465208
Zarah Fairn,Josiane Nunes,loss,0.9471970724012085
Nicolas Dalby,Warlley Alves,loss,0.671149124888875
Shamil Abdurakhimov,Jailton Almeida,loss,0.7612321476170122
Johnny Walker,Paul Craig,loss,0.5137840598600195
Jessica Andrade,Lauren Murphy,win,0.736377105215881
Gilbert Burns,Neil Magny,win,0.5199004974388634
Brandon Moreno,Deiveson Figueiredo,loss,0.601767261941442
Jamahal Hill,Glover Teixeira,loss,0.6380197432834213
Denis Tiuliulin,JunYong Park,loss,0.7344262516662993
Kyle Nelson,Dooho Choi,loss,0.5452258632661457
Blagoy Ivanov,Marcin Tybura,win,0.5323991792116624
Devin Clark,Da Woon Jung,loss,0.6913873735030257
Serghei Spivac,Derrick Lewis,win,0.6413756317375013
Elise Reed,Loma Lookboonmee,loss,0.753912824710891
Melsik Baghdasaryan,Josh Culibao,win,0.7344122032180979
Tyson Pedro,Modestas Bukauskas,win,0.5182562987844327
Jimmy Crute,Alonzo Menifield,loss,0.5282425540669994
Parker Porter,Justin Tafa,loss,0.5072237148143328
Jack Della Maddalena,Randy Brown,win,0.5532647806859653
Yair Rodriguez,Josh Emmett,loss,0.5423961249953314
Islam Makhachev,Alexander Volkanovski,win,0.5321187851287923
Ovince Saint Preux,Philipe Lins,win,0.5233133446938839
Lina Lansberg,Mayra Bueno Silva,loss,0.560850794482746
Alexander Hernandez,Jim Miller,loss,0.3900659495559779
William Knight,Marcin Prachnio,loss,0.5464721817443983
Jessica Andrade,Erin Blanchfield,loss,0.7646012490148583
Ode Osbourne,Charles Johnson,loss,0.676196397764279
Montana De La Rosa,Tatiana Suarez,loss,0.8987341591699877
Augusto Sakai,Don'Tale Mayes,win,0.5736008624736635
Andre Muniz,Brendan Allen,win,0.5734525578675727
Jessica Penne,Tabatha Ricci,loss,0.7248037757036987
Ian Garry,Song Kenan,win,0.8087911886614593
Julian Marquez,Marc-Andre Barriault,loss,0.6060868472683781
Viviane Araujo,Amanda Ribas,win,0.5548744955588831
Derek Brunson,Dricus Du Plessis,loss,0.7355227947539552
Trevin Jones,Cody Garbrandt,loss,0.8490219127170756
Mateusz Gamrot,Jalin Turner,loss,0.5892501374392133
Shavkat Rakhmonov,Geoff Neal,win,0.7942660778293167
Valentina Shevchenko,Alexa Grasso,win,0.7796710510066343
Jon Jones,Ciryl Gane,win,0.5773208223771521
Jared Gooden,Carlston Harris,loss,0.5620250281625816
Bruno Silva,Tyson Nam,loss,0.5023573233522497
Ariane Lipski,JJ Aldrich,loss,0.6755854586831034
Victor Henry,Tony Gravely,win,0.645901340323751
Raphael Assuncao,Davey Grant,win,0.5050396911220536
Guido Cannetti,Mario Bautista,loss,0.5006064318150115
Jonathan Martinez,Said Nurmagomedov,win,0.6728463752790276
Nikita Krylov,Ryan Spann,loss,0.5918476392615695
Alexandr Romanov,Alexander Volkov,win,0.6233797508342684
Merab Dvalishvili,Petr Yan,win,0.6073017320034089
Jai Herbert,Ludovit Klein,loss,0.5723058624856316
Joanne Wood,Luana Carolina,win,0.652517196695475
Jake Hadley,Malcolm Gordon,loss,0.6199806852916189
Jack Shore,Makwan Amirkhani,win,0.7836237739523787
Roman Dolidze,Marvin Vettori,loss,0.6207588753253339
Jennifer Maia,Casey O'Neill,loss,0.6170029054825642
Gunnar Nelson,Bryan Barberena,win,0.6730040987123533
Rafael Fiziev,Justin Gaethje,loss,0.6584408228508845
Kamaru Usman,Leon Edwards,win,0.6513338249885393
CJ Vergara,Daniel Lacerda,win,0.6528957355289778
Trevin Giles,Preston Parsons,loss,0.6097922202554246
Tucker Lutz,Daniel Pineda,win,0.711111578068913
Chidi Njokuani,Albert Duraev,win,0.5954954003674364
Maycee Barber,Andrea Lee,loss,0.5791292545298363
Nate Landwehr,Austin Lingo,win,0.5916809769179431
Holly Holm,Yana Santos,win,0.5135323326442996
Cory Sandhagen,Marlon Vera,loss,0.6903355268715403
Shayilan Nuerdanbieke,Steve Garcia,loss,0.5651677593037417
Trey Ogden,Ignacio Bahamondes,loss,0.5455335708305427
Loopy Godinez,Cynthia Calvillo,win,0.5006809876302676
Luana Pinheiro,Michelle Waterson-Gomez,win,0.7094694313496765
Chris Curtis,Kelvin Gastelum,win,0.5617634910773689
Kevin Holland,Santiago Ponzinibbio,loss,0.595599796525416
Adrian Yanez,Rob Font,loss,0.697460116222477
Jorge Masvidal,Gilbert Burns,loss,0.6959851571019112
Alex Pereira,Israel Adesanya,win,0.7785298734850488
Joselyne Edwards,Lucie Pudilova,win,0.6780313757177515
Piera Rodriguez,Gillian Robertson,win,0.5580706207413353
Zak Cummings,Ed Herman,win,0.5495067601917344
Matheus Nicolau,Brandon Royval,win,0.8045786956323939
Bill Algeo,TJ Brown,loss,0.5220900518511896
Rafa Garcia,Clay Guida,win,0.5787759741248885
Chris Gutierrez,Pedro Munhoz,loss,0.6400820768292398
Ion Cutelaba,Tanner Boser,win,0.5678474506223944
Dustin Jacoby,Azamat Murzakanov,loss,0.577045044508174
Billy Quarantillo,Edson Barboza,win,0.8199404391677704
Arnold Allen,Max Holloway,win,0.7008425146131985
Batgerel Danaa,Brady Hiestand,win,0.7481514374727977
Norma Dumont,Karol Rosa,loss,0.5301287472941145
Montel Jackson,Rani Yahya,loss,0.7514291187054597
Ricky Glenn,Christos Giagos,win,0.7724029973182277
Jeremiah Wells,Matthew Semelsberger,win,0.5730352223059451
Bobby Green,Jared Gordon,loss,0.5244151300655793
Jared Gordon,Bobby Green,loss,0.5207124078090145
Brad Tavares,Bruno Silva,win,0.5343937995418689
Sergei Pavlovich,Curtis Blaydes,loss,0.5019799352615064
Cody Durden,Charles Johnson,loss,0.6038628195801962
Jake Collier,Martin Buday,win,0.6558234204738758
Waldo Cortes-Acosta,Marcos Rogerio de Lima,win,0.6370531207773263
Rodolfo Vieira,Cody Brundage,loss,0.5637790668221612
Caio Borralho,Michal Oleksiejczuk,loss,0.5766037337407005
Song Yadong,Ricky Simon,loss,0.8596248498080233
Virna Jandiroba,Marina Rodriguez,win,0.49588670188946093
Devin Clark,Kennedy Nzechukwu,loss,0.6764549552260537
Drew Dober,Matt Frevola,win,0.5224469230368086
Charles Jourdain,Kron Gracie,win,0.5096823807505081
Yan Xiaonan,Jessica Andrade,win,0.625837145668934
Gilbert Burns,Belal Muhammad,loss,0.5241280030801776
Henry Cejudo,Aljamain Sterling,loss,0.5697336917664362
Bryan Battle,Gabe Green,win,0.7077858112560089
Ji Yeon Kim,Mandy Bohm,win,0.6418257876897131
Douglas Silva de Andrade,Cody Stamann,win,0.5209716029939425
Court McGee,Matt Brown,loss,0.49964115451328184
Tim Means,Alex Morono,loss,0.6502693301287832
Carlos Ulberg,Ihor Potieria,win,0.6669724822570834
Ian Garry,Daniel Rodriguez,loss,0.5317144720465162
Anthony Smith,Johnny Walker,loss,0.6516677754390899
Jairzinho Rozenstruik,Jailton Almeida,loss,0.6210176419316402
Natalia Silva,Victoria Leonardo,win,0.5378060407917732
Ilir Latifi,Rodrigo Nascimento,win,0.7105372096390327
Karolina Kowalkiewicz,Vanessa Demopoulos,loss,0.7075207315343442
Maheshate,Viacheslav Borshchev,loss,0.7200737993854226
Diego Ferreira,Michael Johnson,win,0.7165835760552041
Andre Fialho,Joaquin Buckley,loss,0.6814101903034471
Emily Ducote,Loopy Godinez,loss,0.7722072739587608
Anthony Hernandez,Edmen Shahbazyan,win,0.5278014456550513
Angela Hill,Mackenzie Dern,loss,0.723482555467023
Maxim Grishin,Philipe Lins,win,0.6435804299568327
Elise Reed,Jinh Yu Frey,win,0.629712831697544
Don'Tale Mayes,Andrei Arlovski,loss,0.7634507844260369
Daniel Santos,Johnny Munoz,loss,0.5459305729973928
Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,loss,0.6917049912812665
Victor Altamirano,Tim Elliott,win,0.6446609858730746
Alex Caceres,Daniel Pineda,win,0.6365278215580557
Kai Kara-France,Amir Albazi,loss,0.5383665867669225
Diana Belbita,Maria Oliveira,loss,0.6583324248951651
Aiemann Zahabi,Aoriqileng,win,0.7026037441540168
Jasmine Jasudavicius,Miranda Maverick,loss,0.6107195834650844
Nassourdine Imavov,Chris Curtis,loss,0.5758758550860325
Nassourdine Imavov,Chris Curtis,loss,0.535717694503729
Marc-Andre Barriault,Eryk Anders,win,0.5889136157470208
Dan Ige,Nate Landwehr,win,0.5658320230397353
Adam Fugitt,Mike Malott,loss,0.7401698038838379
Beneil Dariush,Charles Oliveira,win,0.6225249311122305
Amanda Nunes,Irene Aldana,win,0.8277627723160719
Zac Pauga,Modestas Bukauskas,win,0.7342060311466955
Dan Argueta,Ronnie Lawrence,win,0.7734258736812596
Ronnie Lawrence,Dan Argueta,loss,0.7337246360216204
Nicolas Dalby,Muslim Salikhov,loss,0.6812770338628233
Joaquim Silva,Arman Tsarukyan,loss,0.7987611074458372
Marvin Vettori,Jared Cannonier,win,0.6763717115787646
Tabatha Ricci,Gillian Robertson,win,0.553927210260214
Randy Brown,Wellington Turman,win,0.834862480462708
Neil Magny,Phil Rowe,loss,0.741121530222427
Brendan Allen,Bruno Silva,win,0.6268891328522278
Amanda Ribas,Maycee Barber,win,0.73837254010197
Josh Emmett,Ilia Topuria,loss,0.5452649331039916
Alexandr Romanov,Blagoy Ivanov,win,0.7711859587400895
Yana Santos,Karol Rosa,win,0.5621388446056094
Rinat Fakhretdinov,Kevin Lee,win,0.9214180094979874
Melissa Gatto,Ariane Lipski,loss,0.5457207302033082
Michael Morales,Max Griffin,win,0.5309317783128202
Grant Dawson,Damir Ismagulov,win,0.7177382069481201
Jimmy Crute,Alonzo Menifield,win,0.6480962261649205
Denise Gomes,Yazmin Jauregui,win,0.5107652738675958
Robbie Lawler,Niko Price,win,0.5115252365284048
Dan Hooker,Jalin Turner,loss,0.5712396216530197
Robert Whittaker,Dricus Du Plessis,loss,0.828394251998971
Alexandre Pantoja,Brandon Moreno,loss,0.619160458022596
Yair Rodriguez,Alexander Volkanovski,loss,0.7869449875538367
Genaro Valdez,Evan Elder,loss,0.7038277292376611
Melsik Baghdasaryan,Tucker Lutz,win,0.5148372893283584
Albert Duraev,JunYong Park,loss,0.6808495308682222
Holly Holm,Mayra Bueno Silva,win,0.678237072296356
Holly Holm,Mayra Bueno Silva,win,0.7180141598143983
Pannie Kianzad,Ketlen Vieira,win,0.5240065535410983
Bryan Barberena,Makhmud Muradov,loss,0.6323269232295803
Joel Alvarez,Marc Diakiese,win,0.6525291112673561
Josh Culibao,Lerone Murphy,win,0.5869656128357685
Fares Ziam,Jai Herbert,win,0.6418095276329389
Paul Craig,Andre Muniz,loss,0.5268862228377655
Andre Fili,Nathaniel Wood,loss,0.7610490647947613
Molly McCann,Julija Stoliarenko,win,0.5382748694076096
Marcin Tybura,Tom Aspinall,loss,0.827609433707195
Priscila Cachoeira,Miranda Maverick,loss,0.5594939224523007
Uros Medic,Matthew Semelsberger,loss,0.6248119015332582
Roman Kopylov,Claudio Ribeiro,win,0.5106119845130064
Kevin Holland,Michael Chiesa,win,0.5001908279517212
Bobby Green,Tony Ferguson,win,0.5922489063600309
Marcos Rogerio de Lima,Derrick Lewis,win,0.5675881140448705
Jan Blachowicz,Alex Pereira,loss,0.575251083349014
Justin Gaethje,Dustin Poirier,loss,0.5493102617641449
Cody Durden,Jake Hadley,loss,0.552525228927396
Damon Jackson,Billy Quarantillo,win,0.5503142528967869
Carlston Harris,Jeremiah Wells,loss,0.7004538557253414
Raoni Barcelos,Kyler Phillips,win,0.5715831763325774
Ludovit Klein,Ignacio Bahamondes,loss,0.7305139265051928
Tanner Boser,Aleksa Camur,win,0.4997722153516797
Kennedy Nzechukwu,Dustin Jacoby,win,0.5025552791933316
Jessica Andrade,Tatiana Suarez,loss,0.8931023172682198
Cory Sandhagen,Rob Font,win,0.5539779836966219
Josh Parisian,Martin Buday,win,0.5821107882529605
Terrance McKinney,Mike Breeden,loss,0.531005585461374
Josh Fremd,Jamie Pickett,win,0.5448794219714371
Tafon Nchukwi,AJ Dobson,win,0.6055853674110498
Polyana Viana,Iasmin Lucindo,win,0.5861040762687061
Khalil Rountree Jr.,Chris Daukaus,loss,0.5494701916725895
Cub Swanson,Hakeem Dawodu,win,0.5241345928024923
Rafael Dos Anjos,Vicente Luque,win,0.7682128411467638
Karine Silva,Maryna Moroz,loss,0.6563053967118888
Natalia Silva,Andrea Lee,win,0.6400965738345249
Andre Petroski,Gerald Meerschaert,loss,0.5295853601388388
Brad Katona,Cody Gibson,win,0.5266909472222336
Austin Hubbard,Kurt Holobaugh,win,0.8008296659312673
Gregory Rodrigues,Denis Tiuliulin,win,0.7531442114690855
Chris Weidman,Brad Tavares,loss,0.6266453296018696
Marlon Vera,Pedro Munhoz,win,0.8129453126226157
Mario Bautista,Da'Mon Blackshear,win,0.6363739757414054
Ian Garry,Neil Magny,win,0.6985166989201248
Amanda Lemos,Zhang Weili,loss,0.5344164933840181
Aljamain Sterling,Sean O'Malley,win,0.7121001494365362
JJ Aldrich,Liang Na,win,0.7413029063045943
Michal Oleksiejczuk,Chidi Njokuani,win,0.738388743769338
Lukasz Brzeski,Waldo Cortes-Acosta,loss,0.7177949486780851
Taila Santos,Erin Blanchfield,win,0.7682339760165057
Giga Chikadze,Alex Caceres,win,0.812978572346979
Ryan Spann,Anthony Smith,loss,0.5033461190927221
Max Holloway,Chan Sung Jung,win,0.5041945465313781
Rhys McKee,Ange Loosa,loss,0.9191256161196554
Thiago Moises,Benoit Saint Denis,loss,0.5208703842966407
Rose Namajunas,Manon Fiorot,loss,0.5767298428340177
Ciryl Gane,Serghei Spivac,loss,0.701405130442836
John Makdessi,Jamie Mullarkey,win,0.53529317944123
Carlos Ulberg,Da Woon Jung,win,0.6633576881332767
Anton Turkalj,Tyson Pedro,loss,0.6461958946406989
Justin Tafa,Austen Lane,loss,0.577895586627716
Tai Tuivasa,Alexander Volkov,loss,0.6936275348502824
Sean Strickland,Israel Adesanya,win,0.7425167145575728
Tracy Cortez,Jasmine Jasudavicius,win,0.7093127899432402
Daniel Lacerda,Edgar Chairez,loss,0.5277523769442769
Josh Fremd,Roman Kopylov,loss,0.6316614937369434
Elise Reed,Loopy Godinez,loss,0.8357533195898987
Daniel Zellhuber,Christos Giagos,win,0.5148934578281069
Kevin Holland,Jack Della Maddalena,loss,0.8683157172742063
Alexa Grasso,Valentina Shevchenko,loss,0.8478885250085543
Hannah Goldy,Mizuki,loss,0.623229052156608
Mohammed Usman,Jake Collier,loss,0.7159174538769365
Cody Brundage,Jacob Malkoun,loss,0.9083651458391644
Andre Fialho,Tim Means,loss,0.8062057257173368
Dan Argueta,Miles Johns,loss,0.5327264716173602
Dan Argueta,Miles Johns,loss,0.5661244000179951
Ricardo Ramos,Charles Jourdain,loss,0.5321052036756573
AJ Fletcher,Bryan Battle,loss,0.7054410511308121
Michelle Waterson-Gomez,Marina Rodriguez,loss,0.8586853563850941
Dan Ige,Bryce Mitchell,loss,0.7579763710738495
Mateusz Gamrot,Rafael Fiziev,loss,0.5690595810907458
Montana De La Rosa,JJ Aldrich,loss,0.5405986991498416
Johnny Munoz,Aoriqileng,loss,0.582706496103199
Vanessa Demopoulos,Kanako Murata,loss,0.5138950832603938
Karolina Kowalkiewicz,Diana Belbita,win,0.5624562501559608
Alexander Hernandez,Bill Algeo,loss,0.5998497437707816
Drew Dober,Ricky Glenn,loss,0.5190032637817061
Alex Morono,Joaquin Buckley,win,0.693640757022867
Abdul Razak Alhassan,Joe Pyfer,loss,0.552552828453392
Bobby Green,Grant Dawson,loss,0.833341332200006
Ashley Yoder,Emily Ducote,win,0.6226990885558005
Alatengheili,Chris Gutierrez,loss,0.5906904676361965
Darren Elkins,TJ Brown,win,0.6120356300556163
Cameron Saaiman,Christian Rodriguez,win,0.6017664606192541
Andre Petroski,Michel Pereira,loss,0.5568286723135762
Adrian Yanez,Jonathan Martinez,loss,0.6015261565592424
Viviane Araujo,Jennifer Maia,win,0.502321974462814
Sodiq Yusuff,Edson Barboza,win,0.7271917909121765
Sedriques Dumas,Abu Azaitar,win,0.6751272291874328
Victor Henry,Javid Basharat,loss,0.7649366583425241
Javid Basharat,Victor Henry,win,0.6145474933315694
Muhammad Mokaev,Tim Elliott,win,0.6929839342668461
Magomed Ankalaev,Johnny Walker,win,0.55556251466874
Magomed Ankalaev,Johnny Walker,win,0.7117401411307196
Khamzat Chimaev,Kamaru Usman,win,0.5614826139097843
Alexander Volkanovski,Islam Makhachev,loss,0.6150304084085308
Angela Hill,Denise Gomes,loss,0.7384042314093033
Modestas Bukauskas,Vitor Petrino,win,0.6627652147839548
Rinat Fakhretdinov,Elizeu Zaleski dos Santos,win,0.7986411413590767
Caio Borralho,Abus Magomedov,win,0.7289318065933744
Rodrigo Nascimento,Don'Tale Mayes,win,0.705994656391243
Gabriel Bonfim,Nicolas Dalby,win,0.5339899392371128
Derrick Lewis,Jailton Almeida,loss,0.9216313394077865
John Castaneda,Kyung Ho Kang,loss,0.5728411832676695
Mark Madsen,Jared Gordon,loss,0.5987518760127941
Viacheslav Borshchev,Nazim Sadykhov,win,0.4886007356121771
Mateusz Rebecki,Roosevelt Roberts,win,0.8023962442595766
Loopy Godinez,Tabatha Ricci,loss,0.5623041499161967
Pat Sabatini,Diego Lopes,win,0.6448102627016953
Benoit Saint Denis,Matt Frevola,win,0.7885593185770979
Mackenzie Dern,Jessica Andrade,loss,0.6372267770944583
Tom Aspinall,Sergei Pavlovich,loss,0.5359624441580166
Alex Pereira,Jiri Prochazka,win,0.6563844660004575
Trey Ogden,Nikolas Motta,win,0.5692999758656822
Trey Ogden,Nikolas Motta,win,0.8258714755258184
Lucie Pudilova,Ailin Perez,loss,0.6990377603156334
Denis Tiuliulin,Christian Leroy Duncan,loss,0.6597363477634742
Joanderson Brito,Jonathan Pearce,loss,0.6851306836013823
Luana Pinheiro,Amanda Ribas,win,0.6127724364393379
Chase Hooper,Jordan Leavitt,win,0.584181645377164
Michael Morales,Jake Matthews,loss,0.5011813154673669
Paul Craig,Brendan Allen,loss,0.6547098399786111
Jared Gooden,Wellington Turman,win,0.6473257250519215
Drakkar Klose,Joe Solecki,win,0.5545414559225089
Julia Avila,Miesha Tate,loss,0.5617864334156516
Dustin Stoltzfus,Punahele Soriano,loss,0.5421919257989428
Clay Guida,Joaquim Silva,loss,0.49026116282301063
Sean Brady,Kelvin Gastelum,win,0.6853617976223974
Rob Font,Deiveson Figueiredo,loss,0.5169763124557704
Bobby Green,Jalin Turner,win,0.5326614424559074
Beneil Dariush,Arman Tsarukyan,loss,0.5784446588172175
Tatsuro Taira,Carlos Hernandez,win,0.6559903096888575
Melquizael Costa,Steve Garcia,win,0.698846847368181
Andre Muniz,JunYong Park,loss,0.5519458145644969
Tim Elliott,Sumudaerji,loss,0.5088163198242409
Jamie Mullarkey,Nasrat Haqparast,win,0.5131325520373499
Anthony Smith,Khalil Rountree Jr.,win,0.6591325233083052
Chris Gutierrez,Song Yadong,loss,0.7591169457679797
Andre Fili,Lucas Almeida,loss,0.5249974705974727
Tagir Ulanbekov,Cody Durden,loss,0.5439823690399003
Ariane Lipski,Casey O'Neill,loss,0.7082481211057686
Brian Kelleher,Cody Garbrandt,loss,0.6059108386485578
Karol Rosa,Irene Aldana,loss,0.5633473187099237
Dustin Jacoby,Alonzo Menifield,loss,0.6130720194096133
Josh Emmett,Bryce Mitchell,loss,0.6631994872678125
Tony Ferguson,Paddy Pimblett,loss,0.7103362719275226
Stephen Thompson,Shavkat Rakhmonov,loss,0.9071240588751196
Brandon Royval,Alexandre Pantoja,loss,0.5519336584536727
Leon Edwards,Colby Covington,loss,0.753856284628031
Sean Strickland,Uriah Hall,win,0.7183717868647398
Anderson Dos Santos,Miles Johns,loss,0.7322360733244365
Manel Kape,Ode Osbourne,win,0.6049251756012298
Karolina Kowalkiewicz,Jessica Penne,win,0.6104251622438319
Alonzo Menifield,Ed Herman,win,0.718418329565842
Rafael Fiziev,Bobby Green,loss,0.5576854137544062
Song Yadong,Casey Kenney,win,0.5074132006408535
Angela Hill,Tecia Torres,win,0.5095516600990253
Vicente Luque,Michael Chiesa,loss,0.5240140641411903
Pedro Munhoz,Jose Aldo,win,0.7985720797874917
Ciryl Gane,Derrick Lewis,win,0.8246827109146644
Domingo Pilarte,Brian Kelleher,loss,0.7067378704149622
Alexandre Pantoja,Brandon Royval,win,0.7363999309111487
Vinc Pichel,Austin Hubbard,win,0.5923044431837841
Parker Porter,Chase Sherman,loss,0.5042589079005031
Mark Madsen,Clay Guida,win,0.666977771089005
Kelvin Gastelum,Jared Cannonier,loss,0.7284067578717797
Darren Stewart,Dustin Jacoby,loss,0.7547267138821006
Wellington Turman,Sam Alvey,loss,0.617428798011161
Abdul Razak Alhassan,Alessio Di Chirico,loss,0.5124459898816478
Makhmud Muradov,Gerald Meerschaert,win,0.6533323745595725
Daniel Rodriguez,Kevin Lee,loss,0.7882899947967608
Giga Chikadze,Edson Barboza,win,0.7377288192954244
Marc-Andre Barriault,Dalcha Lungiambula,win,0.7188088810963525
Julian Erosa,Charles Jourdain,loss,0.6883016606625876
Molly McCann,Ji Yeon Kim,win,0.5873114027609471
Khalil Rountree Jr.,Modestas Bukauskas,win,0.6221316761324497
Alex Morono,David Zawada,win,0.7200126899052577
Tom Aspinall,Serghei Spivac,loss,0.5571101889592773
Derek Brunson,Darren Till,win,0.7561971669476472
Hannah Goldy,Emily Whitmire,win,0.6245470525637125
Gustavo Lopez,Alatengheili,loss,0.499443502826891
Pannie Kianzad,Raquel Pennington,loss,0.7023841181095912
Tafon Nchukwi,Mike Rodriguez,loss,0.7250374483773736
Antonio Arroyo,Joaquin Buckley,win,0.6025533290752308
Tony Gravely,Nate Maness,win,0.5573828292468722
Christos Giagos,Arman Tsarukyan,loss,0.7987385914724886
Devin Clark,Ion Cutelaba,win,0.5208286189275948
Anthony Smith,Ryan Spann,loss,0.6145012621229476
Omar Morales,Jonathan Pearce,win,0.5402564016543779
Roxanne Modafferi,Taila Santos,loss,0.8144971310756751
Chris Daukaus,Shamil Abdurakhimov,win,0.7175665209303741
Nasrat Haqparast,Dan Hooker,loss,0.5481742880970986
Marlon Moraes,Merab Dvalishvili,loss,0.8525442482152399
Jessica Andrade,Cynthia Calvillo,loss,0.5778430662338494
Curtis Blaydes,Jairzinho Rozenstruik,win,0.5469661307606768
Nick Diaz,Robbie Lawler,win,0.6766466984744361
Lauren Murphy,Valentina Shevchenko,loss,0.9301743429410664
Brian Ortega,Alexander Volkanovski,loss,0.8677141004712805
Johnny Eduardo,Alejandro Perez,loss,0.7286280436039054
Devonte Smith,Jamie Mullarkey,loss,0.4936862719743747
Karol Rosa,Bethe Correia,win,0.7490961288550414
Casey O'Neill,Antonina Shevchenko,win,0.6147775385849666
Joe Solecki,Jared Gordon,win,0.714953822793104
Misha Cirkunov,Krzysztof Jotko,win,0.5391971817189111
Alex Oliveira,Niko Price,loss,0.5340424634851788
Kevin Holland,Kyle Daukaus,win,0.697562181396838
Kyle Daukaus,Kevin Holland,loss,0.6845230624108956
Johnny Walker,Thiago Santos,loss,0.7993539219056499
Charles Rosa,Damon Jackson,loss,0.6625022527365445
Alexandr Romanov,Jared Vanderaa,win,0.7950535223290535
Chris Gutierrez,Felipe Colares,win,0.7119412110193394
Sabina Mazo,Mariya Agapova,win,0.677486045820483
Tim Elliott,Matheus Nicolau,loss,0.6635591446171745
Randy Brown,Jared Gooden,win,0.6685510633375947
Mackenzie Dern,Marina Rodriguez,loss,0.7675615013604025
Batgerel Danaa,Brandon Davis,win,0.660351654590871
Luana Carolina,Loopy Godinez,win,0.5814564159954988
Danny Roberts,Ramazan Emeev,loss,0.6660912894587458
Andrew Sanchez,Bruno Silva,loss,0.6028108976382647
Nate Landwehr,Ludovit Klein,win,0.573456265387613
Mayra Bueno Silva,Manon Fiorot,loss,0.6938922104026751
Andrei Arlovski,Carlos Felipe,loss,0.49753838121764604
Aspen Ladd,Norma Dumont,loss,0.5867411082586426
Randa Markos,Livinha Souza,win,0.7659376315744598
Jai Herbert,Khama Worthy,loss,0.6731875968462898
Laureano Staropoli,Jamie Pickett,win,0.7333794078829875
Ike Villanueva,Nicolae Negumereanu,win,0.5152161056386557
Dwight Grant,Francisco Trinaldo,loss,0.7317452946112146
SeungWoo Choi,Alex Caceres,win,0.7182408846614956
Joselyne Edwards,Jessica-Rose Clark,win,0.5089943405892383
Grant Dawson,Ricky Glenn,win,0.5458532007974461
Paulo Costa,Marvin Vettori,loss,0.6815731956318567
Makwan Amirkhani,Lerone Murphy,loss,0.5799933896295922
Ricardo Ramos,Zubaira Tukhugov,loss,0.6013683250675939
Amanda Ribas,Virna Jandiroba,loss,0.5003106476921451
Magomed Ankalaev,Volkan Oezdemir,loss,0.5083755150241966
Khamzat Chimaev,Li Jingliang,win,0.7874824830416878
Marcin Tybura,Alexander Volkov,loss,0.6886308587112675
Dan Hooker,Islam Makhachev,loss,0.7939965996541439
Petr Yan,Cory Sandhagen,win,0.8167511650791146
Jan Blachowicz,Glover Teixeira,win,0.5592835650761062
John Allan,Dustin Jacoby,loss,0.6799432816572116
Edmen Shahbazyan,Nassourdine Imavov,win,0.5301907329862774
Al Iaquinta,Bobby Green,loss,0.7056081068531176
Justin Gaethje,Michael Chandler,win,0.6688490927175714
Shane Burgos,Billy Quarantillo,loss,0.5954749801599317
Marlon Vera,Frankie Edgar,win,0.7069358701029164
Rose Namajunas,Zhang Weili,win,0.5628649730598584
Kamaru Usman,Colby Covington,win,0.6223895226744007
Kennedy Nzechukwu,Da Woon Jung,loss,0.7171558098908684
Cortney Casey,Liana Jojua,win,0.7303689161206036
