id,event,date,fighter_name,fighter_weight,fighter_height,fighter_reach,fighter_dob,fighter_kd_differential,fighter_str_differential,fighter_td_differential,fighter_sub_differential,fighter_winrate,fighter_winstreak,fighter_losestreak,fighter_totalfights,fighter_totalwins,fighter_record,fighter_titlefights,fighter_titlewins,fighter_age_deviation,fighter_elo,fighter_opp_avg_elo,opponent_name,opponent_weight,opponent_height,opponent_reach,opponent_dob,opponent_kd_differential,opponent_str_differential,opponent_td_differential,opponent_sub_differential,opponent_winrate,opponent_winstreak,opponent_losestreak,opponent_totalfights,opponent_totalwins,opponent_record,opponent_titlefights,opponent_titlewins,opponent_age_deviation,opponent_elo,opponent_opp_avg_elo,result,method,round,time
4908,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Anthony Rocco Martin,170 lbs.,"6' 0""","73""","Dec 11, 1989",0,-12,0.5,0.5,0.25,1,0,4,1,17-6-0,0,0,41.0,974.4235080519935,1018.7750951504543,Leonardo Santos,155 lbs.,"6' 0""","75""","Feb 05, 1980",-0.25,-11,0,0.5,0.75,3,0,4,3,18-7-1,2,2,3514.0,1046.2807044301153,998.6825699742201,loss,SUB,2,2:29
4909,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Alex Oliveira,170 lbs.,"5' 11""","76""","Feb 21, 1988",0,12,-2,-2,0.0,0,1,1,0,22-12-1 (2 NC),0,0,765.0,986.6645719307638,1071.7398571606025,Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",0,0,1.6,1.2,1.0,5,0,5,5,22-6-0,0,0,1346.0,1071.7398571606025,979.5325032975607,loss,SUB,3,4:14
4910,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",Bentley Syler,125 lbs.,"5' 4""",--,"Dec 22, 1982",-1,-5,-2,0,0.0,0,1,1,0,5-1-0,0,0,2652.0,984.0,1016.0,Fredy Serrano,125 lbs.,"5' 3""","65""","Sep 22, 1979",1,5,2,0,1.0,1,0,1,1,3-2-0,0,0,3839.0,1016.0,984.0,loss,KO/TKO,3,1:34
4911,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",Liz Carmouche,125 lbs.,"5' 6""","66""","Feb 19, 1984",0,10.3,1.4,-0.4,0.5,0,2,10,5,13-7-0,2,0,1892.0,1000.696902102078,1021.1562506447968,Lauren Murphy,125 lbs.,"5' 5""","67""","Jul 27, 1983",0,10,-5,0,0.0,0,2,2,0,16-6-0,0,0,2218.0,977.0045278782092,1106.0870066495895,win,U-DEC,3,5:00
4912,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",Michael Chiesa,170 lbs.,"6' 1""","75""","Dec 07, 1987",0.14285714285714285,1,0.7142857142857143,0.2857142857142857,0.7142857142857143,0,1,7,5,18-7-0,2,2,644.0,1046.5914278714372,1022.0395041655655,Mitch Clarke,155 lbs.,"5' 10""","73""","Nov 24, 1985",0,-15.6,-1.2,-0.2,0.4,2,0,5,2,11-5-0,0,0,1283.0,993.6749170403414,1021.337603586198,win,U-DEC,3,5:00
4913,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",Milana Dudieva,135 lbs.,"5' 3""",--,"Aug 04, 1989",0,-14,2,0,1.0,2,0,2,2,11-6-0,0,0,25.0,1027.8739306203415,948.2337230430078,Julianna Pena,135 lbs.,"5' 6""","69""","Aug 19, 1989",0,29,2,0,1.0,2,0,2,2,12-5-0,2,2,256.0,1030.5304984710244,976.7347507644877,loss,KO/TKO,1,3:59
4914,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",Diego Ferreira,155 lbs.,"5' 9""","74""","Jan 18, 1985",0.25,1.5,-0.75,1,0.75,0,1,4,3,18-5-0,0,0,1747.0,1029.1171398221009,1000.1319606737358,Dustin Poirier,155 lbs.,"5' 9""","72""","Jan 19, 1989",0.1875,9.4375,0.125,0.625,0.6875,0,1,16,11,29-8-0 (1 NC),0,0,257.0,1084.4652190774543,1020.3462353517137,loss,KO/TKO,1,3:45
4915,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",Clay Guida,155 lbs.,"5' 7""","70""","Dec 08, 1981",0,1.4074074074074074,2.814814814814815,-0.37037037037037035,0.6296296296296297,0,1,27,17,38-20-0,3,2,2793.0,1102.8147447282636,1063.0391773978267,Robert Peralta,145 lbs.,"5' 8""","71""","Mar 14, 1986",0.6666666666666666,13.222222222222221,-1.3333333333333333,-0.2222222222222222,0.6666666666666666,0,1,9,6,18-8-0 (1 NC),0,0,1257.0,1057.0225762878217,1018.1994263984731,win,U-DEC,3,5:00
4916,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",Al Iaquinta,155 lbs.,"5' 10""","70""","Apr 30, 1987",0.6,15.1,0.1,-0.3,0.7,3,0,10,7,14-7-1,2,0,1013.0,1071.0436409391364,1021.0821161489251,Jorge Masvidal,170 lbs.,"5' 11""","74""","Nov 12, 1984",-0.07142857142857142,17.071428571428573,1.4285714285714286,0,0.8571428571428571,3,0,14,12,35-17-0,1,0,1786.0,1143.0541892160463,1041.4270912213194,win,S-DEC,3,5:00
4917,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",Timothy Johnson,265 lbs.,"6' 3""","77""","Mar 13, 1985",0,13,1,0,1.0,1,0,1,1,12-4-0,0,0,1854.0,1016.0,984.0,Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0,-13,-1,0,0.0,0,1,1,0,20-8-0,0,0,3142.0,984.0,1016.0,win,KO/TKO,1,4:57
4918,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",Justin Jones,185 lbs.,"5' 11""",--,"Sep 06, 1987",0,-17,-7,1,0.0,0,2,2,0,9-2-0,0,0,828.0,972.1260693796585,1051.7662769569924,Ron Stallings,170 lbs.,"6' 2""","75""","Jan 25, 1983",-1,-17,0,0,0.0,0,4,2,0,14-8-0 (1 NC),0,0,2556.0,941.0599339395575,2038.718034596411,loss,U-DEC,3,5:00
4919,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",Ricardo Lamas,145 lbs.,"5' 8""","71""","May 21, 1982",0.0625,3.1875,0.3125,0.4375,0.75,2,0,16,12,20-8-0,1,0,2741.0,1111.2397204091858,1019.9561062234924,Chad Mendes,145 lbs.,"5' 6""","66""","May 01, 1985",0.2,6.933333333333334,2.933333333333333,0.06666666666666667,0.8666666666666667,0,1,15,13,18-5-0,2,0,1644.0,1153.7432487383348,1044.4379666203677,loss,KO/TKO,1,2:45
4920,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",Gray Maynard,155 lbs.,"5' 9""","70""","May 09, 1979",0.11764705882352941,-3.8823529411764706,1.7058823529411764,0.29411764705882354,0.5882352941176471,0,3,17,10,13-7-1 (1 NC),2,0,3758.0,1089.872815857513,1065.8505524759707,Alexander Yakovlev,155 lbs.,"6' 3""","74""","Jul 18, 1984",-0.6666666666666666,-13.333333333333334,-0.6666666666666666,0,0.0,0,3,3,0,24-10-1,0,0,1910.0,964.7025597070841,1095.7217142236143,loss,U-DEC,3,5:00
4921,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Seth Baczynski,170 lbs.,"6' 3""","75""","Oct 26, 1981",-0.15384615384615385,-0.7692307692307693,-1,0.6153846153846154,0.38461538461538464,0,3,13,5,20-14-0,0,0,2857.0,969.4241844284088,1034.8281501616186,Leon Edwards,170 lbs.,"6' 2""","74""","Aug 25, 1991",0,-1,-3,-1,0.0,0,2,2,0,21-3-0 (1 NC),0,0,649.0,972.0171904398463,1050.5888310225037,loss,KO/TKO,1,0:08
4922,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Izabela Badurek,115 lbs.,"5' 5""",--,"Jul 11, 1991",0,-10,1,-1,0.0,0,1,1,0,6-3-0,0,0,450.0,984.0,1016.0,Aleksandra Albu,115 lbs.,"5' 2""","63""","Jul 14, 1990",0,10,-1,1,1.0,1,0,1,1,3-2-0,0,0,88.0,1016.0,984.0,loss,SUB,2,3:34
4923,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Jan Blachowicz,205 lbs.,"6' 2""","78""","Feb 24, 1983",0,11,0,0,1.0,2,0,2,2,29-10-1,0,0,2420.0,1033.562527684625,1009.0349939855605,Jimi Manuwa,205 lbs.,"6' 1""","79""","Feb 18, 1980",0.2,12.6,-0.4,0.4,0.8,0,1,5,4,17-6-0,0,0,3312.0,1049.0139911869267,1026.0952517589178,loss,U-DEC,3,5:00
4924,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Mirko Filipovic,230 lbs.,"6' 2""","73""","Sep 10, 1974",0.4090909090909091,2.022727272727273,-0.5454545454545454,0.09090909090909091,0.7045454545454546,0,3,44,31,35-11-2 (1 NC),3,1,4438.0,1136.0089463675208,1045.3189564539466,Gabriel Gonzaga,242 lbs.,"6' 2""","76""","May 18, 1979",0,-5.083333333333333,0.875,0.2916666666666667,0.5833333333333334,0,2,24,14,17-11-0,1,0,3868.0,1063.8850831162938,1042.3462827081878,win,KO/TKO,3,3:30
4925,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Anthony Hamilton,260 lbs.,"6' 5""","76""","Apr 14, 1980",-0.25,9,0.75,-0.5,0.25,0,1,4,1,15-9-0,0,0,3529.0,971.3393112357809,1010.1046544527416,Daniel Omielanczuk,247 lbs.,"6' 0""","74""","Aug 31, 1982",0.6666666666666666,-12.666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,1,3,2,19-8-1 (1 NC),0,0,2421.0,1013.2052964395383,990.0772126240267,win,U-DEC,3,5:00
4926,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Rocky Lee,145 lbs.,"5' 9""",--,"Apr 08, 1987",0,-43,-1,-1,0.0,0,1,1,0,3-2-0,0,0,1105.0,984.0,1016.0,Taylor Lapilus,135 lbs.,"5' 6""","73""","Apr 08, 1992",0,43,1,1,1.0,1,0,1,1,18-3-0,0,0,722.0,1016.0,984.0,loss,U-DEC,3,5:00
4927,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Garreth McLellan,185 lbs.,"6' 1""","72""","Sep 01, 1982",0,-28,-10,2,0.0,0,1,1,0,13-6-0,0,0,2785.0,984.0,1016.0,Bartosz Fabinski,170 lbs.,"6' 0""","75""","Apr 26, 1986",0,28,10,-2,1.0,1,0,1,1,15-5-0,0,0,1452.0,1016.0,984.0,loss,U-DEC,3,5:00
4928,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Sergio Moraes,170 lbs.,"6' 0""","72""","Jul 23, 1982",-0.6666666666666666,-3,1.8333333333333333,0.5,0.6666666666666666,4,0,6,4,14-6-1,2,0,2825.0,1035.0371409711784,999.01516397524,Mickael Lebout,155 lbs.,"5' 11""","73""","Aug 16, 1987",0,-4,-2,0,0.0,0,1,1,0,16-7-1 (1 NC),0,0,975.0,984.917957053857,1035.0371409711784,win,U-DEC,3,5:00
4929,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Pawel Pawlak,170 lbs.,"6' 0""","73""","Feb 08, 1989",0,-26,-3,0,0.0,0,2,2,0,12-3-0,0,0,118.0,964.3963564138,969.0718113229868,Sheldon Westcott,170 lbs.,"6' 1""","71""","Aug 20, 1984",0,-60,-1,0,0.0,0,2,2,0,10-3-1,2,0,1706.0,969.4695015289755,1023.2652492355122,win,U-DEC,3,5:00
4930,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Stevie Ray,155 lbs.,"5' 10""","70""","Mar 25, 1990",0,28,0,2,1.0,1,0,1,1,23-9-0,0,0,23.0,1014.6507190612024,955.9802652764942,Marcin Bandel,155 lbs.,"5' 10""",--,"Oct 10, 1989",-0.6666666666666666,-13.333333333333334,0,-0.6666666666666666,0.0,0,3,3,0,15-7-0,0,0,189.0,955.9802652764942,1028.6681146493813,win,KO/TKO,2,1:35
4931,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Damian Stasiak,135 lbs.,"5' 5""","70""","Feb 20, 1990",0,-3,-1,-2,0.0,0,1,1,0,10-6-0,0,0,56.0,983.0422572996475,996.1357313532308,Yaotzin Meza,145 lbs.,"5' 9""","71""","Feb 04, 1981",-0.3333333333333333,-4,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,6,2,21-11-0 (1 NC),0,0,3359.0,996.1357313532308,1034.9518333264325,loss,U-DEC,3,5:00
4932,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015",Joanne Wood,125 lbs.,"5' 6""","65""","Dec 23, 1985",0,33.666666666666664,1.3333333333333333,-0.3333333333333333,0.6666666666666666,0,1,3,2,16-8-0,0,0,1576.0,1013.1281248226184,990.2906250591271,Maryna Moroz,125 lbs.,"5' 7""","67""","Sep 08, 1991",0,1,0,1,1.0,1,0,1,1,11-5-0,0,0,509.0,1017.4023736484061,1013.1281248226184,loss,SUB,1,1:30
4933,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Corey Anderson,205 lbs.,"6' 3""","79""","Sep 22, 1989",0,19.5,4.5,-0.5,1.0,4,0,4,4,14-5-0,2,2,81.0,1058.4044290913662,977.74948613926,Gian Villante,230 lbs.,"6' 3""","76""","Aug 18, 1985",-0.2,-12.2,0.3,-0.2,0.6,1,0,10,6,17-14-0,0,0,1416.0,1028.4451801729438,1123.0503920631313,loss,KO/TKO,3,4:18
4934,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Diego Brandao,145 lbs.,"5' 7""","64""","May 27, 1987",-0.125,-10.25,1.125,0.25,0.625,0,2,8,5,22-11-0,2,2,790.0,1027.0808285589808,1012.3466836945779,Jimy Hettes,145 lbs.,"5' 9""","71""","Jun 09, 1987",-0.5714285714285714,-3.142857142857143,3.2857142857142856,1.2857142857142858,0.7142857142857143,0,1,7,5,11-3-0,0,0,651.0,1036.4736345834551,986.937874732879,win,KO/TKO,1,5:00
4935,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Chris Camozzi,185 lbs.,"6' 2""","75""","Nov 20, 1986",-0.13333333333333333,11.333333333333334,-1.8,0,0.5333333333333333,0,4,15,8,24-13-0,0,0,1026.0,1007.62325003279,1022.9258351420472,Jacare Souza,185 lbs.,"6' 1""","72""","Dec 07, 1979",0.21052631578947367,4.052631578947368,2.1052631578947367,1.263157894736842,0.8421052631578947,8,0,19,16,26-10-0 (1 NC),5,2,3566.0,1202.7688951492476,1053.4510393715439,loss,SUB,1,2:33
4936,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Patrick Cummins,205 lbs.,"6' 2""","76""","Nov 16, 1980",-0.3333333333333333,23.166666666666668,3.1666666666666665,0.16666666666666666,1.0,4,0,6,6,10-7-0,0,0,3327.0,1069.640898264612,1379.5691564328074,Ovince Saint Preux,205 lbs.,"6' 3""","80""","Apr 08, 1983",0.35714285714285715,9.857142857142858,-0.35714285714285715,0.21428571428571427,1.0,1,0,14,14,26-17-0,0,0,2412.0,1153.9836908992786,1171.680343939133,loss,KO/TKO,1,4:54
4937,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Beneil Dariush,155 lbs.,"5' 10""","72""","May 06, 1989",0,-0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,3,0,6,5,22-5-1,0,0,318.0,1061.8346138404786,1004.6047493378525,Jim Miller,155 lbs.,"5' 8""","71""","Aug 30, 1983",0.15,3.45,0.3,1.2,0.75,0,1,20,15,36-17-0 (1 NC),0,0,2153.0,1141.2603866637512,1044.476167285734,win,U-DEC,3,5:00
4938,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Chris Dempsey,185 lbs.,"5' 10""","72""","Sep 08, 1987",0,-15,-1,0,0.0,0,2,2,0,11-5-0,0,0,686.0,969.8605480662007,1027.4378983314048,Eddie Gordon,185 lbs.,"6' 0""","76""","Jul 22, 1983",0.3333333333333333,10.333333333333334,0.3333333333333333,0,0.6666666666666666,0,1,3,2,8-4-0,2,2,2335.0,1014.5284652280732,999.985960644336,win,S-DEC,3,5:00
4939,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Felice Herrig,115 lbs.,"5' 4""","65""","Sep 18, 1984",0,4,-1,2,1.0,2,0,2,2,14-10-0,0,0,1917.0,1027.8739306203415,948.2337230430078,Paige VanZant,115 lbs.,"5' 4""","65""","Mar 26, 1994",0,33,-2,3,1.0,2,0,2,2,8-5-0,0,0,1579.0,1030.5304984710244,976.7347507644877,loss,U-DEC,3,5:00
4940,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Max Holloway,145 lbs.,"5' 11""","69""","Dec 04, 1991",0.5714285714285714,23.571428571428573,-1.2142857142857142,-0.2857142857142857,0.7142857142857143,7,0,14,10,25-7-0,0,0,652.0,1096.7034660497936,1012.794539226277,Cub Swanson,145 lbs.,"5' 8""","70""","Nov 02, 1983",0.17647058823529413,3.9411764705882355,-1.2941176470588236,0.23529411764705882,0.7058823529411765,0,1,17,12,29-13-0,0,0,2218.0,1105.8521723999716,1036.190214582144,win,SUB,3,3:58
4941,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Lyoto Machida,185 lbs.,"6' 1""","74""","May 30, 1978",0.46875,14.09375,0.59375,0.15625,0.84375,1,0,32,27,24-8-0,5,2,4228.0,1242.7605856466807,1083.3495417187796,Luke Rockhold,185 lbs.,"6' 3""","77""","Oct 17, 1984",0.8461538461538461,12,-0.6923076923076923,0.46153846153846156,1.2307692307692308,3,0,13,16,16-6-0,2,2,1853.0,1197.1430170857743,1354.9924913018406,loss,SUB,2,2:31
4942,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Tim Means,170 lbs.,"6' 2""","75""","Feb 20, 1984",0.4444444444444444,20.555555555555557,-1.3333333333333333,0.1111111111111111,0.6666666666666666,3,0,9,6,32-15-1 (1 NC),0,0,2206.0,1046.887154288888,1014.3884559533284,George Sullivan,170 lbs.,"6' 0""","73""","Mar 13, 1981",0,18.333333333333332,-0.3333333333333333,-0.6666666666666666,1.0,3,0,3,3,17-7-0 (1 NC),0,0,3112.0,1048.023277769194,999.6723533899213,win,SUB,3,3:41
4943,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Takeya Mizugaki,135 lbs.,"5' 7""","69""","Dec 16, 1983",0.058823529411764705,-4.352941176470588,0.23529411764705882,-0.5294117647058824,0.5882352941176471,0,1,17,10,21-11-2,0,0,2118.0,1067.2920573692707,1034.3138447043714,Aljamain Sterling,135 lbs.,"5' 7""","71""","Jul 31, 1989",0,34.333333333333336,0.6666666666666666,1.3333333333333333,1.0,3,0,3,3,23-4-0,0,0,9.0,1046.9949061731754,992.5409702792173,loss,SUB,3,2:11
4944,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Thomas Almeida,145 lbs.,"5' 7""","70""","Jul 31, 1991",0,53,-2,0,1.0,2,0,2,2,22-5-0,0,0,624.0,1027.9407184774504,948.9561070607613,Yves Jabouin,135 lbs.,"5' 7""","68""","May 30, 1979",-0.08333333333333333,1.6666666666666667,0.8333333333333334,-1,0.5,1,0,12,6,20-11-0,0,0,3674.0,1016.7950552355113,1017.8528299520003,win,KO/TKO,1,4:18
4945,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Olivier Aubin-Mercier,155 lbs.,"5' 9""","70""","Feb 23, 1989",0,-15,1.6666666666666667,0.3333333333333333,0.3333333333333333,1,0,3,1,11-5-0,2,0,229.0,985.5235576025703,1000.3732537054321,David Michaud,155 lbs.,"5' 9""",--,"Nov 10, 1988",0,-12.666666666666666,2,1.3333333333333333,0.3333333333333333,1,0,3,1,11-3-0,0,0,404.0,984.7331947354535,994.9121022645073,win,SUB,3,1:35
4946,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Bryan Barberena,170 lbs.,"6' 0""","72""","May 03, 1989",1,39,-3,0,1.0,2,0,2,2,18-11-0,0,0,230.0,1033.2055471453418,1005.2265380741505,Chad Laprise,170 lbs.,"5' 10""","71""","Jul 23, 1986",0,23.333333333333332,0,0,1.0,3,0,3,3,13-4-0,2,2,1175.0,1045.2504491203065,980.4748665180035,loss,U-DEC,3,5:00
4947,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Michael Bisping,185 lbs.,"6' 1""","75""","Feb 28, 1979",0.1724137931034483,19.75862068965517,-0.034482758620689655,0.27586206896551724,0.7586206896551724,0,1,29,22,30-9-0,2,2,3911.0,1159.7589356082854,1058.6644439406043,CB Dollaway,185 lbs.,"6' 2""","76""","Aug 10, 1983",-0.15789473684210525,5.315789473684211,1.7894736842105263,-0.3684210526315789,0.631578947368421,0,1,19,12,17-9-0,2,0,2330.0,1081.6659011172683,1030.4342656728784,win,U-DEC,3,5:00
4948,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Chris Clements,170 lbs.,"5' 10""","70""","Feb 09, 1976",0.4,20.4,-2.8,-0.6,0.6,1,0,5,3,12-6-0 (1 NC),0,0,5026.0,1024.1316775425123,974.3729797999546,Nordine Taleb,170 lbs.,"6' 1""","74""","Jun 10, 1981",0,37,2.6666666666666665,0,1.0,3,0,3,3,15-7-0,0,0,3044.0,1046.5304984710244,989.3333333333334,loss,U-DEC,3,5:00
4949,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Patrick Cote,170 lbs.,"5' 11""","75""","Feb 29, 1980",0.36363636363636365,-3.090909090909091,-0.7272727272727273,-0.4090909090909091,0.5909090909090909,0,1,22,13,23-11-0,2,0,3504.0,1061.1225016044616,1036.990061512947,Joe Riggs,185 lbs.,"6' 0""","70""","Sep 23, 1982",-0.10526315789473684,5.473684210526316,0.10526315789473684,0,0.5263157894736842,0,1,19,10,44-17-0 (1 NC),0,0,2644.0,1030.397299358463,1042.2590161322448,win,U-DEC,3,5:00
4950,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Aisling Daly,115 lbs.,"5' 2""","64""","Dec 24, 1987",0,4,0,1,1.0,2,0,2,2,16-6-0,0,0,725.0,1030.5304984710244,976.7347507644877,Randa Markos,115 lbs.,"5' 4""","63""","Aug 10, 1985",0,16,-3,0,0.0,0,2,2,0,11-12-1,0,0,1591.0,975.3176853936122,1086.8796035661314,loss,U-DEC,3,5:00
4951,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Alexis Davis,135 lbs.,"5' 6""","68""","Oct 04, 1984",0,9.285714285714286,-0.14285714285714285,0.42857142857142855,1.0,0,1,7,7,21-11-0,1,0,1741.0,1070.6589964194166,1304.2987336096642,Sarah Kaufman,135 lbs.,"5' 5""","66""","Sep 20, 1985",0,49.92857142857143,-0.42857142857142855,-0.2857142857142857,0.7142857142857143,2,0,14,10,18-4-0 (1 NC),3,1,1310.0,1094.6884479988705,1001.731367387637,win,SUB,2,3:07
4952,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Kyoji Horiguchi,125 lbs.,"5' 5""","66""","Oct 12, 1990",0.6,24,0.4,-1.2,1.0,5,0,5,5,19-2-0,0,0,276.0,1064.0693780260056,942.1698794815477,Demetrious Johnson,125 lbs.,"5' 3""","66""","Aug 13, 1986",0.125,29.1875,0.875,0,0.75,7,0,16,12,27-3-1,7,6,1147.0,1150.8252677727287,1045.9897614627607,loss,SUB,5,4:59
4953,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Quinton Jackson,205 lbs.,"6' 1""","73""","Jun 20, 1978",0.42424242424242425,8.181818181818182,0.30303030303030304,-1.2121212121212122,0.6666666666666666,0,3,33,22,37-12-0,6,2,3514.0,1152.9915664860373,1084.458480615559,Fabio Maldonado,205 lbs.,"6' 1""","75""","Mar 17, 1980",0,23.9,-1.5,0.6,0.6,1,0,10,6,23-11-0,0,0,3515.0,1033.5003772114026,1010.1213206374198,win,U-DEC,3,5:00
4954,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",Valerie Letourneau,115 lbs.,"5' 7""","68""","Apr 29, 1983",0,37,0,0,1.0,2,0,2,2,8-6-0,0,0,2244.0,1030.5304984710244,976.7347507644877,Jessica Rakoczy,115 lbs.,"5' 7""",--,"Apr 14, 1977",0,-29,-2,0,0.0,0,2,2,0,1-5-0 (1 NC),2,0,4254.0,969.4695015289755,1023.2652492355122,win,U-DEC,3,5:00
4955,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",John Makdessi,155 lbs.,"5' 8""","68""","May 03, 1985",0.6,19.3,-0.5,-0.1,0.7,1,0,10,7,18-8-0,0,0,1824.0,1055.0648855296643,1004.6525249649392,Shane Campbell,155 lbs.,"6' 0""","71""","Jan 21, 1987",-2,-22,0,0,0.0,0,1,1,0,14-6-0,0,0,1196.0,985.8767532135537,1055.0648855296643,win,KO/TKO,1,4:53
4956,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015",Sam Alvey,185 lbs.,"6' 2""","75""","May 06, 1986",0.25,-3.25,-0.5,0,0.5,2,0,4,2,33-18-1 (1 NC),0,0,1394.0,1004.9863860081034,1009.8263407546291,Daniel Kelly,185 lbs.,"6' 0""","70""","Oct 31, 1977",0,5,0.3333333333333333,0.6666666666666666,1.0,3,0,3,3,13-4-0,0,0,4495.0,1046.7800285222752,991.1964039138189,win,KO/TKO,1,0:49
4957,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015",Dylan Andrews,185 lbs.,"6' 1""","74""","Nov 15, 1979",0.4,2.2,0,-0.6,0.6,0,2,5,3,18-7-0 (1 NC),0,0,3651.0,1008.6425077499816,989.7163142493971,Brad Scott,170 lbs.,"6' 1""","76""","Jun 24, 1989",-0.4,-7.8,-1,0.4,0.2,0,2,5,1,11-6-0,2,0,102.0,956.2929032670336,1009.3071910806564,loss,SUB,2,4:54
4958,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015",Alex Chambers,115 lbs.,"5' 3""","63""","Oct 25, 1978",0,-4,0,-1,0.0,0,2,2,0,5-5-0,0,0,4072.0,969.4695015289755,1023.2652492355122,Kailin Curran,115 lbs.,"5' 4""","65""","Apr 11, 1991",0,-33,2,-3,0.0,0,2,2,0,4-5-0,0,0,499.0,969.4695015289755,1023.2652492355122,win,SUB,3,3:15
4959,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015",Lisa Ellis,115 lbs.,"5' 4""",--,"Nov 15, 1982",0,-1,2,-1,0.0,0,4,4,0,15-11-0,0,0,2590.0,941.5955709086339,1022.2505138607399,Bec Rawlings,125 lbs.,"5' 6""","64""","Feb 11, 1989",0,13,-1,-1,0.0,0,2,2,0,7-8-0,0,0,310.0,969.4695015289755,1023.2652492355122,loss,SUB,1,4:09
4960,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015",Vik Grujic,170 lbs.,"5' 11""","73""","Feb 06, 1977",0,-26.25,-1.75,0,0.25,0,1,4,1,6-6-0,0,0,4663.0,970.5617309632514,1006.032919385628,Brendan O'Reilly,170 lbs.,"5' 7""","69""","Jun 24, 1987",0,-4,-2,-1,0.0,0,2,2,0,6-3-0 (1 NC),0,0,797.0,972.1260693796585,1051.7662769569924,loss,U-DEC,3,5:00
4961,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015",Hatsu Hioki,145 lbs.,"5' 11""","73""","Jul 18, 1983",-0.1111111111111111,6.222222222222222,1.1111111111111112,-0.5555555555555556,0.5555555555555556,0,1,9,5,29-10-2,0,0,2178.0,1013.4113965331114,1021.6475651233084,Dan Hooker,155 lbs.,"6' 0""","75""","Feb 13, 1990",0,-3.6666666666666665,-1,-2,0.6666666666666666,0,1,3,2,23-12-0,0,0,140.0,1011.5938208306252,979.4788735739397,loss,KO/TKO,2,4:13
