Fighter,oppelo,wins,losses,dob,totalfights,elo,losestreak,winstreak,titlewins,KD,Sig. str.,Total str.,Td,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,Sig. str.%,Total str.%,Td%,Sig. str%,Head%,Body%,Leg%,Distance%,Clinch%,Ground%
Bibulatov Magomed,14090.943638324505,1,2,1988,3,984.769527686861,2,0,0,-4.0,191.0,177.0,29.0,-18.0,-9.0,0.9999999999999982,191.0,-29.0,228.0,-8.0,69.0,76.0,46.0,0.4863892669142123,0.023386158277998947,1.785714285714286,0.4863892669142123,-0.6349684189004312,0.5199055330634282,2.714285714285715,0.13770578080922935,-0.5535714285714286,-2.63
Randy Brown,1563558.9365137145,11,5,1990,16,1092.4812867172668,0,1,0,-197.0,19228.0,-6509.0,239.0,-67.0,217.0,-1791.1166666666668,19228.0,23519.0,4460.0,-8751.0,16469.0,4303.0,-1544.0,-36.559895979104496,-141.3089023748596,298.7321428571429,-36.559895979104496,58.945516964794166,84.43250707821039,141.3267483888795,-0.21766372677488555,-47.13588423071184,-155.92604331373144
TJ Dillashaw,2308900.7334835217,13,5,1986,18,1122.2724725743028,1,0,5,639.0,5520.0,14462.0,-166.0,-543.0,0.0,2988.166666666667,5520.0,-11905.0,-1239.0,18664.0,5243.0,6469.0,-6192.0,-189.3686314342417,-128.48803007581918,2.4936716791980302,-189.3686314342417,-340.3574395651285,-42.885718618071564,19.198830028349448,-134.9176288296839,-203.4245573870574,339.10457016396697
Anthony Ivy,5025.415542299181,0,2,1990,2,969.0280163427659,2,0,0,0.0,-114.0,-490.0,20.0,-8.0,0.0,15.533333333333331,-114.0,-101.0,-1.0,-12.0,-90.0,-28.0,4.0,-0.3568605307735743,-0.8140033879164315,0.8333333333333334,-0.3568605307735743,-0.7464646464646465,-1.3030303030303028,-2.2,-0.4349367898971092,-0.30476190476190457,-0.4571428571428573
Cory Hendricks,1000,0,1,1988,1,984.0,1,0,0,0.0,-14.0,-101.0,0.0,0.0,0.0,-7.5,-14.0,-24.0,10.0,0.0,0.0,1.0,-15.0,-0.17178837319816248,-0.3343397425711107,0.0,-0.17178837319816248,-0.25098145390550963,0.0174825174825175,-0.2222222222222222,-0.1407766990291262,-0.10389610389610393,-0.6818181818181818
Daniel Lacerda,89690.61136044514,0,4,1996,6,943.4752547758966,4,0,0,31.0,-1403.0,-1674.0,81.0,-49.0,0.0,12.899999999999995,-1403.0,-673.0,-194.0,-536.0,-411.0,64.0,-1056.0,-25.010102705516616,-15.477387007142667,42.5,-25.010102705516616,2.8804072838206896,-20.282978363759295,-10.287878787878787,-24.98804136115457,3.1428571428571415,27.33040746315679
Eric Wisely,4876.310485675973,0,2,1984,2,967.6178732110089,2,0,0,0.0,-36.0,-64.0,-17.0,-2.0,0.0,-33.95,-36.0,-18.0,20.0,-38.0,59.0,-20.0,-75.0,0.04044489383215355,0.09584084918390867,-3.6666666666666665,0.04044489383215355,-0.4138804457953394,0.0,0.7196969696969697,0.5666666666666668,0.0,-3.4285714285714284
John Makdessi,2935836.213035754,11,9,1985,20,1022.5262372288643,2,0,0,-383.0,45867.0,56064.0,-1056.0,-9.0,0.0,-783.8000000000001,45867.0,667.0,19325.0,25875.0,42251.0,2344.0,1272.0,391.3030747052322,406.6235098769607,-288.46969696969694,391.3030747052322,281.793013025808,-146.24350440260503,111.20698201346038,408.01329493184653,66.86226126814361,-80.33261494252875
Justin Jaynes,55165.07667418198,1,4,1989,5,953.9949687879504,4,0,0,-4.0,-859.0,-2323.0,-20.0,-28.0,66.0,-68.28333333333333,-859.0,-479.0,-89.0,-291.0,-623.0,-22.0,-214.0,3.860685695532672,1.5836556367194143,-18.0,3.860685695532672,3.370520547383545,12.009663865546218,-14.977272727272727,4.361138393908957,18.46666666666667,-9.644444444444444
Amar Suloev,5063.48228194383,0,2,1976,2,971.4153055990523,2,0,0,0.0,-28.0,-60.0,4.0,4.0,0.0,-3.1999999999999997,-28.0,-15.0,2.0,-15.0,-6.0,-2.0,-20.0,0.5443236714975844,0.15433684672815084,4.0,0.5443236714975844,0.15385543467474624,0.4,2.7702020202020203,1.075743867603257,-0.6666666666666666,0.8888888888888888
War Machine,5000,1,1,1981,2,999.263693206478,1,0,0,-1.0,-11.0,53.0,-5.0,-5.0,1.0,0.9833333333333334,-11.0,-17.0,2.0,4.0,0.0,-5.0,-6.0,0.699404761904762,1.4447331947331947,-4.0,0.699404761904762,-1.3178053830227743,1.0,4.0,0.7272727272727273,-0.8333333333333334,0.06289308176100628
Alonzo Menifield,663471.676192521,8,3,1987,12,1074.7534400442244,0,4,0,361.0,476.0,3317.0,-446.0,-154.0,0.0,337.49999999999994,476.0,5874.0,-5195.0,-203.0,693.0,-2649.0,2432.0,93.87919196743721,73.90132360053829,88.31666666666666,93.87919196743721,157.51596310149256,6.326057078179318,-21.000000000000007,106.61839296791221,-100.40269320843092,255.10119047619048
Joe Doerksen,290736.85870065336,2,7,1977,9,938.0061765664708,2,0,0,-66.0,-2276.0,-1091.0,-480.0,70.0,-5.0,-975.3499999999999,-2276.0,-2364.0,-87.0,175.0,724.0,-738.0,-2262.0,25.26159232723459,44.608858674438196,-89.78095238095239,25.26159232723459,-24.23171408552279,-44.08644688644688,204.3,79.52596700806518,-61.69658119658119,-79.7837173579109
Eduarda Moura,984.0281302784568,1,0,1994,1,1015.2649859150365,0,1,0,0.0,52.0,93.0,3.0,0.0,0.0,5.916666666666667,52.0,55.0,2.0,-5.0,0.0,1.0,51.0,0.512987012987013,0.42346812205408085,1.0,0.512987012987013,0.7333333333333333,1.0,-1.0,0.18939393939393942,1.0,0.796875
Niklas Stolze,13796.226424615503,0,3,1992,3,953.6989606195114,3,0,0,-4.0,0.0,-243.0,-34.0,-11.0,0.0,-59.483333333333334,0.0,-46.0,24.0,22.0,2.0,12.0,-14.0,-0.4256770376497834,-0.24771585539690283,-8.733333333333333,-0.4256770376497834,-2.851592840526042,5.678571428571429,-2.3079710144927534,-0.2651052651052653,-0.4444444444444445,-2.0833333333333335
Ashkan Mokhtarian,4960.716598658914,0,2,1985,2,968.3832188002561,2,0,0,-4.0,-56.0,-74.0,-1.0,-4.0,0.0,-4.3,-56.0,-124.0,23.0,45.0,-1.0,-5.0,-50.0,-0.39405656481883633,-0.4576744699609917,-0.6666666666666667,-0.39405656481883633,-1.182023357381976,0.14141414141414177,-0.5333333333333334,-0.16406645416787413,1.4444444444444444,-3.8181818181818183
Abner Lloveras,1000,0,1,1982,1,984.0,1,0,0,0.0,-9.0,-36.0,2.0,0.0,0.0,2.35,-9.0,13.0,11.0,-33.0,-5.0,-4.0,0.0,-0.0685795685795686,-0.11181053731768731,0.2,-0.0685795685795686,0.006237006237006237,0.09166666666666667,0.04878048780487809,-0.07448835860468972,-0.043010752688172116,0.0
Ryan Roberts,999.2653968487551,0,1,1978,1,983.9661703251055,1,0,0,-1.0,-6.0,-6.0,0.0,-1.0,0.0,-0.1,-6.0,-6.0,0.0,0.0,-1.0,0.0,-5.0,-0.5454545454545454,-0.5454545454545454,0.0,-0.5454545454545454,-0.5454545454545454,0.0,0.0,-0.2,0.0,-0.8333333333333334
Joanna Jedrzejczyk,1302206.2640083039,10,5,1987,15,1057.4317718358348,2,0,6,-338.0,48138.0,51382.0,-1603.0,-4.0,0.0,-2647.733333333333,48138.0,-1984.0,24823.0,25299.0,43823.0,14147.0,-9832.0,20.507455289285808,2.902647680548938,-120.03411261940674,20.507455289285808,-94.28155297135037,209.9744673203382,128.81709443470598,56.99806700654261,187.55972628981465,-471.0796992481203
Magomed Mustafaev,56065.41630113461,3,2,1988,5,1016.3922158853609,1,0,0,-5.0,-81.0,-572.0,110.0,-9.0,0.0,72.85,-81.0,-144.0,-88.0,151.0,-60.0,125.0,-146.0,-2.0103407515764813,-3.496483072104952,-14.484848484848484,-2.0103407515764813,12.499074596900686,11.131079704609116,2.226190476190474,-2.779761904761905,-8.012145748987853,26.539529914529915
Jake Shields,297474.35528035916,4,3,1979,9,1032.461741062468,1,0,0,-9.0,1469.0,6622.0,-415.0,78.0,64.0,258.91666666666674,1469.0,-852.0,482.0,1839.0,2019.0,-985.0,435.0,-33.341806219487324,-30.02757568495331,-149.3345238095238,-33.341806219487324,-28.600107049963032,-54.23281834444625,-136.83104575163398,-1.2795261597165215,-95.49541477875255,-10.934249084249082
Marcus Brimage,203516.0472370582,4,4,1985,8,992.7636907208646,2,0,0,-133.0,-528.0,-634.0,-91.0,0.0,0.0,-134.61666666666667,-528.0,-1767.0,538.0,701.0,-62.0,0.0,-466.0,-12.253053510830568,-11.610820936434152,-0.6666666666666643,-12.253053510830568,-19.713676426094786,-28.580594039745506,19.53469079939668,-8.69690377854875,5.612499999999999,-118.58333333333334
Tyrone Roberts,983.3040474375882,1,0,0,1,1015.2317142711318,0,1,0,0.0,6.0,78.0,1.0,0.0,0.0,4.75,6.0,6.0,-2.0,2.0,9.0,-1.0,-2.0,-0.05591397849462365,0.09315137097783899,1.0,-0.05591397849462365,0.007547169811320753,-0.2333333333333334,1.0,0.1303030303030303,-0.5256410256410257,-0.6666666666666666
Mizuki,13737.63788610764,2,1,1994,3,1014.0242756052562,0,1,0,-4.0,-62.0,281.0,-8.0,0.0,0.0,24.183333333333337,-62.0,126.0,-124.0,-64.0,76.0,-115.0,-23.0,0.11386943676487105,0.9785813563460266,-0.14285714285714235,0.11386943676487105,1.6128121235487753,-0.06381245651683876,0.575091575091575,0.7395863464318599,0.2805244755244751,1.8333333333333335
David Roberts,1000,0,1,1975,1,984.0,1,0,0,0.0,-7.0,-9.0,-1.0,0.0,0.0,0,-7.0,-6.0,-1.0,0.0,-1.0,0.0,-6.0,-0.5384615384615384,-0.6,-0.5,-0.5384615384615384,-0.5,-1.0,0.0,-1.0,0.0,-0.5
Marcin Bandel,4999.293471316927,0,2,1989,2,968.7052651856206,2,0,0,-1.0,-118.0,-166.0,0.0,-8.0,0.0,-6.683333333333334,-118.0,-109.0,0.0,-9.0,-11.0,-4.0,-103.0,-1.0238095238095242,-0.7721804511278196,0.0,-1.0238095238095242,-1.546031746031746,-2.0,1.0,1.5714285714285714,-4.0,-4.225806451612903
Silvana Gomez Juarez,29619.611984095798,1,3,1984,4,968.3243434084685,1,0,0,13.0,100.0,-113.0,-37.0,-9.0,0.0,-62.2,100.0,-77.0,166.0,11.0,73.0,-1.0,28.0,2.978881722454715,3.0037953211923725,-16.833333333333332,2.978881722454715,3.6723658694246923,1.4800000000000004,-2.269841269841269,2.8756197344432635,1.0,2.3333333333333335
Clifford Starks,14089.866281801029,1,2,1981,3,984.2840497395817,2,0,0,-9.0,-121.0,-107.0,-5.0,-8.0,4.0,11.816666666666666,-121.0,-12.0,-57.0,-52.0,-43.0,-49.0,-29.0,-7.620061332192269,-7.456246960680821,-1.0,-7.620061332192269,-7.59679983540942,-10.233333333333334,-2.6666666666666665,-7.0904216103374464,-1.75,-8.5625
Youssef Zalal,139441.76651182128,3,3,1996,7,993.0308655470898,3,0,0,9.0,1872.0,86.0,41.0,-82.0,24.0,226.99999999999997,1872.0,1478.0,404.0,-10.0,1237.0,-208.0,843.0,10.142375146896399,4.647681613366853,30.113071895424838,10.142375146896399,9.226711654426705,30.300471750471758,37.445833333333326,11.117907301466946,22.22307692307692,33.21869328493648
Denis Kang,14650.30912031724,1,2,1977,3,988.6504005662053,1,0,0,9.0,-113.0,122.0,-4.0,-5.0,-4.0,57.83333333333333,-113.0,-62.0,-28.0,-23.0,-82.0,-20.0,-11.0,-0.8795217546049954,0.32042614187997565,-5.066666666666666,-0.8795217546049954,-0.07207143535627036,-2.575,-9.0,-1.711362698091536,-7.2023809523809526,2.5482261640798223
Ed Herman,7061210.928921932,13,12,1980,27,1012.6130008785682,2,0,0,-3227.0,-111303.0,-122657.0,-3484.0,2061.0,469.0,-12583.93333333333,-111303.0,-92692.0,-7132.0,-11479.0,-86655.0,5141.0,-29789.0,-1038.4548631499274,-825.9747564658438,-127.38611111111118,-1038.4548631499274,-1227.3676280842715,17.928825127818953,-1413.6070590357353,-1417.4894972748002,-456.8420561290392,568.1029565122288
Jonavin Webb,4947.0590324153,0,2,1989,2,968.4856697230259,2,0,0,1.0,-72.0,-151.0,2.0,2.0,-1.0,-26.15,-72.0,-34.0,-16.0,-22.0,4.0,-5.0,-71.0,-0.2652846789177332,-0.3565135476941202,-0.6499999999999999,-0.2652846789177332,-0.09524461641016718,-0.8235294117647063,-4.192592592592592,0.2690488781445946,0.16190476190476194,-2.216666666666667
Mairbek Taisumov,292759.6381786098,7,2,1988,9,1070.6991558877214,1,0,0,115.0,-3473.0,-3685.0,25.0,0.0,0.0,-15.91666666666667,-3473.0,-2378.0,-1487.0,392.0,-3694.0,-110.0,331.0,41.248596615548955,41.530582425635984,15.623376623376624,41.248596615548955,41.756556937164675,-10.933243853781606,69.83154761904761,39.473868761077824,-8.65201465201465,31.194139194139197
Matthew Semelsberger,296470.5889861061,5,4,1992,9,1015.8165903311243,2,0,0,332.0,-2940.0,-8217.0,-404.0,-98.0,-50.0,-379.9166666666665,-2940.0,-3556.0,-641.0,1257.0,-2495.0,-376.0,-69.0,-8.332523691353744,-15.979296792250912,-69.16666666666666,-8.332523691353744,-12.10640906300378,-12.849490497036081,-16.63962687639158,-3.9178124297608807,22.508333333333333,-4.98448275862069
Craig White,5278.4615714865195,0,2,1990,2,975.3635038566379,2,0,0,3.0,-124.0,-99.0,-12.0,4.0,0.0,-56.93333333333334,-124.0,-85.0,-41.0,2.0,23.0,-2.0,-145.0,-0.9430731540265009,-0.21218830184979287,-3.0,-0.9430731540265009,-0.9876456876456878,-0.8333333333333335,-0.4,0.576797385620915,-0.8,-1.7352941176470589
Tateki Matsuda,4952.079490140769,0,2,1986,2,968.7033138234184,2,0,0,-4.0,-16.0,-16.0,-11.0,-5.0,0.0,-13.133333333333333,-16.0,-45.0,-4.0,33.0,46.0,2.0,-64.0,0.22135491394315088,0.22854714944115745,-4.75,0.22135491394315088,0.1121553264410407,-1.696825396825397,0.9540229885057473,0.49622089622089616,-0.3714063714063716,-2.245378151260504
Thiago Tavares,2163298.111210714,10,7,1984,18,1039.88901195427,1,0,0,-946.0,-1374.0,34407.0,3460.0,496.0,-244.0,4922.283333333333,-1374.0,-1440.0,1294.0,-1228.0,-51.0,-1378.0,55.0,119.77469830320572,162.86662067948527,758.122410922411,119.77469830320572,-35.30927958165876,618.1249515190692,-69.72164502164503,-47.09834097086414,421.88549130607953,-325.2501272658874
Ross Pointon,4872.782648018296,0,2,1980,2,967.2726849245973,2,0,0,1.0,2.0,-7.0,-4.0,-5.0,0.0,-2.533333333333333,2.0,-5.0,-13.0,20.0,-6.0,8.0,0.0,-0.8757020757020757,-0.8867943650552346,-4.0,-0.8757020757020757,-0.5879232966136271,-1.1904761904761907,0.9230769230769229,-0.8980952380952381,2.0,0.0
Hatsu Hioki,207509.96070976905,3,5,1983,8,973.2229371365252,2,0,0,-100.0,-64.0,-59.0,243.0,-78.0,-44.0,257.23333333333335,-64.0,-145.0,604.0,-523.0,1430.0,-871.0,-623.0,-4.045572001903309,0.553046233157203,72.03571428571429,-4.045572001903309,-3.1184538542572824,0.6892529128463787,43.17786302926968,17.197602062886,-40.730413703943114,-24.093654798616946
Cameron VanCamp,4947.821913493409,0,2,1993,2,968.239708519976,2,0,0,-5.0,-34.0,-34.0,0.0,0.0,0.0,-0.36666666666666664,-34.0,-63.0,14.0,15.0,3.0,0.0,-37.0,-0.728763440860215,-0.728763440860215,0.0,-0.728763440860215,-1.2273131233336627,-0.06666666666666654,0.0,-0.297034662392306,0.0,-4.6
Jared Hamman,139143.24978198402,2,5,1982,7,954.6812998792278,3,0,0,-144.0,560.0,1899.0,-226.0,-94.0,-8.0,-85.63333333333333,560.0,179.0,336.0,45.0,438.0,-315.0,437.0,-10.652364285654034,-9.315531744962325,-55.472527472527474,-10.652364285654034,-36.767220371800065,-19.33928571428571,60.6948051948052,-12.158269205849363,-16.309172932330828,-20.507048471562538
Simeon Thoresen,13860.389893453319,1,2,1984,3,983.3824205470139,2,0,0,-4.0,-82.0,-630.0,1.0,-15.0,-8.0,-0.5666666666666651,-82.0,-159.0,8.0,69.0,-10.0,44.0,-116.0,0.962304971081433,-0.25406532941955917,4.75,0.962304971081433,0.09237830064559582,1.185714285714286,8.625,1.1018269510204992,2.1428571428571432,-8.646666666666667
Randa Markos,2122786.3397385054,7,10,1985,18,964.5028205592139,0,1,0,0.0,5790.0,1814.0,-3230.0,-2601.0,226.0,-1025.3666666666659,5790.0,7728.0,-1025.0,-913.0,-431.0,11113.0,-4892.0,7.255399791638354,-36.6479423384434,-271.1435786435786,7.255399791638354,23.912036494472304,-122.9772546897547,-303.52959253390287,-9.605391001132887,383.0817446442447,52.31915502797855
Kit Cope,1001.4695015289755,0,1,1977,1,984.0676726427585,1,0,0,0.0,-2.0,-26.0,-3.0,-2.0,0.0,-4.066666666666666,-2.0,0.0,-2.0,0.0,0.0,2.0,-4.0,0.033333333333333326,-0.16105263157894734,-0.375,0.033333333333333326,-0.038461538461538436,0.4,0.6666666666666667,-0.04999999999999999,-0.0357142857142857,0.16666666666666663
Antonina Shevchenko,204572.8937743921,4,4,1984,8,999.863908072062,0,1,0,0.0,107.0,-5975.0,-433.0,-145.0,0.0,-259.9,107.0,-718.0,902.0,-77.0,2071.0,438.0,-2402.0,9.314871265644104,-5.955030060348767,-91.775,9.314871265644104,-2.2900535385858527,49.869413919413915,9.925925925925931,24.607539065308508,-9.9220323536113,-67.63334998334999
Thomas Ramirez,1000,0,1,0,1,984.0,1,0,0,-1.0,-2.0,-2.0,0.0,0.0,0.0,0,-2.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,-0.25,-0.25,0.0,-0.25,-0.25,0.0,0.0,-0.16666666666666663,0.0,-1.0
Zviad Lazishvili,1014.6425954488611,0,1,1991,1,984.6739174872067,1,0,0,0.0,-29.0,-28.0,0.0,0.0,0.0,1.5,-29.0,-40.0,3.0,8.0,-32.0,3.0,0.0,-0.09561170212765957,-0.08723862139851607,0.0,-0.09561170212765957,-0.20468661773009597,0.03588516746411485,0.046376811594202816,-0.09720483938256153,0.42857142857142855,0.0
Mike Nickels,5010.347158194352,1,1,1971,2,999.3826055323209,1,0,0,0.0,18.0,28.0,7.0,-7.0,0.0,1.0500000000000003,18.0,9.0,10.0,-1.0,-1.0,6.0,13.0,-0.44984984984984994,-0.19910714285714304,3.0,-0.44984984984984994,-0.3115942028985507,0.7142857142857143,-1.0,-0.6357142857142858,0.17142857142857137,0.6842105263157895
Luis Ramos,5111.189605519851,0,2,1981,2,970.0063286660428,2,0,0,-1.0,-128.0,-194.0,4.0,0.0,0.0,13.916666666666666,-128.0,-94.0,-48.0,14.0,-21.0,-104.0,-3.0,-0.9251768268161713,-1.2204906204906205,0.8,-0.9251768268161713,-1.3236997635933805,0.0,1.4666666666666663,-0.07857142857142874,-3.7142857142857144,-0.6
Donny Walker,4936.0,0,2,1980,2,968.0,2,0,0,0.0,-54.0,-78.0,-9.0,-6.0,-2.0,-6.05,-54.0,-22.0,-21.0,-11.0,-31.0,-14.0,-9.0,-1.1523680930619031,-0.495531000259658,-4.2,-1.1523680930619031,0.4776422764227642,-4.358974358974359,-3.895238095238095,-0.324561403508772,-4.333333333333333,-3.821428571428571
Kailin Curran,140368.0,1,6,1991,7,928.2932440883872,4,0,0,0.0,-2684.0,2470.0,-135.0,16.0,35.0,600.5666666666666,-2684.0,-2416.0,24.0,-292.0,-2059.0,-592.0,-33.0,-6.930658551192986,7.524114939351435,-8.76666666666667,-6.930658551192986,-7.895159313816935,9.449032193859779,-11.733811188811188,-6.724790937959142,-1.4884329624488872,-3.7286768786768794
Valentina Shevchenko,1581882.7952807655,12,3,1988,16,1128.75083411349,1,0,8,-192.0,38804.0,51648.0,4485.0,-329.0,-644.0,4765.383333333333,38804.0,41529.0,-1364.0,-1361.0,31970.0,-6667.0,13501.0,293.73171561738815,209.3695761322146,712.7373015873015,293.73171561738815,434.2140625874219,213.2823230951679,341.48709800346427,293.5379186388138,-76.32842059900884,715.9690033085194
KJ Noons,140227.39991193532,2,3,1982,7,988.7583036121246,2,0,0,9.0,-1231.0,-958.0,-345.0,-36.0,0.0,-218.88333333333333,-1231.0,516.0,-348.0,-1399.0,-1602.0,522.0,-151.0,14.395700336330169,14.962315049384902,-64.77619047619048,14.395700336330169,37.88281972946882,-46.459255720125284,-78.67766563146998,7.11300342900925,41.88333333333333,-24.04705882352941
Paul Buentello,93326.07237986225,3,3,1974,6,1000.9448333351044,2,0,0,21.0,-1875.0,-5500.0,-333.0,-30.0,25.0,-405.05,-1875.0,-419.0,-606.0,-850.0,-624.0,-472.0,-779.0,-15.305002257916016,-21.920845877500888,-53.0,-15.305002257916016,-6.569928795793517,-31.776223776223773,-44.30471943515421,-7.247458811370725,-19.754309089603208,-13.292207792207794
Fabiano Iha,138672.79789246828,3,4,1970,7,985.4190568353872,2,0,0,-1.0,-1168.0,-2985.0,31.0,175.0,0.0,-47.000000000000014,-1168.0,-1501.0,-2.0,335.0,-237.0,-646.0,-285.0,-5.5033939632405104,-15.307913289462684,-15.166666666666664,-5.5033939632405104,-10.92673796791444,-34.866666666666674,67.0,-11.687318840579707,7.47777777777778,-20.32028985507246
Nicholas Musoke,91677.99830478287,3,3,1986,6,997.4720757692543,2,0,0,-40.0,-481.0,-1536.0,22.0,1.0,-9.0,281.2,-481.0,-837.0,611.0,-255.0,-695.0,166.0,48.0,-7.802618860745821,-10.88924378116807,0.8000000000000005,-7.802618860745821,-9.180595493842219,14.9882098293863,9.654761904761905,-8.910361268935787,14.042490842490842,-16.86190476190476
Chase Sherman,1249910.8125048068,4,11,1989,15,914.6815692657759,2,0,0,177.0,-20099.0,-21082.0,-767.0,-265.0,0.0,-995.5500000000001,-20099.0,-32785.0,3462.0,9224.0,-16117.0,-141.0,-3841.0,-83.6418804968651,-83.59038354774846,-269.0,-83.6418804968651,-159.4543915749652,-39.19491199203276,238.3920794488909,9.40544735621647,-47.149498179838716,-455.34725274725275
Sione Latu,1000,1,0,0,1,1016.0,0,1,0,0.0,-8.0,-19.0,0.0,-2.0,0.0,0,-8.0,-8.0,-1.0,1.0,3.0,2.0,-13.0,0.068922305764411,-0.011538461538461608,0.5,0.068922305764411,0.031578947368421095,-0.08333333333333337,1.0,0.5,-0.09999999999999998,0.16666666666666663
Jack Nilson,1000,1,0,0,1,1016.0,0,1,0,0.0,10.0,12.0,0.0,-1.0,0.0,0,10.0,11.0,0.0,-1.0,-1.0,0.0,11.0,0.6461538461538461,0.6666666666666667,0.0,0.6461538461538461,0.8461538461538461,0.0,-1.0,-0.3333333333333333,0.0,1.0
Garreth McLellan,55026.80492641274,1,4,1982,5,955.3928409228381,3,0,0,-50.0,-217.0,-459.0,-14.0,6.0,0.0,6.683333333333333,-217.0,-584.0,258.0,109.0,-313.0,30.0,66.0,-7.6342194067845,-8.952606206435682,-2.642424242424242,-7.6342194067845,-14.816477161952418,-4.313339920948617,-24.25,-7.862537462537464,3.0014736221632763,-32.3109243697479
Danny Castillo,1058357.698683785,7,7,1979,14,998.602669905929,4,0,0,-125.0,-1027.0,-11067.0,287.0,-645.0,24.0,2863.733333333333,-1027.0,8252.0,-4731.0,-4548.0,-4443.0,260.0,3156.0,27.520733013661943,-24.729388993428497,-59.09545454545456,27.520733013661943,93.43180116250524,-106.19813397129187,-94.37342543077835,9.472664180026689,29.084509803921556,-326.4499299719888
Larissa Pacheco,5015.930550714033,0,2,1994,2,969.4401170200002,2,0,0,0.0,-97.0,-105.0,-1.0,-2.0,0.0,-3.416666666666666,-97.0,-97.0,0.0,0.0,-78.0,-3.0,-16.0,-1.1777472527472526,-0.8890244122802261,-1.0,-1.1777472527472526,-1.355263157894737,1.0,-0.5,-0.6910642570281124,-3.0,-0.4
SeungGuk Choi,1000,0,1,1996,1,984.0,1,0,0,1.0,-18.0,-29.0,-1.0,-3.0,0.0,0.8499999999999999,-18.0,-8.0,2.0,-12.0,-17.0,-1.0,0.0,-0.12772734511864947,-0.11055421686746986,-0.3333333333333333,-0.12772734511864947,-0.10564663023679416,0.26666666666666666,-0.12962962962962965,-0.12194708276797833,-0.3333333333333333,0.0
Andrea Lee,522655.7166103512,5,6,1989,11,984.9528414935268,3,0,0,81.0,1962.0,-2428.0,109.0,2.0,-53.0,-602.5333333333333,1962.0,-2136.0,2404.0,1694.0,769.0,868.0,325.0,24.238209463733625,17.367012890467404,13.1452380952381,24.238209463733625,1.666457307243295,34.58021593821721,-63.77776545469245,20.074196549587015,149.8868644427468,97.33699633699632
Danny Abbadi,4939.475542549644,0,2,1983,2,968.0400135789058,2,0,0,0.0,-26.0,-107.0,-5.0,-5.0,0.0,-2.55,-26.0,-8.0,-6.0,-12.0,-13.0,-3.0,-10.0,-0.3156775192140296,-0.37329385450772734,-1.0714285714285714,-0.3156775192140296,-0.22301460142181606,-0.23412698412698385,-4.0,-0.23073770491803286,-0.7666666666666666,1.6477732793522266
